action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20.015576,20.015576,0,2025-11-30,2025-11-30,1,5,,,,,5,0.100078,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-11-30,2025-11-30,1,1,,,,,1,0.03,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.27,0.27,,,0.27,,90,90,0,2025-11-30,2025-11-30,1,3,,,,,3,0.27,,3,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.27,0.27,,,0.27,,90,90,0,2025-11-30,2025-11-30,1,3,,,,,3,0.27,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,40,40,0,2025-11-30,2025-11-30,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,16,20,0,2025-11-30,2025-11-30,1.25,5,,,,,4,0.08,,4,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,116,145,0,2025-11-30,2025-11-30,1.25,5,,,,,4,0.58,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,14.285714,16.666667,0,2025-11-30,2025-11-30,1.166667,7,,,,,6,0.1,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,,6917505481384,01 Esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-11-30,2025-11-30,1,2,,,,,2,0.03,,0,,,,
,,,,,,,,,,,,,,2,,2,1,1,,1,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,0.11,,0.11,,110,110,0,2025-11-30,2025-11-30,1,1,,,,,1,0.11,,13,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6917505481584,02 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,36.666667,55,0,2025-11-30,2025-11-30,1.5,3,,,,,2,0.11,,1,,,,
,13,,,3,,,13,,,,,,,29,,29,1,1,,25,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,0.76,"[{'action_type': 'outbound_click', 'value': '0.76'}]",0.76,,0.175385,,0.078621,0.078621,2.28,,0.0912,0.76,22.8,25.054945,3,2025-11-30,2025-11-30,1.098901,100,3,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3'}]",91,2.28,5,3,5,22,15,11
,113,,,14,5,5,113,,,,,,,241,1,241,5,4,,222,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,13,"[{'action_type': 'start_trial_mobile_app', 'value': '7.595'}, {'action_type': 'start_trial_total', 'value': '7.595'}]",1.085,"[{'action_type': 'outbound_click', 'value': '1.085'}]",1.085,3.038,0.134425,,0.063029,0.063029,3.038,,0.068423,1.168462,18.083333,20.444145,1.547619,2025-11-30,2025-11-30,1.130552,840,1.666667,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",743,15.19,33,3,30,206,106,71
,189,1,,23,15,15,189,,,,,,,684,1,684,11,10,,650,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,23,"[{'action_type': 'subscribe_mobile_app', 'value': '8.288'}, {'action_type': 'subscribe_total', 'value': '8.288'}, {'action_type': 'start_trial_mobile_app', 'value': '6.906667'}, {'action_type': 'start_trial_total', 'value': '6.906667'}]",1.801739,"[{'action_type': 'outbound_click', 'value': '1.801739'}]",1.801739,2.762667,0.219259,,0.060585,0.060585,3.767273,,0.063754,1.801739,19.510358,21.914331,1.082863,2025-11-30,2025-11-30,1.123215,2124,1.082863,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.082863'}]",1891,41.44,70,3,64,589,309,180
,122,,,16,9,9,122,,,,1,1,,437,,437,8,7,,413,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,17,"[{'action_type': 'start_trial_mobile_app', 'value': '8.45'}, {'action_type': 'start_trial_total', 'value': '8.45'}]",1.584375,"[{'action_type': 'outbound_click', 'value': '1.584375'}]",1.584375,2.816667,0.207787,,0.058009,0.058009,3.16875,,0.06138,1.491176,23.150685,25.35,1.552511,2025-11-30,2025-11-30,1.095,1095,1.461187,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.461187'}]",1000,25.35,44,4,40,374,182,117
,26,,,5,2,2,26,,,,,,,82,,82,2,2,,75,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,0.816,"[{'action_type': 'outbound_click', 'value': '0.816'}]",0.816,2.04,0.156923,,0.049756,0.049756,2.04,,0.0544,0.816,29.781022,31.875,3.649635,2025-11-30,2025-11-30,1.070313,137,3.649635,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '3.649635'}]",128,4.08,14,5,12,70,44,28
,10,,,2,,,10,,,,,,,11,,11,,,,9,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.155,"[{'action_type': 'outbound_click', 'value': '0.155'}]",0.155,,0.031,,0.028182,0.028182,,,0.034444,0.155,22.142857,28.181818,14.285714,2025-11-30,2025-11-30,1.272727,14,14.285714,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",11,0.31,2,6,2,8,4,4
,,,,,,,,,,,,,,,,,,,,,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,27.5,55,0,2025-11-30,2025-11-30,2,4,,,,,2,0.11,,3,,,,
,,,,2,,,,,,,,,,4,,4,,,,2,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.775,"[{'action_type': 'outbound_click', 'value': '0.775'}]",0.775,,,,0.3875,0.3875,,,0.775,0.775,221.428571,310,28.571429,2025-11-30,2025-11-30,1.4,7,28.571429,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '28.571429'}]",5,1.55,1,8,1,2,2,1
,,,,1,,,,,,,,,,1,,1,,,,,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.21,"[{'action_type': 'outbound_click', 'value': '0.21'}]",0.21,,,,0.21,0.21,,,,0.21,52.5,70,25,2025-11-30,2025-11-30,1.333333,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",3,0.21,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917505482184,08 aiartist3 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.08,0.08,,,0.08,,40,40,0,2025-11-30,2025-11-30,1,2,,,,,2,0.08,,3,,1,,
