action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.02,"[{'action_type': 'outbound_click', 'value': '0.02'}]",0.02,,,,0.01,0.01,,,0.02,0.02,10,10,50,2025-12-14,2025-12-14,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",facebook,2,0.02,,5,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,15,15,0,2025-12-14,2025-12-14,1,2,,,,,threads,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.012,0.012,,,0.012,,12,20,0,2025-12-14,2025-12-14,1.666667,5,,,,,audience_network,3,0.06,5,14,5,5,5,5
2,125,,,42,15,15,125,2,2,11,2,2,1,,2,1045,,1045,14,12,2,989,2,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,40,"[{'action_type': 'subscribe_mobile_app', 'value': '19.06'}, {'action_type': 'subscribe_total', 'value': '19.06'}, {'action_type': 'start_trial_mobile_app', 'value': '28.59'}, {'action_type': 'start_trial_total', 'value': '28.59'}]",1.361429,"[{'action_type': 'outbound_click', 'value': '1.361429'}]",1.361429,3.812,0.45744,28.59,0.054718,0.054718,4.084286,28.59,0.057816,1.4295,18.262536,18.564935,1.277547,2025-12-14,2025-12-14,1.016558,3131,1.341424,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.341424'}]",facebook,3080,57.18,125,3,115,862,385,248
,14,,,6,,,14,,,3,,,,,,286,1,286,4,3,,276,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,15,,3.823333,"[{'action_type': 'outbound_click', 'value': '3.823333'}]",3.823333,,1.638571,,0.08021,0.08021,5.735,,0.083116,1.529333,21.702933,21.868446,1.419111,2025-12-14,2025-12-14,1.007626,1057,0.567644,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.567644'}]",instagram,1049,22.94,22,3,22,240,111,69
,,,1,1,,,,,,,,,,,,114,,114,1,,,112,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.44,"[{'action_type': 'outbound_click', 'value': '3.44'}]",3.44,,,,0.030175,0.030175,3.44,,0.030714,3.44,15.221239,15.221239,0.442478,2025-12-14,2025-12-14,1,226,0.442478,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.442478'}]",threads,226,3.44,20,7,20,104,50,30
,,,,,,,,,,,,,,,,,,,,,,,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,30,30,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,threads,1,0.01,1,28,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.010011,0.010011,,,0.010011,,6.006536,10.010893,0,2025-12-14,2025-12-14,1.666667,5,,,,,audience_network,3,0.030033,,4,,3,1,
,159,1,,35,15,15,159,,,10,,,1,,,796,,796,11,11,,750,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,35,"[{'action_type': 'subscribe_mobile_app', 'value': '7.862556'}, {'action_type': 'subscribe_total', 'value': '7.862556'}, {'action_type': 'start_trial_mobile_app', 'value': '9.828194'}, {'action_type': 'start_trial_total', 'value': '9.828194'}]",1.123222,"[{'action_type': 'outbound_click', 'value': '1.123222'}]",1.123222,2.620852,0.24725,,0.049388,0.049388,3.573889,,0.052417,1.123222,14.83501,15.600309,1.320755,2025-12-14,2025-12-14,1.051587,2650,1.320755,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.320755'}]",facebook,2520,39.312778,71,3,63,658,311,208
,4,,,2,,,4,,,,,,,,,50,,50,,,,48,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,3.02329,"[{'action_type': 'outbound_click', 'value': '3.02329'}]",3.02329,,1.511645,,0.120932,0.120932,,,0.12597,2.015527,24.089958,24.480079,1.195219,2025-12-14,2025-12-14,1.016194,251,0.796813,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.796813'}]",instagram,247,6.04658,9,3,9,44,19,12
,,,,1,,,,,,,,,,,,22,,22,,,,21,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.56061,"[{'action_type': 'outbound_click', 'value': '0.56061'}]",0.56061,,,,0.025482,0.025482,,,0.026696,0.56061,16.017429,16.017429,2.857143,2025-12-14,2025-12-14,1,35,2.857143,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",threads,35,0.56061,6,10,6,19,13,10
,118,,,9,8,8,118,,,1,,,1,,,269,,269,2,2,,258,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,"[{'action_type': 'subscribe_mobile_app', 'value': '5.421164'}, {'action_type': 'subscribe_total', 'value': '5.421164'}, {'action_type': 'start_trial_mobile_app', 'value': '5.421164'}, {'action_type': 'start_trial_total', 'value': '5.421164'}]",1.807055,"[{'action_type': 'outbound_click', 'value': '1.807055'}]",1.807055,2.032936,0.137826,,0.060459,0.060459,8.131746,,0.063037,1.807055,16.818502,17.264853,0.930714,2025-12-14,2025-12-14,1.026539,967,0.930714,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '0.930714'}]",facebook,942,16.263492,36,3,28,228,110,75
,134,,,25,13,13,134,,,4,2,2,,,,364,,364,6,4,,333,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '28.456109'}, {'action_type': 'subscribe_total', 'value': '28.456109'}, {'action_type': 'start_trial_mobile_app', 'value': '28.456109'}, {'action_type': 'start_trial_total', 'value': '28.456109'}]",1.138244,"[{'action_type': 'outbound_click', 'value': '1.138244'}]",1.138244,2.188931,0.212359,,0.078176,0.078176,4.742685,,0.085454,1.01629,20.195961,21.990811,1.987225,2025-12-14,2025-12-14,1.088872,1409,1.774308,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.774308'}]",instagram,1294,28.456109,33,3,33,305,153,94
,1,,,1,,,1,,,1,,,,,,81,,81,1,1,,79,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.860399,"[{'action_type': 'outbound_click', 'value': '1.860399'}]",1.860399,,1.860399,,0.022968,0.022968,1.860399,,0.023549,1.860399,13.579558,13.579558,0.729927,2025-12-14,2025-12-14,1,137,0.729927,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.729927'}]",threads,137,1.860399,16,7,16,71,42,27
,,,,,,,,,,,,,,,,,,,,,,,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,19.996296,19.996296,0,2025-12-14,2025-12-14,1,1,,,,,audience_network,1,0.019996,,3,,,,
,71,,2,34,7,7,71,,,3,,,,,,861,,861,5,3,,822,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,29,"[{'action_type': 'subscribe_mobile_app', 'value': '38.502867'}, {'action_type': 'subscribe_total', 'value': '38.502867'}, {'action_type': 'start_trial_mobile_app', 'value': '38.502867'}, {'action_type': 'start_trial_total', 'value': '38.502867'}]",1.132437,"[{'action_type': 'outbound_click', 'value': '1.132437'}]",1.132437,5.50041,0.542294,,0.044719,0.044719,7.700573,,0.04684,1.327685,14.894726,15.575594,1.121857,2025-12-14,2025-12-14,1.045712,2585,1.31528,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '1.31528'}]",facebook,2472,38.502867,89,3,83,720,397,213
,1,,,5,,,1,,,,1,1,,,,154,,154,1,,,148,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,6,,2.761488,"[{'action_type': 'outbound_click', 'value': '2.761488'}]",2.761488,,13.807442,,0.089659,0.089659,13.807442,,0.093294,2.30124,26.400463,28.825558,1.147228,2025-12-14,2025-12-14,1.091858,523,0.956023,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.956023'}]",instagram,479,13.807442,12,3,12,128,70,33
,,,,,,,,,,,,,,,,,,,,,,,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,79.985182,79.985182,0,2025-12-14,2025-12-14,1,1,,,,,messenger,1,0.079985,,,,,,
,,,,1,,,,,,,,,,,,46,,46,,,,45,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.569709,"[{'action_type': 'outbound_click', 'value': '1.569709'}]",1.569709,,,,0.034124,0.034124,,,0.034882,1.569709,16.523255,16.699034,1.052632,2025-12-14,2025-12-14,1.010638,95,1.052632,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.052632'}]",threads,94,1.569709,9,6,9,38,21,13
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-14,2025-12-14,1,3,,,,,facebook,3,0.03,,3,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0.03,,8,,1,1,
,4,,,6,1,1,4,,,,,,,,,37,,37,,,,31,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,,0.59,"[{'action_type': 'outbound_click', 'value': '0.59'}]",0.59,3.54,0.885,,0.095676,0.095676,,,0.114194,0.885,33.714286,37.659574,3.809524,2025-12-14,2025-12-14,1.117021,105,5.714286,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '5.714286'}]",facebook,94,3.54,2,3,1,26,12,6
,14,,,2,2,2,14,,,,,,,,,7,,7,,,,5,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,0.575,"[{'action_type': 'outbound_click', 'value': '0.575'}]",0.575,0.575,0.082143,,0.164286,0.164286,,,0.23,0.575,26.744186,33.823529,4.651163,2025-12-14,2025-12-14,1.264706,43,4.651163,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.651163'}]",instagram,34,1.15,1,4,1,5,2,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-14,2025-12-14,1,1,,,,,threads,1,0.04,,8,,1,1,
,,,,1,,,,,,,,,,,,1,,1,,,,,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.17,"[{'action_type': 'outbound_click', 'value': '0.17'}]",0.17,,,,0.17,0.17,,,,0.17,85,85,50,2025-12-14,2025-12-14,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",facebook,2,0.17,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,30,30,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,facebook,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,1,,,,,threads,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.1,0.1,,,0.1,,20,25,0,2025-12-14,2025-12-14,1.25,5,,,,,facebook,4,0.1,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,1,,,,,facebook,1,0.02,,1,,,,
,22,,,8,7,7,22,,,,,,,,,88,,88,,,,80,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,8,,0.7325,"[{'action_type': 'outbound_click', 'value': '0.7325'}]",0.7325,0.837143,0.266364,,0.066591,0.066591,,,0.07325,0.7325,24.016393,27.641509,3.278689,2025-12-14,2025-12-14,1.150943,244,3.278689,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '3.278689'}]",facebook,212,5.86,9,3,9,74,30,19
,24,,,6,2,2,24,,,,,,,,,31,,31,,,,25,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,7,,0.488333,"[{'action_type': 'outbound_click', 'value': '0.488333'}]",0.488333,1.465,0.122083,,0.094516,0.094516,,,0.1172,0.418571,40.136986,41.857143,9.589041,2025-12-14,2025-12-14,1.042857,73,8.219178,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '8.219178'}]",instagram,70,2.93,1,3,1,21,7,2
,,,,,,,,,,,,,,,,3,,3,,,,3,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.046667,0.046667,,,0.046667,,20,20,0,2025-12-14,2025-12-14,1,7,,,,,threads,7,0.14,1,6,1,3,3,2
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.00501,0.00501,,,0.00501,,5.010112,5.010112,0,2025-12-14,2025-12-14,1,2,,,,,audience_network,2,0.01002,,9,,2,1,1
1,148,,,30,14,14,148,1,1,,1,1,,,1,428,1,428,2,,1,396,1,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,27,"[{'action_type': 'subscribe_mobile_app', 'value': '16.388076'}, {'action_type': 'subscribe_total', 'value': '16.388076'}, {'action_type': 'start_trial_mobile_app', 'value': '16.388076'}, {'action_type': 'start_trial_total', 'value': '16.388076'}]",1.092538,"[{'action_type': 'outbound_click', 'value': '1.092538'}]",1.092538,2.341154,0.22146,32.776151,0.07658,0.07658,16.388076,32.776151,0.082768,1.213932,18.088384,18.96768,1.490066,2025-12-14,2025-12-14,1.048611,1812,1.655629,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.655629'}]",facebook,1728,32.776151,37,3,37,335,160,97
,378,,,44,35,35,378,,,13,3,3,1,,,855,2,855,19,14,,792,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,54,"[{'action_type': 'subscribe_mobile_app', 'value': '5.340779'}, {'action_type': 'subscribe_total', 'value': '5.340779'}, {'action_type': 'start_trial_mobile_app', 'value': '4.895714'}, {'action_type': 'start_trial_total', 'value': '4.895714'}]",1.335195,"[{'action_type': 'outbound_click', 'value': '1.335195'}]",1.335195,1.678531,0.15542,,0.068712,0.068712,3.09203,,0.074177,1.087936,18.387659,19.589387,1.690141,2025-12-14,2025-12-14,1.065355,3195,1.377152,44,"[{'action_type': 'outbound_click', 'value': '44'}]","[{'action_type': 'outbound_click', 'value': '1.377152'}]",instagram,2999,58.748571,78,3,78,716,350,209
,1,,,1,,,1,,,,,,,,,88,,88,,,,87,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,2.605258,"[{'action_type': 'outbound_click', 'value': '2.605258'}]",2.605258,,2.605258,,0.029605,0.029605,,,0.029946,2.605258,14.473656,14.473656,0.555556,2025-12-14,2025-12-14,1,180,0.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.555556'}]",threads,180,2.605258,13,5,14,78,45,24
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,43.333333,43.333333,0,2025-12-14,2025-12-14,1,3,,,,,facebook,3,0.13,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926071393584,34_prerna_bent,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,15,15,0,2025-12-14,2025-12-14,1,2,,,,,facebook,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926071393584,34_prerna_bent,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-12-14,2025-12-14,1,3,,,,,instagram,3,0.08,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,20,0,2025-12-14,2025-12-14,1.333333,4,,,,,instagram,3,0.06,,1,,,,
,15,,,1,1,1,15,,,,,,,,,1,,1,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.27,"[{'action_type': 'outbound_click', 'value': '0.27'}]",0.27,0.27,0.018,,0.27,0.27,,,,0.27,20.769231,33.75,7.692308,2025-12-14,2025-12-14,1.625,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",facebook,8,0.27,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,0.015,,,,,,,,12,15,0,2025-12-14,2025-12-14,1.25,5,,,,,instagram,4,0.06,,,,,,
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.042857,0.042857,,,0.042857,,17.647059,17.647059,0,2025-12-14,2025-12-14,1,17,,,,,facebook,17,0.3,,3,,7,2,1
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.06,0.06,,,0.06,,24.705882,24.705882,0,2025-12-14,2025-12-14,1,17,,,,,instagram,17,0.42,,3,,7,2,
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.051429,0.051429,,,0.051429,,12.413793,12.413793,0,2025-12-14,2025-12-14,1,29,,,,,facebook,29,0.36,,2,,7,1,
,,,,,,,,,,,,,,,,17,,17,,,,17,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.058824,0.058824,,,0.058824,,12.987013,13.157895,0,2025-12-14,2025-12-14,1.013158,77,,,,,instagram,76,1,,2,,13,6,4
,,,,,,,,,,,,,,,,,,,,,,,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,1,,,,,messenger,1,0.02,,,,,,
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.0225,0.0225,,,0.0225,,8.181818,8.181818,0,2025-12-14,2025-12-14,1,11,,,,,threads,11,0.09,,5,,4,2,
,8,,,5,2,2,8,,,1,,,,,,139,,139,1,1,,133,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,5,,0.97,"[{'action_type': 'outbound_click', 'value': '0.97'}]",0.97,2.425,0.60625,,0.034892,0.034892,4.85,,0.036466,0.97,12.729659,13.215259,1.312336,2025-12-14,2025-12-14,1.038147,381,1.312336,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.312336'}]",facebook,367,4.85,12,4,12,115,59,34
