action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,6,,,,2,2,6,,,,,,,9,,9,,,,9,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.69,0.23,,0.153333,0.153333,,,0.153333,,47.586207,47.586207,0,2025-12-06,2025-12-06,1,29,,,,,instagram,29,1.38,,2,,8,4,
,,,,,,,,,,,,,,3,,3,,,,3,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,22.5,22.5,0,2025-12-06,2025-12-06,1,4,,,,,threads,4,0.09,,5,,3,1,
,1,1,,2,,,1,,,,,,,27,,27,,,,25,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.24,"[{'action_type': 'outbound_click', 'value': '1.24'}]",1.24,,2.48,,0.091852,0.091852,,,0.0992,1.24,22.752294,24.07767,1.834862,2025-12-06,2025-12-06,1.058252,109,1.834862,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.834862'}]",facebook,103,2.48,1,3,1,21,11,7
,1,,,,,,1,,,,,,,21,1,21,1,,,20,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,1.78,,0.084762,0.084762,1.78,,0.089,,23.421053,24.054054,0,2025-12-06,2025-12-06,1.027027,76,,,,,instagram,74,1.78,2,3,2,18,8,7
,,,,,,,,,,,,,,,,,,,,,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-06,2025-12-06,1,4,,,,,messenger,4,0,,1,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.015,0.015,,,0.015,,12,12,0,2025-12-06,2025-12-06,1,5,,,,,threads,5,0.06,,7,,4,3,
,,,,2,,,,,,,,,,22,,22,,,,20,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.685,"[{'action_type': 'outbound_click', 'value': '0.685'}]",0.685,,,,0.062273,0.062273,,,0.0685,0.685,25.849057,27.4,3.773585,2025-12-06,2025-12-06,1.06,53,3.773585,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.773585'}]",facebook,50,1.37,6,6,6,17,14,9
,,,,,,,,,,,,,,7,,7,,,,7,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.125714,0.125714,,,0.125714,,27.5,27.5,0,2025-12-06,2025-12-06,1,32,,,,,instagram,32,0.88,,2,,7,4,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-06,2025-12-06,1,2,,,,,threads,2,0.05,,4,,1,1,
,,,,1,,,,,,,,,,8,,8,,,,7,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.64,"[{'action_type': 'outbound_click', 'value': '0.64'}]",0.64,,,,0.08,0.08,,,0.091429,0.64,19.393939,21.333333,3.030303,2025-12-06,2025-12-06,1.1,33,3.030303,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",facebook,30,0.64,1,3,1,7,5,3
,,,,,,,,,,,,,,5,,5,,,,5,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.112,0.112,,,0.112,,20.740741,21.538462,0,2025-12-06,2025-12-06,1.038462,27,,,,,instagram,26,0.56,1,2,1,5,1,1
,,,,,,,,,,,,,,18,,18,,,,18,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.054444,0.054444,,,0.054444,,22.272727,22.790698,0,2025-12-06,2025-12-06,1.023256,44,,,,,facebook,43,0.98,,3,,15,5,1
,,,,,1,1,,,,,,,,7,1,7,1,,,6,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.16,,,0.022857,0.022857,0.16,,0.026667,,20,20,0,2025-12-06,2025-12-06,1,8,,,,,instagram,8,0.16,1,9,1,6,6,4
,,,,,,,,,,,,,,,,,,,,,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,60,60,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.06,,1,,,,
,,,,1,,,,,,,,,,12,,12,,,,11,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.23,"[{'action_type': 'outbound_click', 'value': '1.23'}]",1.23,,,,0.1025,0.1025,,,0.111818,1.23,41,42.413793,3.333333,2025-12-06,2025-12-06,1.034483,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",facebook,29,1.23,3,4,3,10,6,4
,,,,,,,,,,,,,,12,,12,,,,12,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.098333,0.098333,,,0.098333,,32.777778,33.714286,0,2025-12-06,2025-12-06,1.028571,36,,,,,instagram,35,1.18,,3,,12,6,4
,,,,,,,,,,,,,,3,,3,,,,3,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,18,18,0,2025-12-06,2025-12-06,1,5,,,,,threads,5,0.09,1,30,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,6922657152984,03_IdrisA_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,2,,,,,facebook,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922657152984,03_IdrisA_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,25,25,0,2025-12-06,2025-12-06,1,2,,,,,instagram,2,0.05,,0,,,,
,,,,1,,,,,,,,,,66,,66,,,,65,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.75,"[{'action_type': 'outbound_click', 'value': '4.75'}]",4.75,,,,0.07197,0.07197,,,0.073077,4.75,26.388889,27.616279,0.555556,2025-12-06,2025-12-06,1.046512,180,0.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.555556'}]",facebook,172,4.75,8,10,8,42,24,21
,,,,1,,,,,,,,,,26,,26,,,,25,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,3.13,"[{'action_type': 'outbound_click', 'value': '3.13'}]",3.13,,,,0.120385,0.120385,,,0.1252,1.565,30.686275,32.268041,1.960784,2025-12-06,2025-12-06,1.051546,102,0.980392,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.980392'}]",instagram,97,3.13,3,3,3,10,6,4
,,,,,,,,,,,,,,3,,3,,,,3,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.046667,0.046667,,,0.046667,,20,20,0,2025-12-06,2025-12-06,1,7,,,,,threads,7,0.14,,4,,2,1,
,,,,,,,,,,,,,,4,,4,,,,4,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0625,0.0625,,,0.0625,,35.714286,41.666667,0,2025-12-06,2025-12-06,1.166667,7,,,,,facebook,6,0.25,,3,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.255,0.255,,,0.255,,72.857143,72.857143,0,2025-12-06,2025-12-06,1,7,,,,,instagram,7,0.51,,5,,2,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.16,0.16,,,0.16,,160,160,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.16,,15,,1,1,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.16,0.16,,,0.16,,40,40,0,2025-12-06,2025-12-06,1,12,,,,,facebook,12,0.48,,3,,2,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.31,0.31,,,0.31,,31,31,0,2025-12-06,2025-12-06,1,20,,,,,instagram,20,0.62,,1,,,,
,7,,,2,1,1,7,,,,,,,10,,10,,,,8,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.225,"[{'action_type': 'outbound_click', 'value': '0.225'}]",0.225,0.45,0.064286,,0.045,0.045,,,0.05625,0.225,45,50,20,2025-12-06,2025-12-06,1.111111,10,20,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '20'}]",audience_network,9,0.45,2,9,2,7,4,2
,108,,,31,15,15,108,,,,,1,,480,1,480,2,1,,447,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,27,,1.590645,"[{'action_type': 'outbound_click', 'value': '1.590645'}]",1.590645,3.287333,0.456574,,0.102729,0.102729,24.655,,0.110313,1.826296,24.447199,27.303433,1.338622,2025-12-06,2025-12-06,1.116833,2017,1.536936,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.536936'}]",facebook,1806,49.31,45,3,41,223,105,66
,46,,,8,7,7,46,,,,,,,114,,114,1,1,,105,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,16,,2.6075,"[{'action_type': 'outbound_click', 'value': '2.6075'}]",2.6075,2.98,0.453478,,0.182982,0.182982,20.86,,0.198667,1.30375,27.126138,29.672831,2.080624,2025-12-06,2025-12-06,1.093883,769,1.040312,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.040312'}]",instagram,703,20.86,12,2,12,54,29,20
