action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,122,4,,34,21,21,122,,,,12,,,1,,1049,,1049,13,13,,1002,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,36,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '27.67'}, {'action_type': 'subscribe_total', 'value': '27.67'}]",1.627647,"[{'action_type': 'outbound_click', 'value': '1.627647'}]",1.627647,2.635238,0.453607,,0.052755,0.052755,4.256923,,0.05523,1.537222,25.28095,26.516531,1.644587,2025-12-15,2025-12-15,AVERAGE,1.048874,2189,1.553221,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '1.553221'}]",AVERAGE,2087,55.34,163,6,157,902,596,400
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,3.333333,3.333333,0,2025-12-15,2025-12-15,UNKNOWN,1,3,,,,,UNKNOWN,3,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.26,0.26,,,0.26,,20,21.666667,0,2025-12-15,2025-12-15,UNKNOWN,1.083333,13,,,,,UNKNOWN,12,0.26,1,6,1,1,1,1
,66,3,,31,8,8,66,,,,7,,,,,863,,863,7,7,,825,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,32,ABOVE_AVERAGE,,1.457742,"[{'action_type': 'outbound_click', 'value': '1.457742'}]",1.457742,5.64875,0.684697,,0.052364,0.052364,6.455714,,0.054776,1.412188,23.998938,25.502257,1.699416,2025-12-15,2025-12-15,AVERAGE,1.062641,1883,1.646309,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.646309'}]",AVERAGE,1772,45.19,116,4,110,754,415,319
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,53.076923,57.5,0,2025-12-15,2025-12-15,UNKNOWN,1.083333,13,,,,,UNKNOWN,12,0.69,,1,,,,
1,428,,,81,35,35,428,1,1,,24,8,8,1,1,2697,3,2697,36,25,1,2580,1,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,102,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '8.5025'}, {'action_type': 'subscribe_total', 'value': '8.5025'}, {'action_type': 'start_trial_mobile_app', 'value': '20.406'}, {'action_type': 'start_trial_total', 'value': '20.406'}]",1.25963,"[{'action_type': 'outbound_click', 'value': '1.25963'}]",1.25963,2.915143,0.238388,102.03,0.037831,0.037831,2.834167,102.03,0.039547,1.000294,16.379836,16.523077,1.637502,2025-12-15,2025-12-15,ABOVE_AVERAGE,1.008745,6229,1.300369,81,"[{'action_type': 'outbound_click', 'value': '81'}]","[{'action_type': 'outbound_click', 'value': '1.300369'}]",BELOW_AVERAGE_35,6175,102.03,217,5,216,2341,1111,690
,39,,,12,6,6,39,,,,4,,,,,358,,358,4,4,,342,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '23.28'}, {'action_type': 'subscribe_total', 'value': '23.28'}, {'action_type': 'start_trial_mobile_app', 'value': '23.28'}, {'action_type': 'start_trial_total', 'value': '23.28'}]",1.94,"[{'action_type': 'outbound_click', 'value': '1.94'}]",1.94,3.88,0.596923,,0.065028,0.065028,5.82,,0.06807,1.94,15.708502,16.510638,0.809717,2025-12-15,2025-12-15,AVERAGE,1.051064,1482,0.809717,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.809717'}]",AVERAGE,1410,23.28,39,3,37,287,130,70
,,,,1,,,,,,,,,,,,8,,8,,,,7,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,0.41,"[{'action_type': 'outbound_click', 'value': '0.41'}]",0.41,,,,0.05125,0.05125,,,0.058571,0.41,14.137931,14.642857,3.448276,2025-12-15,2025-12-15,UNKNOWN,1.035714,29,3.448276,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.448276'}]",UNKNOWN,28,0.41,1,2,1,6,2,1
,,,,1,,,,,,,1,,,,,125,,125,1,1,,123,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,UNKNOWN,,8.22,"[{'action_type': 'outbound_click', 'value': '8.22'}]",8.22,,,,0.06576,0.06576,8.22,,0.066829,4.11,17.341772,18.065934,0.421941,2025-12-15,2025-12-15,UNKNOWN,1.041758,474,0.21097,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.21097'}]",UNKNOWN,455,8.22,15,4,14,109,53,35
,294,1,,27,22,22,294,,,,10,,,,,843,1,843,11,10,,805,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,32,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '12.673333'}, {'action_type': 'subscribe_total', 'value': '12.673333'}, {'action_type': 'start_trial_mobile_app', 'value': '19.01'}, {'action_type': 'start_trial_total', 'value': '19.01'}]",1.408148,"[{'action_type': 'outbound_click', 'value': '1.408148'}]",1.408148,1.728182,0.12932,,0.045101,0.045101,3.456364,,0.04723,1.188125,13.972804,14.467275,1.176038,2025-12-15,2025-12-15,AVERAGE,1.035388,2721,0.992282,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '0.992282'}]",AVERAGE,2628,38.02,62,3,59,743,326,195
,12,,,2,1,1,12,,,,2,1,1,,,120,1,120,4,2,,114,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,5.15,"[{'action_type': 'outbound_click', 'value': '5.15'}]",5.15,10.3,0.858333,,0.085833,0.085833,2.575,,0.090351,10.3,24.178404,25,0.234742,2025-12-15,2025-12-15,UNKNOWN,1.033981,426,0.469484,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.469484'}]",UNKNOWN,412,10.3,14,4,14,104,48,29
,,,,,,,,,,,1,,,,,14,,14,1,1,,13,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.141429,0.141429,1.98,,0.152308,,37.358491,38.076923,0,2025-12-15,2025-12-15,UNKNOWN,1.019231,53,,,,,UNKNOWN,52,1.98,1,3,1,13,6,3
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.033333,0.033333,,,0.033333,,25,25,0,2025-12-15,2025-12-15,UNKNOWN,1,4,,,,,UNKNOWN,4,0.1,,8,,3,2,2
,443,5,,104,33,33,443,,,,39,1,1,,,3063,11,3063,51,39,,2908,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,119,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.931'}, {'action_type': 'subscribe_total', 'value': '11.931'}, {'action_type': 'start_trial_mobile_app', 'value': '119.31'}, {'action_type': 'start_trial_total', 'value': '119.31'}]",1.147212,"[{'action_type': 'outbound_click', 'value': '1.147212'}]",1.147212,3.615455,0.269323,,0.038952,0.038952,2.339412,,0.041028,1.002605,12.516786,13.027954,1.248426,2025-12-15,2025-12-15,ABOVE_AVERAGE,1.040839,9532,1.091062,104,"[{'action_type': 'outbound_click', 'value': '104'}]","[{'action_type': 'outbound_click', 'value': '1.091062'}]",AVERAGE,9158,119.31,274,4,262,2569,1303,753
,,,,,,,,,,,,,,,,,,,,,,,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,63.333333,63.333333,0,2025-12-15,2025-12-15,UNKNOWN,1,3,,,,,UNKNOWN,3,0.19,,1,,,,
,465,3,1,76,27,27,465,,,,18,1,1,,,2492,1,2492,21,18,,2395,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,87,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '9.707273'}, {'action_type': 'subscribe_total', 'value': '9.707273'}, {'action_type': 'start_trial_mobile_app', 'value': '15.254286'}, {'action_type': 'start_trial_total', 'value': '15.254286'}]",1.405,"[{'action_type': 'outbound_click', 'value': '1.405'}]",1.405,3.954815,0.229634,,0.042849,0.042849,5.084762,,0.044585,1.227356,15.282668,15.608829,1.24517,2025-12-15,2025-12-15,AVERAGE,1.021342,6987,1.087734,76,"[{'action_type': 'outbound_click', 'value': '76'}]","[{'action_type': 'outbound_click', 'value': '1.087734'}]",AVERAGE,6841,106.78,199,4,190,2105,1024,549
,,,,,,,,,,,,,,,,,,,,,,,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,110,110,0,2025-12-15,2025-12-15,UNKNOWN,1,1,,,,,UNKNOWN,1,0.11,,4,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.12,0.12,,,0.12,,30,30,0,2025-12-15,2025-12-15,UNKNOWN,1,4,,,,,UNKNOWN,4,0.12,,2,,1,,
,314,2,,94,26,26,314,,,,25,1,1,1,,2006,2,2006,29,26,,1883,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,96,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '30.3825'}, {'action_type': 'subscribe_total', 'value': '30.3825'}, {'action_type': 'start_trial_mobile_app', 'value': '30.3825'}, {'action_type': 'start_trial_total', 'value': '30.3825'}]",1.292872,"[{'action_type': 'outbound_click', 'value': '1.306774'}]",1.292872,4.674231,0.387038,,0.060583,0.060583,4.19069,,0.064541,1.265938,20.838477,21.771766,1.646091,2025-12-15,2025-12-15,AVERAGE,1.044787,5832,1.611797,94,"[{'action_type': 'outbound_click', 'value': '93'}]","[{'action_type': 'outbound_click', 'value': '1.59465'}]",AVERAGE,5582,121.53,250,4,239,1670,855,552
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.09,0.09,,,0.09,,36,36,0,2025-12-15,2025-12-15,UNKNOWN,1,5,,,,,UNKNOWN,5,0.18,1,5,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,UNKNOWN,1,1,,,,,UNKNOWN,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-15,2025-12-15,UNKNOWN,1,3,,,,,UNKNOWN,3,0.05,,4,,1,1,1
,247,,1,47,20,20,247,,,,9,,,1,,1062,1,1062,12,10,,1003,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,47,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '15.295'}, {'action_type': 'subscribe_total', 'value': '15.295'}, {'action_type': 'start_trial_mobile_app', 'value': '30.59'}, {'action_type': 'start_trial_total', 'value': '30.59'}]",1.301702,"[{'action_type': 'outbound_click', 'value': '1.301702'}]",1.301702,3.059,0.247692,,0.057608,0.057608,5.098333,,0.060997,1.301702,18.095238,18.528165,1.390121,2025-12-15,2025-12-15,AVERAGE,1.023925,3381,1.390121,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '1.390121'}]",AVERAGE,3302,61.18,122,4,118,897,454,303
,81,,,16,5,5,81,,,,2,,,,,302,,302,2,2,,284,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,19,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.21'}, {'action_type': 'subscribe_total', 'value': '11.21'}]",1.40125,"[{'action_type': 'outbound_click', 'value': '1.40125'}]",1.40125,4.484,0.27679,,0.074238,0.074238,11.21,,0.078944,1.18,22.738337,23.775186,1.926978,2025-12-15,2025-12-15,ABOVE_AVERAGE,1.045599,986,1.622718,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.622718'}]",BELOW_AVERAGE_35,943,22.42,38,4,36,250,136,75
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,16,16,0,2025-12-15,2025-12-15,UNKNOWN,1,10,,,,,UNKNOWN,10,0.16,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
,104,1,,30,15,15,104,,,,9,,,,,1128,,1128,9,9,,1089,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,32,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '59.09'}, {'action_type': 'subscribe_total', 'value': '59.09'}]",1.969667,"[{'action_type': 'outbound_click', 'value': '1.969667'}]",1.969667,3.939333,0.568173,,0.052385,0.052385,6.565556,,0.054261,1.846563,17.257593,17.728773,0.934579,2025-12-15,2025-12-15,AVERAGE,1.027303,3424,0.876168,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '0.876168'}]",AVERAGE,3333,59.09,103,4,94,940,501,284
,70,,,6,5,5,70,,,,1,,,,,51,,51,1,1,,44,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,7,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '2.235'}, {'action_type': 'subscribe_total', 'value': '2.235'}, {'action_type': 'start_trial_mobile_app', 'value': '4.47'}, {'action_type': 'start_trial_total', 'value': '4.47'}]",0.745,"[{'action_type': 'outbound_click', 'value': '0.745'}]",0.745,0.894,0.063857,,0.087647,0.087647,4.47,,0.101591,0.638571,28.113208,30.202703,4.402516,2025-12-15,2025-12-15,UNKNOWN,1.074324,159,3.773585,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.773585'}]",UNKNOWN,148,4.47,3,3,3,31,17,10
,175,1,1,31,9,9,175,,,1,1,1,1,,,296,,296,3,1,,262,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,30,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '4.706'}, {'action_type': 'subscribe_total', 'value': '4.706'}, {'action_type': 'start_trial_mobile_app', 'value': '5.8825'}, {'action_type': 'start_trial_total', 'value': '5.8825'}]",0.759032,"[{'action_type': 'outbound_click', 'value': '0.759032'}]",0.759032,2.614444,0.134457,,0.079493,0.079493,7.843333,,0.089809,0.784333,27.0771,31.083223,3.452244,2025-12-15,2025-12-15,AVERAGE,1.147952,869,3.567319,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '3.567319'}]",AVERAGE,757,23.53,22,4,21,234,116,69
,231,2,,43,21,21,231,,,,12,1,1,,,977,,977,13,12,,921,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,47,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '10.495714'}, {'action_type': 'subscribe_total', 'value': '10.495714'}, {'action_type': 'start_trial_mobile_app', 'value': '36.735'}, {'action_type': 'start_trial_total', 'value': '36.735'}]",1.708605,"[{'action_type': 'outbound_click', 'value': '1.708605'}]",1.708605,3.498571,0.318052,,0.0752,0.0752,5.651538,,0.079772,1.563191,19.023822,19.718196,1.216986,2025-12-15,2025-12-15,ABOVE_AVERAGE,1.0365,3862,1.113413,43,"[{'action_type': 'outbound_click', 'value': '43'}]","[{'action_type': 'outbound_click', 'value': '1.113413'}]",BELOW_AVERAGE_35,3726,73.47,73,3,70,817,377,213
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.09,0.09,,,0.09,,22.5,22.5,0,2025-12-15,2025-12-15,UNKNOWN,1,4,,,,,UNKNOWN,4,0.09,1,5,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,0,,,,
,,,,3,,,,,,,,,,,,3,,3,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,UNKNOWN,,0.19,"[{'action_type': 'outbound_click', 'value': '0.19'}]",0.19,,,,0.19,0.19,,,,0.285,21.923077,28.5,7.692308,2025-12-15,2025-12-15,UNKNOWN,1.3,26,11.538462,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '11.538462'}]",UNKNOWN,20,0.57,,,,,,
,1,,,1,,,1,,,,,,,,,22,,22,,,,21,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,UNKNOWN,,0.51,"[{'action_type': 'outbound_click', 'value': '0.51'}]",0.51,,0.51,,0.023182,0.023182,,,0.024286,0.255,11.086957,11.860465,4.347826,2025-12-15,2025-12-15,UNKNOWN,1.069767,46,2.173913,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",UNKNOWN,43,0.51,3,5,3,20,12,6
,6,,,1,1,1,6,,,,1,,,,,38,1,38,2,1,,35,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,UNKNOWN,,1.22,"[{'action_type': 'outbound_click', 'value': '1.22'}]",1.22,1.22,0.203333,,0.032105,0.032105,0.61,,0.034857,0.61,12.44898,12.44898,2.040816,2025-12-15,2025-12-15,UNKNOWN,1,98,1.020408,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.020408'}]",UNKNOWN,98,1.22,1,3,1,31,14,7
,25,,,5,1,1,25,,,,,,,,,123,1,123,1,,,117,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,6,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '5.29'}, {'action_type': 'subscribe_total', 'value': '5.29'}]",1.058,"[{'action_type': 'outbound_click', 'value': '1.058'}]",1.058,5.29,0.2116,,0.043008,0.043008,5.29,,0.045214,0.881667,16.276923,16.583072,1.846154,2025-12-15,2025-12-15,UNKNOWN,1.018809,325,1.538462,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.538462'}]",UNKNOWN,319,5.29,9,3,9,100,41,25
,4,,,5,1,1,4,,,,,,,,,142,,142,,,,137,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,5,UNKNOWN,,0.684,"[{'action_type': 'outbound_click', 'value': '0.684'}]",0.684,3.42,0.855,,0.024085,0.024085,,,0.024964,0.684,10.332326,10.426829,1.510574,2025-12-15,2025-12-15,UNKNOWN,1.009146,331,1.510574,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.510574'}]",UNKNOWN,328,3.42,20,5,18,124,67,37
,8,,,1,1,1,8,,,,1,,,,,97,,97,1,1,,95,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,UNKNOWN,,2.83,"[{'action_type': 'outbound_click', 'value': '2.83'}]",2.83,2.83,0.35375,,0.029175,0.029175,2.83,,0.029789,0.943333,11.141732,11.141732,1.181102,2025-12-15,2025-12-15,UNKNOWN,1,254,0.393701,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.393701'}]",UNKNOWN,254,2.83,14,4,13,85,51,32
,201,2,,55,19,19,201,,,,24,1,1,,,1293,3,1293,28,24,,1210,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,54,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '12.2'}, {'action_type': 'subscribe_total', 'value': '12.2'}]",0.887273,"[{'action_type': 'outbound_click', 'value': '0.887273'}]",0.887273,2.568421,0.242786,,0.037742,0.037742,1.742857,,0.040331,0.903704,16.414396,16.804408,1.816347,2025-12-15,2025-12-15,ABOVE_AVERAGE,1.02376,2973,1.849983,55,"[{'action_type': 'outbound_click', 'value': '55'}]","[{'action_type': 'outbound_click', 'value': '1.849983'}]",AVERAGE,2904,48.8,139,4,127,1112,611,402
,,,,,,,,,,,,,,,,9,,9,,,,9,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,UNKNOWN,,,,,,,,0.064444,0.064444,,,0.064444,,18.709677,18.709677,0,2025-12-15,2025-12-15,UNKNOWN,1,31,,,,,UNKNOWN,31,0.58,1,3,,8,4,4
,1530,4,5,272,126,126,1530,,,,120,9,9,4,,9995,8,9995,146,124,,9577,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,449,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '9.494737'}, {'action_type': 'subscribe_total', 'value': '9.494737'}, {'action_type': 'start_trial_mobile_app', 'value': '18.989474'}, {'action_type': 'start_trial_total', 'value': '18.989474'}]",1.326471,"[{'action_type': 'outbound_click', 'value': '1.326471'}]",1.326471,2.863492,0.235817,,0.036098,0.036098,2.471233,,0.037674,0.803563,12.373114,12.558301,1.539781,2025-12-15,2025-12-15,ABOVE_AVERAGE,1.014967,29160,0.932785,272,"[{'action_type': 'outbound_click', 'value': '272'}]","[{'action_type': 'outbound_click', 'value': '0.932785'}]",AVERAGE,28730,360.8,914,4,866,8299,3998,2305
