action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0,,2,,,,
,159,,,25,11,11,159,,,11,,,,,730,1,730,12,11,,693,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,25,"[{'action_type': 'subscribe_mobile_app', 'value': '11.47'}, {'action_type': 'subscribe_total', 'value': '11.47'}, {'action_type': 'start_trial_mobile_app', 'value': '11.47'}, {'action_type': 'start_trial_total', 'value': '11.47'}]",1.8352,"[{'action_type': 'outbound_click', 'value': '1.8352'}]",1.8352,4.170909,0.288553,,0.062849,0.062849,3.823333,,0.066205,1.8352,26.767795,27.772397,1.458576,2025-12-09,2025-12-09,1.03753,female,1714,1.458576,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.458576'}]",1652,45.88,79,5,71,634,357,262
,8,,,,1,1,8,,,,,,,,79,,79,,,,79,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,"[{'action_type': 'start_trial_mobile_app', 'value': '5.43'}, {'action_type': 'start_trial_total', 'value': '5.43'}]",,,,5.43,0.67875,,0.068734,0.068734,,,0.068734,,23.920705,25.613208,0,2025-12-09,2025-12-09,1.070755,male,227,,,,,212,5.43,7,4,7,70,40,22
,3,,,,1,1,3,,,,,,,,5,,5,,,,5,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,0.26,0.086667,,0.052,0.052,,,0.052,,18.571429,20,0,2025-12-09,2025-12-09,1.076923,unknown,14,,,,,13,0.26,,3,,5,2,2
,1,,,,,,1,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,0,female,0,,,,,0,0,,,,,,
,18,,,,1,1,18,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0,0,,,,,,,,,,,2025-12-09,2025-12-09,0,male,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,0,female,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,0,male,0,,,,,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,0,male,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-09,2025-12-09,0,male,0,,,,,0,0,,,,,,
,5,,,10,2,2,5,,,6,,,,,135,,135,6,6,,119,,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,10,,0.305,"[{'action_type': 'outbound_click', 'value': '0.305'}]",0.305,1.525,0.61,,0.022593,0.022593,0.508333,,0.02563,0.305,12.055336,12.348178,3.952569,2025-12-09,2025-12-09,1.024292,female,253,3.952569,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '3.952569'}]",247,3.05,21,5,20,111,65,40
,196,1,,60,22,22,196,,,25,1,1,2,,1103,1,1103,29,27,,1014,,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,64,,0.395,"[{'action_type': 'outbound_click', 'value': '0.395'}]",0.395,1.077273,0.120918,,0.021487,0.021487,0.817241,,0.023373,0.370313,10.154242,10.670869,2.742074,2025-12-09,2025-12-09,1.050878,male,2334,2.570694,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '2.570694'}]",2221,23.7,141,5,135,926,529,347
,,,,1,,,,,,,,,,,4,,4,,,,3,,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,0.07,"[{'action_type': 'outbound_click', 'value': '0.07'}]",0.07,,,,0.0175,0.0175,,,0.023333,0.07,5.833333,5.833333,8.333333,2025-12-09,2025-12-09,1,unknown,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",12,0.07,1,4,1,2,2,2
,7,,,4,1,1,7,,,3,,,,,71,,71,3,3,,64,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,4,,0.3975,"[{'action_type': 'outbound_click', 'value': '0.3975'}]",0.3975,1.59,0.227143,,0.022394,0.022394,0.53,,0.024844,0.3975,13.032787,13.474576,3.278689,2025-12-09,2025-12-09,1.033898,female,122,3.278689,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '3.278689'}]",118,1.59,4,5,5,59,22,12
,84,,,13,10,10,84,,,4,,,,,250,1,250,5,4,,232,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,13,,0.473077,"[{'action_type': 'outbound_click', 'value': '0.473077'}]",0.473077,0.615,0.073214,,0.0246,0.0246,1.23,,0.026509,0.473077,12.3,12.576687,2.6,2025-12-09,2025-12-09,1.022495,male,500,2.6,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '2.6'}]",489,6.15,20,4,18,205,103,69
,,,,,,,,,,,,,,,,,,,,,,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,unknown,2,,,,,2,0,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924095752984,jesus_rap_1_4x5 - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0,,5,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6924095752984,jesus_rap_1_4x5 - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-09,2025-12-09,1,male,6,,,,,6,0,,2,,2,1,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924096131184,12 Prerna - Copy,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.015,0.015,,,0.015,,6,6,0,2025-12-09,2025-12-09,1,female,10,,,,,10,0.06,,4,,3,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924096131184,12 Prerna - Copy,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0,1,49,1,1,1,1
,147,2,1,37,20,20,147,,,10,,,1,,758,2,758,14,11,,707,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,36,,0.443784,"[{'action_type': 'outbound_click', 'value': '0.443784'}]",0.443784,0.821,0.111701,,0.021662,0.021662,1.172857,,0.023225,0.456111,11.102096,11.386963,2.434077,2025-12-09,2025-12-09,1.025659,female,1479,2.50169,37,"[{'action_type': 'outbound_click', 'value': '37'}]","[{'action_type': 'outbound_click', 'value': '2.50169'}]",1442,16.42,105,6,98,640,380,265
,1,,,2,,,1,,,,,,,,64,,64,,,,62,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,1.005,"[{'action_type': 'outbound_click', 'value': '1.005'}]",1.005,,2.01,,0.031406,0.031406,,,0.032419,1.005,14.357143,15,1.428571,2025-12-09,2025-12-09,1.044776,male,140,1.428571,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",134,2.01,7,4,7,55,27,18
,,,,,,,,,,,,,,,4,,4,,,,4,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.01,0.01,,,0.01,,8,10,0,2025-12-09,2025-12-09,1.25,unknown,5,,,,,4,0.04,1,7,1,4,3,1
,5,,,5,1,1,5,,,2,,,,,64,,64,2,2,,57,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,5,,0.38,"[{'action_type': 'outbound_click', 'value': '0.38'}]",0.38,1.9,0.38,,0.029688,0.029688,0.95,,0.033333,0.38,14.615385,14.84375,3.846154,2025-12-09,2025-12-09,1.015625,female,130,3.846154,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",128,1.9,7,5,7,48,29,17
,52,1,,13,7,7,52,,,6,,,,,329,2,329,8,6,,308,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,13,"[{'action_type': 'subscribe_mobile_app', 'value': '8.1'}, {'action_type': 'subscribe_total', 'value': '8.1'}, {'action_type': 'start_trial_mobile_app', 'value': '8.1'}, {'action_type': 'start_trial_total', 'value': '8.1'}]",0.623077,"[{'action_type': 'outbound_click', 'value': '0.623077'}]",0.623077,1.157143,0.155769,,0.02462,0.02462,1.0125,,0.026299,0.623077,11.688312,11.688312,1.875902,2025-12-09,2025-12-09,1,male,693,1.875902,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.875902'}]",693,8.1,32,4,31,274,146,92
,,,,1,,,,,,,,,,,4,,4,,,,3,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,,,0.015,0.015,,,0.02,0.06,12,12,20,2025-12-09,2025-12-09,1,unknown,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.06,,5,,2,1,1
,35,,1,13,3,3,35,,,7,,,,,226,1,226,9,7,,204,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,13,,0.372308,"[{'action_type': 'outbound_click', 'value': '0.372308'}]",0.372308,1.613333,0.138286,,0.021416,0.021416,0.537778,,0.023725,0.372308,10.364026,10.498915,2.783726,2025-12-09,2025-12-09,1.013015,female,467,2.783726,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '2.783726'}]",461,4.84,14,4,14,183,82,41
,186,1,1,44,20,20,186,,,32,1,1,,,1491,2,1491,36,32,,1411,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,48,"[{'action_type': 'subscribe_mobile_app', 'value': '15.28'}, {'action_type': 'subscribe_total', 'value': '15.28'}, {'action_type': 'start_trial_mobile_app', 'value': '15.28'}, {'action_type': 'start_trial_total', 'value': '15.28'}]",0.694545,"[{'action_type': 'outbound_click', 'value': '0.694545'}]",0.694545,1.528,0.164301,,0.020496,0.020496,0.848889,,0.021658,0.636667,9.46423,9.616111,1.486528,2025-12-09,2025-12-09,1.016048,male,3229,1.362651,44,"[{'action_type': 'outbound_click', 'value': '44'}]","[{'action_type': 'outbound_click', 'value': '1.362651'}]",3178,30.56,155,4,140,1278,685,416
,1,,,1,,,1,,,1,,,,,19,,19,1,1,,17,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,0.34,"[{'action_type': 'outbound_click', 'value': '0.34'}]",0.34,,0.34,,0.017895,0.017895,0.34,,0.02,0.17,11.333333,11.333333,6.666667,2025-12-09,2025-12-09,1,unknown,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",30,0.34,5,7,4,17,7,6
,,,,,,,,,,1,,,,,35,,35,1,1,,34,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.030286,0.030286,1.06,,0.031176,,11.910112,12.045455,0,2025-12-09,2025-12-09,1.011364,female,89,,,,,88,1.06,2,3,2,32,14,6
,27,,,4,3,3,27,,,,,,,,150,,150,,,,146,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,5,,0.85,"[{'action_type': 'outbound_click', 'value': '0.85'}]",0.85,1.133333,0.125926,,0.022667,0.022667,,,0.023288,0.68,10.429448,10.493827,1.533742,2025-12-09,2025-12-09,1.006173,male,326,1.226994,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.226994'}]",324,3.4,14,4,12,139,60,26
,,,,,,,,,,,,,,,1,,1,,,,1,,6924661653184,jesus_rap_1_4x5 - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.02,0.02,,,0.02,,5,5,0,2025-12-09,2025-12-09,1,unknown,4,,,,,4,0.02,,2,,1,,
,90,,,15,10,10,90,,,5,1,1,,,286,1,286,7,5,,264,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,18,"[{'action_type': 'subscribe_mobile_app', 'value': '6.82'}, {'action_type': 'subscribe_total', 'value': '6.82'}, {'action_type': 'start_trial_mobile_app', 'value': '6.82'}, {'action_type': 'start_trial_total', 'value': '6.82'}]",0.454667,"[{'action_type': 'outbound_click', 'value': '0.454667'}]",0.454667,0.682,0.075778,,0.023846,0.023846,0.974286,,0.025833,0.378889,13.478261,13.585657,3.557312,2025-12-09,2025-12-09,1.007968,female,506,2.964427,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '2.964427'}]",502,6.82,25,5,25,243,111,68
,11,,,2,1,1,11,,,1,,,,,31,,31,1,1,,28,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,0.57,"[{'action_type': 'outbound_click', 'value': '0.57'}]",0.57,1.14,0.103636,,0.036774,0.036774,1.14,,0.040714,0.57,13.73494,13.902439,2.409639,2025-12-09,2025-12-09,1.012195,male,83,2.409639,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.409639'}]",82,1.14,4,4,4,27,12,7
,,,,,,,,,,,,,,,,,,,,,,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.01,,1,,,,
,143,,1,56,20,20,143,,,28,2,2,,,1292,2,1292,33,28,,1203,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,58,,0.468036,"[{'action_type': 'outbound_click', 'value': '0.468036'}]",0.468036,1.3105,0.183287,,0.020286,0.020286,0.794242,,0.021787,0.451897,10.41319,10.741803,2.304331,2025-12-09,2025-12-09,1.031557,female,2517,2.224871,56,"[{'action_type': 'outbound_click', 'value': '56'}]","[{'action_type': 'outbound_click', 'value': '2.224871'}]",2440,26.21,150,5,141,1109,646,453
,3,,,3,,,3,,,1,,,,,91,,91,1,1,,87,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,4,,0.72,"[{'action_type': 'outbound_click', 'value': '0.72'}]",0.72,,0.72,,0.023736,0.023736,2.16,,0.024828,0.54,10.434783,10.485437,1.932367,2025-12-09,2025-12-09,1.004854,male,207,1.449275,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.449275'}]",206,2.16,8,6,8,77,31,24
,,,,,,,,,,,,,,,1,,1,,,,1,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.04,0.04,,,0.04,,10,10,0,2025-12-09,2025-12-09,1,unknown,4,,,,,4,0.04,,2,,1,,
,,,,2,1,1,,,,,,,,,22,,22,,,,20,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,2,,0.35,"[{'action_type': 'outbound_click', 'value': '0.35'}]",0.35,0.7,,,0.031818,0.031818,,,0.035,0.35,11.864407,12.068966,3.389831,2025-12-09,2025-12-09,1.017241,female,59,3.389831,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.389831'}]",58,0.7,1,3,1,16,8,5
,,,,,,,,,,1,,,,,8,,8,1,1,,7,,6924663171184,04_fbg_Wap 1 - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.03125,0.03125,0.25,,0.035714,,9.615385,9.615385,0,2025-12-09,2025-12-09,1,male,26,,,,,26,0.25,,2,,5,1,
,,,,,,,,,,,,,,,6,,6,,,,6,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.088333,0.088333,,,0.088333,,23.043478,23.043478,0,2025-12-09,2025-12-09,1,female,23,,,,,23,0.53,,3,,6,3,2
,4,,,,,,4,,,1,,,,,42,,42,1,1,,41,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,"[{'action_type': 'start_trial_mobile_app', 'value': '2.79'}, {'action_type': 'start_trial_total', 'value': '2.79'}]",,,,,0.6975,,0.066429,0.066429,2.79,,0.068049,2.79,18.851351,19.647887,0.675676,2025-12-09,2025-12-09,1.042254,male,148,,,,,142,2.79,5,3,5,34,19,11
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668032384,02 Mike_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-09,2025-12-09,1,female,2,,,,,2,0.02,,7,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668032384,02 Mike_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.11,0.11,,,0.11,,18.333333,18.333333,0,2025-12-09,2025-12-09,1,male,6,,,,,6,0.11,,1,,,,
,,,,,,,,,,,,,,,33,,33,,,,33,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.059394,0.059394,,,0.059394,,21.304348,21.304348,0,2025-12-09,2025-12-09,1,female,92,,,,,92,1.96,4,4,4,29,16,11
,5,,,1,,,5,,,1,,,,,103,,103,1,1,,101,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,4.93,"[{'action_type': 'outbound_click', 'value': '4.93'}]",4.93,,0.986,,0.047864,0.047864,4.93,,0.048812,4.93,19.333333,19.333333,0.392157,2025-12-09,2025-12-09,1,male,255,0.392157,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.392157'}]",255,4.93,12,4,11,86,48,30
,,,,,,,,,,,,,,,,,,,,,,,6924668032784,04 Morgan_Gin - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,25,25,0,2025-12-09,2025-12-09,1,unknown,2,,,,,2,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668032984,03 Snoop_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,female,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668032984,03 Snoop_sicko - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-12-09,2025-12-09,1,male,4,,,,,4,0.08,,3,,1,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6924668033184,01 Jesus_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0675,0.0675,,,0.0675,,45,45,0,2025-12-09,2025-12-09,1,male,6,,,,,6,0.27,,5,,4,2,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668033384,01 Jesus_travis - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-09,2025-12-09,1,female,3,,,,,3,0.04,,2,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668033384,01 Jesus_travis - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,10,10,0,2025-12-09,2025-12-09,1,male,7,,,,,7,0.07,,2,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6924668033784,03 will_loseYourself - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,female,2,,,,,2,0.04,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668033784,03 will_loseYourself - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,5,5,0,2025-12-09,2025-12-09,1,male,6,,,,,6,0.03,,2,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668034384,03 Snoop_rapGod - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0,,8,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6924668034784,01 Jesus_loseYourself - Copy,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668034984,jesus_rap_1_4x5,6924668038384,FB_iOS_Rap_StartTrial_set1_251125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924668035184,tyson_rap_2_4x5,6924668038384,FB_iOS_Rap_StartTrial_set1_251125,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,8,8,0,2025-12-09,2025-12-09,1,male,5,,,,,5,0.04,,3,,1,1,1
