action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,4,,4,,,,4,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0475,0.0475,,,0.0475,,23.75,23.75,0,2025-12-10,2025-12-10,1,8,,,,,threads,8,0.19,,4,,3,2,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-10,2025-12-10,1,3,,,,,threads,3,0.06,,3,,1,1,
,618,5,,107,44,44,618,,,33,,,,,2108,2,2108,35,33,,1966,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,103,"[{'action_type': 'subscribe_mobile_app', 'value': '7.029722'}, {'action_type': 'subscribe_total', 'value': '7.029722'}, {'action_type': 'start_trial_mobile_app', 'value': '5.919766'}, {'action_type': 'start_trial_total', 'value': '5.919766'}]",1.051173,"[{'action_type': 'outbound_click', 'value': '1.051173'}]",1.051173,2.556263,0.181999,,0.053357,0.053357,3.213587,,0.05721,1.091996,16.72499,18.594074,1.531599,2025-12-10,2025-12-10,1.111754,6725,1.591078,107,"[{'action_type': 'outbound_click', 'value': '107'}]","[{'action_type': 'outbound_click', 'value': '1.591078'}]",facebook,6049,112.475556,185,3,168,1701,845,473
,224,,,23,15,15,224,,,8,1,1,,,589,,589,9,8,,557,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,33,"[{'action_type': 'subscribe_mobile_app', 'value': '4.909012'}, {'action_type': 'subscribe_total', 'value': '4.909012'}, {'action_type': 'start_trial_mobile_app', 'value': '3.681759'}, {'action_type': 'start_trial_total', 'value': '3.681759'}]",1.280612,"[{'action_type': 'outbound_click', 'value': '1.280612'}]",1.280612,1.963605,0.131491,,0.050007,0.050007,3.272675,,0.05288,0.892548,18.929353,19.238454,2.120823,2025-12-10,2025-12-10,1.016329,1556,1.478149,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.478149'}]",instagram,1531,29.454074,60,4,60,480,237,152
,,,,,,,,,,,,,,,113,,113,,,,113,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02372,0.02372,,,0.02372,,13.745491,13.745491,0,2025-12-10,2025-12-10,1,195,,,,,threads,195,2.680371,22,7,22,105,50,32
,,,,,,,,,,,,,,,,,,,,,,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,18,18,0,2025-12-10,2025-12-10,1,5,,,,,facebook,5,0.09,,1,,,,
,,,,,,,,,,,,,,,7,,7,,,,7,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,,,,0.038571,0.038571,,,0.038571,0.27,14.210526,15,5.263158,2025-12-10,2025-12-10,1.055556,19,,,,,instagram,18,0.27,2,6,2,7,2,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-10,2025-12-10,1,1,,,,,threads,1,0.04,,8,,1,1,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.020004,0.020004,,,0.020004,,20.003511,40.007023,0,2025-12-10,2025-12-10,2,2,,,,,audience_network,1,0.040007,1,8,1,2,2,1
,165,,,65,13,13,165,,,11,,,,,1219,1,1219,12,11,,1142,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,59,"[{'action_type': 'subscribe_mobile_app', 'value': '51.49904'}, {'action_type': 'subscribe_total', 'value': '51.49904'}, {'action_type': 'start_trial_mobile_app', 'value': '25.74952'}, {'action_type': 'start_trial_total', 'value': '25.74952'}]",0.792293,"[{'action_type': 'outbound_click', 'value': '0.792293'}]",0.792293,3.961465,0.312115,,0.042247,0.042247,4.291587,,0.045095,0.872865,20.251294,20.782502,2.320094,2025-12-10,2025-12-10,1.026231,2543,2.556036,65,"[{'action_type': 'outbound_click', 'value': '65'}]","[{'action_type': 'outbound_click', 'value': '2.556036'}]",facebook,2478,51.49904,201,5,190,1031,629,429
,355,,,63,28,28,355,,,17,3,3,,,1873,3,1873,23,17,,1787,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,75,"[{'action_type': 'subscribe_mobile_app', 'value': '18.429902'}, {'action_type': 'subscribe_total', 'value': '18.429902'}, {'action_type': 'start_trial_mobile_app', 'value': '18.429902'}, {'action_type': 'start_trial_total', 'value': '18.429902'}]",1.755229,"[{'action_type': 'outbound_click', 'value': '1.755229'}]",1.755229,3.949265,0.311491,,0.059039,0.059039,4.8078,,0.06188,1.474392,25.229161,25.36225,1.711157,2025-12-10,2025-12-10,1.005275,4383,1.437372,63,"[{'action_type': 'outbound_click', 'value': '63'}]","[{'action_type': 'outbound_click', 'value': '1.437372'}]",instagram,4360,110.579411,144,4,144,1595,771,428
,,,,4,,,,,,,,,,,278,,278,,,,274,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,4,,2.195385,"[{'action_type': 'outbound_click', 'value': '2.195385'}]",2.195385,,,,0.031588,0.031588,,,0.032049,2.195385,17.958163,18.181245,0.817996,2025-12-10,2025-12-10,1.012422,489,0.817996,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.817996'}]",threads,483,8.781542,43,7,45,247,157,90
,,,,2,,,,,,,,,,,30,,30,,,,28,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.37,"[{'action_type': 'outbound_click', 'value': '0.37'}]",0.37,,,,0.024667,0.024667,,,0.026429,0.37,13.454545,13.703704,3.636364,2025-12-10,2025-12-10,1.018519,55,3.636364,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.636364'}]",facebook,54,0.74,2,5,2,24,12,6
,22,,,5,2,2,22,,,1,,,,,322,1,322,2,1,,315,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,7,,3.066,"[{'action_type': 'outbound_click', 'value': '3.066'}]",3.066,7.665,0.696818,,0.047609,0.047609,7.665,,0.048667,2.19,18.25,18.514493,0.833333,2025-12-10,2025-12-10,1.014493,840,0.595238,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.595238'}]",instagram,828,15.33,16,4,16,285,121,62
,,,,,,,,,,1,,,,,83,,83,1,1,,82,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.020241,0.020241,1.68,,0.020488,,13.023256,13.125,0,2025-12-10,2025-12-10,1.007813,129,,,,,threads,128,1.68,9,6,9,75,40,24
,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,threads,1,0.03,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.01,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,threads,1,0.03,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-12-10,2025-12-10,1,3,,,,,facebook,3,0.07,,1,,,,
,4,,,,,,4,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.0925,,0.37,0.37,,,0.37,,28.461538,28.461538,0,2025-12-10,2025-12-10,1,13,,,,,instagram,13,0.37,,2,,1,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.033333,0.033333,,,0.033333,,16.666667,16.666667,0,2025-12-10,2025-12-10,1,6,,,,,threads,6,0.1,1,10,1,3,3,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.01,,3,,,,
,,,,,,,,,,,,,,,21,,21,,,,21,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02191,0.02191,,,0.02191,,13.145809,17.696281,0,2025-12-10,2025-12-10,1.346154,35,,,,,audience_network,26,0.460103,9,6,9,20,12,9
3,636,7,1,126,48,48,636,3,3,45,1,1,,3,2842,,2842,47,45,3,2669,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,121,"[{'action_type': 'subscribe_mobile_app', 'value': '15.020372'}, {'action_type': 'subscribe_total', 'value': '15.020372'}, {'action_type': 'start_trial_mobile_app', 'value': '15.020372'}, {'action_type': 'start_trial_total', 'value': '15.020372'}]",1.192093,"[{'action_type': 'outbound_click', 'value': '1.192093'}]",1.192093,3.129244,0.236169,50.067908,0.052851,0.052851,3.195824,50.067908,0.056277,1.241353,27.687322,28.1544,2.230415,2025-12-10,2025-12-10,1.01687,5425,2.322581,126,"[{'action_type': 'outbound_click', 'value': '126'}]","[{'action_type': 'outbound_click', 'value': '2.322581'}]",facebook,5335,150.203723,544,6,506,2467,1606,1207
,2,,,7,,,2,,,13,1,1,,,304,,304,14,13,,283,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,8,,3.550797,"[{'action_type': 'outbound_click', 'value': '3.550797'}]",3.550797,,12.42779,,0.081762,0.081762,1.775399,,0.087829,3.106948,40.680165,42.633929,1.309329,2025-12-10,2025-12-10,1.048027,611,1.145663,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.145663'}]",instagram,583,24.855581,28,5,28,264,148,116
,,,,,,,,,,,,,,,,,,,,,,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,7.501684,7.501684,0,2025-12-10,2025-12-10,1,4,,,,,messenger,4,0.030007,,0,,,,
,,,,1,,,,,,,,,,,39,,39,,,,38,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.610586,"[{'action_type': 'outbound_click', 'value': '2.610586'}]",2.610586,,,,0.066938,0.066938,,,0.0687,2.610586,45.799757,45.799757,1.754386,2025-12-10,2025-12-10,1,57,1.754386,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",threads,57,2.610586,8,9,9,38,20,13
,,,,,,,,,,,,,,,,,,,,,,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,facebook,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403984,08_Red dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,facebook,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-10,2025-12-10,1,2,,,,,instagram,2,0.08,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,threads,1,0.02,1,22,1,1,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.135,0.135,,,0.135,,22.5,24.545455,0,2025-12-10,2025-12-10,1.090909,12,,,,,facebook,11,0.27,1,3,1,2,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.125,0.125,,,0.125,,50,50,0,2025-12-10,2025-12-10,1,5,,,,,instagram,5,0.25,,3,,2,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.029995,0.029995,,,0.029995,,17.140111,23.996155,0,2025-12-10,2025-12-10,1.4,7,,,,,audience_network,5,0.119981,,5,,4,1,1
2,506,3,1,107,29,29,506,2,2,19,1,1,,2,1598,2,1598,23,19,2,1468,2,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,103,"[{'action_type': 'subscribe_mobile_app', 'value': '5.574107'}, {'action_type': 'subscribe_total', 'value': '5.574107'}, {'action_type': 'start_trial_mobile_app', 'value': '5.145329'}, {'action_type': 'start_trial_total', 'value': '5.145329'}]",0.625133,"[{'action_type': 'outbound_click', 'value': '0.625133'}]",0.625133,2.306527,0.132192,33.444642,0.041858,0.041858,2.90823,33.444642,0.045565,0.649411,20.518185,22.09755,3.159509,2025-12-10,2025-12-10,1.076974,3260,3.282209,107,"[{'action_type': 'outbound_click', 'value': '107'}]","[{'action_type': 'outbound_click', 'value': '3.282209'}]",facebook,3027,66.889283,208,5,199,1324,750,479
2,704,,,58,44,44,704,2,2,31,,,,2,2016,7,2016,38,31,2,1920,2,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,70,"[{'action_type': 'subscribe_mobile_app', 'value': '8.903958'}, {'action_type': 'subscribe_total', 'value': '8.903958'}, {'action_type': 'start_trial_mobile_app', 'value': '6.808909'}, {'action_type': 'start_trial_total', 'value': '6.808909'}]",1.995715,"[{'action_type': 'outbound_click', 'value': '1.995715'}]",1.995715,2.630715,0.16442,57.875728,0.057416,0.057416,3.046091,57.875728,0.060287,1.653592,27.784795,28.370455,1.680269,2025-12-10,2025-12-10,1.021078,4166,1.392223,58,"[{'action_type': 'outbound_click', 'value': '58'}]","[{'action_type': 'outbound_click', 'value': '1.392223'}]",instagram,4080,115.751455,152,4,152,1678,777,445
,,,,,,,,,,,,,,,107,,107,,,,107,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.041956,0.041956,,,0.041956,,22.5592,22.673135,0,2025-12-10,2025-12-10,1.005051,199,,,,,threads,198,4.489281,15,6,15,99,53,37
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.13,0.13,,,0.13,,21.666667,21.666667,0,2025-12-10,2025-12-10,1,6,,,,,facebook,6,0.13,,3,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.01,,18,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-10,2025-12-10,1,1,,,,,threads,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,2,,,,,facebook,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-10,2025-12-10,1,2,,,,,facebook,2,0.07,,6,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-10,2025-12-10,1,3,,,,,instagram,3,0.07,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-10,2025-12-10,1,3,,,,,facebook,3,0.06,1,12,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,instagram,1,0.01,,2,,,,
,1,,,,,,1,,,,,,,,18,,18,,,,18,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.300065,,0.01667,0.01667,,,0.01667,,11.540946,23.081893,0,2025-12-10,2025-12-10,2,26,,,,,audience_network,13,0.300065,3,6,3,14,11,4
,642,8,,109,47,47,642,,,35,,,,,3070,2,3070,37,35,,2924,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,108,"[{'action_type': 'subscribe_mobile_app', 'value': '14.729171'}, {'action_type': 'subscribe_total', 'value': '14.729171'}, {'action_type': 'start_trial_mobile_app', 'value': '13.390156'}, {'action_type': 'start_trial_total', 'value': '13.390156'}]",1.3513,"[{'action_type': 'outbound_click', 'value': '1.3513'}]",1.3513,3.133866,0.229426,,0.047978,0.047978,3.980857,,0.050373,1.363812,22.85364,23.837467,1.675718,2025-12-10,2025-12-10,1.043049,6445,1.691234,109,"[{'action_type': 'outbound_click', 'value': '109'}]","[{'action_type': 'outbound_click', 'value': '1.691234'}]",facebook,6179,147.291711,356,5,334,2624,1569,1093
,49,,,10,8,8,49,,,7,,,,,512,2,512,9,7,,493,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,16,,3.695796,"[{'action_type': 'outbound_click', 'value': '3.695796'}]",3.695796,4.619745,0.754244,,0.072184,0.072184,4.10644,,0.074965,2.309872,30.798297,30.798297,1.333333,2025-12-10,2025-12-10,1,1200,0.833333,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.833333'}]",instagram,1200,36.957957,43,4,43,432,236,168
,,,,,,,,,,,,,,,,,,,,,,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10.002153,10.002153,0,2025-12-10,2025-12-10,1,1,,,,,messenger,1,0.010002,,,,,,
,,,,,,,,,,1,,,,,36,,36,1,1,,35,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.034174,0.034174,1.230265,,0.03515,,23.65894,23.65894,0,2025-12-10,2025-12-10,1,52,,,,,threads,52,1.230265,5,8,5,28,16,10
,,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,facebook,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,22.5,22.5,0,2025-12-10,2025-12-10,1,4,,,,,instagram,4,0.09,,2,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-10,2025-12-10,1,1,,,,,facebook,1,0.08,1,19,1,1,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.086667,0.086667,,,0.086667,,26,26,0,2025-12-10,2025-12-10,1,10,,,,,facebook,10,0.26,1,10,1,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,43.333333,52,0,2025-12-10,2025-12-10,1.2,6,,,,,instagram,5,0.26,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-10,2025-12-10,1,4,,,,,facebook,4,0.06,,2,,,,
,,,,1,,,,,,,,,,,6,,6,,,,5,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.69,"[{'action_type': 'outbound_click', 'value': '0.69'}]",0.69,,,,0.115,0.115,,,0.138,0.69,49.285714,53.076923,7.142857,2025-12-10,2025-12-10,1.076923,14,7.142857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",facebook,13,0.69,1,4,1,4,3,3
,,,,,,,,,,,,,,,4,,4,,,,4,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0925,0.0925,,,0.0925,,37,37,0,2025-12-10,2025-12-10,1,10,,,,,instagram,10,0.37,,3,,3,2,
