action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,39,,39,,,,39,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.078205,0.078205,,,0.078205,,25.630252,26.754386,0,2025-12-05,2025-12-05,1.04386,female,119,,,,,114,3.05,6,4,6,33,14,10
,2,,,,,,2,,,1,,,,,17,,17,,,,17,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,0.655,,0.077059,0.077059,,,0.077059,1.31,25.192308,25.192308,1.923077,2025-12-05,2025-12-05,1,male,52,,,,,52,1.31,4,4,4,17,6,4
,,,,,,,,,,,,,,,1,,1,,,,1,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.02,,9,,1,1,
,,,,1,,,,,,,,,,,12,,12,,,,11,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.38,"[{'action_type': 'outbound_click', 'value': '1.38'}]",1.38,,,,0.115,0.115,,,0.125455,1.38,27.6,28.163265,2,2025-12-05,2025-12-05,1.020408,female,50,2,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2'}]",49,1.38,3,3,3,7,4,4
,1,,,1,,,1,,,,,,,,5,,5,,,,4,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.54,"[{'action_type': 'outbound_click', 'value': '0.54'}]",0.54,,0.54,,0.108,0.108,,,0.135,0.54,30,30,5.555556,2025-12-05,2025-12-05,1,male,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",18,0.54,1,3,1,3,2,2
,,,,1,,,,,,,,,,,3,,3,,,,2,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,,,,0.21,0.21,,,0.315,0.63,52.5,52.5,8.333333,2025-12-05,2025-12-05,1,female,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",12,0.63,,2,,2,1,
,,,,1,1,1,,,,,,,,,7,,7,,,,6,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.21,"[{'action_type': 'outbound_click', 'value': '0.21'}]",0.21,0.21,,,0.03,0.03,,,0.035,0.21,21,21,10,2025-12-05,2025-12-05,1,male,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",10,0.21,1,9,1,6,2,2
,,,,,,,,,,,,,,,,,,,,,,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,270,270,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.27,,1,,,,
,,,,2,,,,,,,,,,,19,,19,,,,17,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.99,"[{'action_type': 'outbound_click', 'value': '0.99'}]",0.99,,,,0.104211,0.104211,,,0.116471,0.99,38.076923,40.408163,3.846154,2025-12-05,2025-12-05,1.061224,female,52,3.846154,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",49,1.98,3,3,3,16,7,4
,,,,1,,,,,,,,,,,4,,4,,,,3,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.51,"[{'action_type': 'outbound_click', 'value': '0.51'}]",0.51,,,,0.1275,0.1275,,,0.17,0.51,39.230769,39.230769,7.692308,2025-12-05,2025-12-05,1,male,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",13,0.51,1,4,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.02,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,12.5,12.5,0,2025-12-05,2025-12-05,1,female,4,,,,,4,0.05,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,10,10,0,2025-12-05,2025-12-05,1,male,5,,,,,5,0.05,1,9,1,1,1,1
,2,,,4,,,2,,,,1,1,,,57,,57,2,1,,51,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,5,,1.41,"[{'action_type': 'outbound_click', 'value': '1.41'}]",1.41,,2.82,,0.098947,0.098947,2.82,,0.110588,1.128,38.108108,40.285714,3.378378,2025-12-05,2025-12-05,1.057143,female,148,2.702703,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",140,5.64,5,4,5,44,21,11
,,,,,,,,,,,,,,,20,,20,1,1,,19,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.103,0.103,2.06,,0.108421,,39.615385,41.2,0,2025-12-05,2025-12-05,1.04,male,52,,,,,50,2.06,2,4,2,19,9,7
,,,,,,,,,,,,,,,1,,1,,,,1,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.17,0.17,,,0.17,,56.666667,56.666667,0,2025-12-05,2025-12-05,1,unknown,3,,,,,3,0.17,,4,,1,1,
,,,,,,,,,,,,,,,5,,5,,,,5,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.026,0.026,,,0.026,,14.444444,14.444444,0,2025-12-05,2025-12-05,1,female,9,,,,,9,0.13,1,5,1,5,2,2
,,,,,,,,,,,,,,,13,,13,,,,13,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,22.285714,22.285714,0,2025-12-05,2025-12-05,1,male,35,,,,,35,0.78,1,4,1,13,5,3
,,,,,,,,,,,,,,,22,,22,1,1,,21,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.044545,0.044545,0.98,,0.046667,,25.789474,25.789474,0,2025-12-05,2025-12-05,1,female,38,,,,,38,0.98,3,6,2,14,8,5
,,,,2,,,,,,,,,,,45,,45,,,,43,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.085,"[{'action_type': 'outbound_click', 'value': '1.085'}]",1.085,,,,0.048222,0.048222,,,0.050465,1.085,19.54955,20.471698,1.801802,2025-12-05,2025-12-05,1.04717,male,111,1.801802,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.801802'}]",106,2.17,7,6,7,36,19,10
,,,,,,,,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.04,,1,,,,
,1,,,1,,,1,,,,,,,,31,,31,,,,30,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.57,"[{'action_type': 'outbound_click', 'value': '2.57'}]",2.57,,2.57,,0.082903,0.082903,,,0.085667,2.57,27.634409,28.241758,1.075269,2025-12-05,2025-12-05,1.021978,female,93,1.075269,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.075269'}]",91,2.57,3,15,3,25,8,4
,7,,,2,1,1,7,,,,,,,,110,,110,,,,108,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,3.59,"[{'action_type': 'outbound_click', 'value': '3.59'}]",3.59,7.18,1.025714,,0.065273,0.065273,,,0.066481,2.393333,24.505119,25.28169,1.023891,2025-12-05,2025-12-05,1.03169,male,293,0.682594,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.682594'}]",284,7.18,11,3,11,88,39,21
,,,,,,,,,,,,,,,2,,2,,,,2,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,13.333333,13.333333,0,2025-12-05,2025-12-05,1,unknown,3,,,,,3,0.04,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,15,15,0,2025-12-05,2025-12-05,1,female,6,,,,,6,0.09,1,3,1,1,1,1
,,,,1,,,,,,,,,,,11,,11,1,1,,9,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.61,"[{'action_type': 'outbound_click', 'value': '0.61'}]",0.61,,,,0.055455,0.055455,0.61,,0.067778,0.61,16.486486,16.944444,2.702703,2025-12-05,2025-12-05,1.027778,male,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",36,0.61,2,3,2,9,4,3
,,,,,,,,,,,,,,,2,,2,,,,2,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.165,0.165,,,0.165,,55,55,0,2025-12-05,2025-12-05,1,female,6,,,,,6,0.33,,4,,2,2,1
,,,,,,,,,,,,,,,9,,9,,,,9,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,30,30,0,2025-12-05,2025-12-05,1,male,21,,,,,21,0.63,2,105,2,9,4,4
,,,,,,,,,,,,,,,1,,1,,,,1,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-05,2025-12-05,1,female,2,,,,,2,0.07,1,7,1,1,1,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.084,0.084,,,0.084,,18.26087,18.26087,0,2025-12-05,2025-12-05,1,male,23,,,,,23,0.42,,1,,3,,
,,,,,,,,,,,,,,,5,,5,,,,5,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.054,0.054,,,0.054,,19.285714,19.285714,0,2025-12-05,2025-12-05,1,female,14,,,,,14,0.27,,3,,4,2,1
,,,,1,,,,,,,,,,,21,,21,,,,20,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.23,"[{'action_type': 'outbound_click', 'value': '1.23'}]",1.23,,,,0.058571,0.058571,,,0.0615,1.23,27.954545,28.604651,2.272727,2025-12-05,2025-12-05,1.023256,male,44,2.272727,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",43,1.23,,4,,19,10,3
,,,,,,,,,,,,,,,6,,6,,,,6,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.063333,0.063333,,,0.063333,,25.333333,25.333333,0,2025-12-05,2025-12-05,1,female,15,,,,,15,0.38,1,4,1,5,2,1
,,,,,,,,,,,,,,,45,1,45,2,1,,43,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.068222,0.068222,1.535,,0.071395,,28.691589,29.519231,0,2025-12-05,2025-12-05,1.028846,male,107,,,,,104,3.07,6,4,6,39,17,11
,,,,,,,,,,,,,,,2,,2,,,,2,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.055,0.055,,,0.055,,36.666667,36.666667,0,2025-12-05,2025-12-05,1,unknown,3,,,,,3,0.11,1,11,1,2,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6922657152984,03_IdrisA_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.005,0.005,,,0.005,,5,5,0,2025-12-05,2025-12-05,1,female,2,,,,,2,0.01,,6,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6922657152984,03_IdrisA_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-05,2025-12-05,1,male,1,,,,,1,0.02,,2,,,,
,,,,1,,,,,,,,,,,13,,13,,,,12,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.21,"[{'action_type': 'outbound_click', 'value': '1.21'}]",1.21,,,,0.093077,0.093077,,,0.100833,1.21,75.625,75.625,6.25,2025-12-05,2025-12-05,1,female,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",16,1.21,1,6,1,8,3,2
,,,,,,,,,,,,,,,16,,16,,,,16,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.068125,0.068125,,,0.068125,,18.474576,18.474576,0,2025-12-05,2025-12-05,1,male,59,,,,,59,1.09,,3,,12,3,2
,,,,,,,,,,,,,,,4,,4,,,,4,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0775,0.0775,,,0.0775,,20.666667,20.666667,0,2025-12-05,2025-12-05,1,female,15,,,,,15,0.31,1,3,1,3,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.2825,0.2825,,,0.2825,,30.540541,30.540541,0,2025-12-05,2025-12-05,1,male,37,,,,,37,1.13,,1,,2,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.07,,8,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.53,0.53,,,0.53,,24.090909,25.238095,0,2025-12-05,2025-12-05,1.047619,female,22,,,,,21,0.53,,2,,1,1,1
,,,,,,,,,,,,,,,7,,7,,,,7,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.151429,0.151429,,,0.151429,,25.853659,26.5,0,2025-12-05,2025-12-05,1.025,male,41,,,,,40,1.06,1,2,1,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.04,,3,,,,
,,,,4,,,,,,,,,,,38,1,38,2,1,,32,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,1.3475,"[{'action_type': 'outbound_click', 'value': '1.3475'}]",1.3475,,,,0.141842,0.141842,2.695,,0.168438,1.3475,33.271605,33.899371,2.469136,2025-12-05,2025-12-05,1.018868,female,162,2.469136,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.469136'}]",159,5.39,4,5,4,17,9,4
,,,,1,,,,,,,,,,,32,,32,,,,31,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,5.04,"[{'action_type': 'outbound_click', 'value': '5.04'}]",5.04,,,,0.1575,0.1575,,,0.162581,5.04,31.898734,32.101911,0.632911,2025-12-05,2025-12-05,1.006369,male,158,0.632911,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.632911'}]",157,5.04,1,2,1,13,4,2
,,,,,,,,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,55,55,0,2025-12-05,2025-12-05,1,unknown,2,,,,,2,0.11,,1,,,,
