action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,5,,5,,,,5,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.122,0.122,,,0.122,,26.521739,27.727273,0,2025-12-11,2025-12-11,1.045455,female,23,,,,,22,0.61,1,3,1,5,2,1
,,,,1,,,,,,,,,,,47,,47,,,,46,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.67,"[{'action_type': 'outbound_click', 'value': '2.67'}]",2.67,,,,0.056809,0.056809,,,0.058043,2.67,15.433526,16.481481,0.578035,2025-12-11,2025-12-11,1.067901,male,173,0.578035,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.578035'}]",162,2.67,5,3,3,42,20,8
,,,,,,,,,,,,,,,,,,,,,,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,unknown,3,,,,,3,0.03,,1,,,,
,,,,,,,,,,,,,,,13,,13,,,,13,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.099231,0.099231,,,0.099231,,18.169014,18.695652,0,2025-12-11,2025-12-11,1.028986,female,71,,,,,69,1.29,,2,,12,6,2
,,,,12,2,2,,,,2,,,,,222,,222,2,2,,208,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,,1.548333,"[{'action_type': 'outbound_click', 'value': '1.548333'}]",1.548333,9.29,,,0.083694,0.083694,9.29,,0.089327,1.548333,18.144531,18.805668,1.171875,2025-12-11,2025-12-11,1.036437,male,1024,1.171875,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.171875'}]",988,18.58,21,2,20,180,81,49
,,,,1,,,,,,,,,,,4,,4,,,,3,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,,,0.0325,0.0325,,,0.043333,0.13,13,14.444444,10,2025-12-11,2025-12-11,1.111111,unknown,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",9,0.13,1,5,1,3,3,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1,0.1,,,0.1,,15.384615,15.384615,0,2025-12-11,2025-12-11,1,female,13,,,,,13,0.2,1,2,1,2,1,1
,1,,,,,,1,,,,,,,,22,,22,,,,22,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,1.52,,0.069091,0.069091,,,0.069091,,16.170213,16.888889,0,2025-12-11,2025-12-11,1.044444,male,94,,,,,90,1.52,2,3,2,19,8,5
,,,,,,,,,,,,,,,,,,,,,,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,unknown,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.01,,9,,1,1,
,,,,,,,,,,,,,,,11,,11,,,,11,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.020909,0.020909,,,0.020909,,12.777778,12.777778,0,2025-12-11,2025-12-11,1,male,18,,,,,18,0.23,,6,,10,6,3
,,,,1,,,,,,,,,,,12,,12,,,,11,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.76,"[{'action_type': 'outbound_click', 'value': '0.76'}]",0.76,,,,0.063333,0.063333,,,0.069091,0.76,20,20,2.631579,2025-12-11,2025-12-11,1,female,38,2.631579,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",38,0.76,,3,,8,7,2
,,,,,,,,,,,,,,,3,,3,,,,3,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.026667,0.026667,,,0.026667,,11.428571,11.428571,0,2025-12-11,2025-12-11,1,male,7,,,,,7,0.08,,4,,3,1,1
,47,1,,13,3,3,47,,,4,,,,,414,3,414,7,4,,394,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,15,"[{'action_type': 'subscribe_mobile_app', 'value': '20'}, {'action_type': 'subscribe_total', 'value': '20'}, {'action_type': 'start_trial_mobile_app', 'value': '20'}, {'action_type': 'start_trial_total', 'value': '20'}]",1.538462,"[{'action_type': 'outbound_click', 'value': '1.538462'}]",1.538462,6.666667,0.425532,,0.048309,0.048309,2.857143,,0.050761,1.333333,16.570008,16.920474,1.242751,2025-12-11,2025-12-11,1.021151,female,1207,1.077051,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.077051'}]",1182,20,47,4,42,344,167,96
,517,2,1,70,31,31,517,,,29,1,1,1,,1626,7,1626,39,30,,1517,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,84,"[{'action_type': 'subscribe_mobile_app', 'value': '6.990909'}, {'action_type': 'subscribe_total', 'value': '6.990909'}, {'action_type': 'start_trial_mobile_app', 'value': '5.492857'}, {'action_type': 'start_trial_total', 'value': '5.492857'}]",1.098571,"[{'action_type': 'outbound_click', 'value': '1.114493'}]",1.098571,2.480645,0.148743,,0.047294,0.047294,1.971795,,0.050692,0.915476,14.08167,14.425061,1.53818,2025-12-11,2025-12-11,1.024386,male,5461,1.281817,70,"[{'action_type': 'outbound_click', 'value': '69'}]","[{'action_type': 'outbound_click', 'value': '1.263505'}]",5331,76.9,181,3,173,1366,684,393
,2,,,1,1,1,2,,,,,,,,9,,9,,,,8,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,"[{'action_type': 'start_trial_mobile_app', 'value': '0.42'}, {'action_type': 'start_trial_total', 'value': '0.42'}]",0.42,"[{'action_type': 'outbound_click', 'value': '0.42'}]",0.42,0.42,0.21,,0.046667,0.046667,,,0.0525,0.42,13.125,14.482759,3.125,2025-12-11,2025-12-11,1.103448,unknown,32,3.125,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.125'}]",29,0.42,2,4,2,8,5,4
,,,,,,,,,,,,,,,8,,8,,,,8,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0575,0.0575,,,0.0575,,20.909091,20.909091,0,2025-12-11,2025-12-11,1,female,22,,,,,22,0.46,1,3,1,7,2,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,17.5,17.5,0,2025-12-11,2025-12-11,1,male,4,,,,,4,0.07,,4,,1,,
,,,,,,,,,,,,,,,6,,6,,,,6,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.033333,0.033333,,,0.033333,,16.666667,16.666667,0,2025-12-11,2025-12-11,1,male,12,,,,,12,0.2,1,18,1,6,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,5,5,0,2025-12-11,2025-12-11,1,male,2,,,,,2,0.01,,1,,,,
,19,,,11,2,2,19,,,4,,,,,384,1,384,5,4,,368,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,11,"[{'action_type': 'subscribe_mobile_app', 'value': '15.55'}, {'action_type': 'subscribe_total', 'value': '15.55'}, {'action_type': 'start_trial_mobile_app', 'value': '15.55'}, {'action_type': 'start_trial_total', 'value': '15.55'}]",1.413636,"[{'action_type': 'outbound_click', 'value': '1.413636'}]",1.413636,7.775,0.818421,,0.040495,0.040495,3.11,,0.042255,1.413636,16.181061,17.163355,1.144641,2025-12-11,2025-12-11,1.060706,female,961,1.144641,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.144641'}]",906,15.55,32,4,32,319,142,67
2,338,,,41,18,18,338,2,2,14,,,,2,1328,,1328,14,14,2,1273,2,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,40,"[{'action_type': 'subscribe_mobile_app', 'value': '10.501667'}, {'action_type': 'subscribe_total', 'value': '10.501667'}, {'action_type': 'start_trial_mobile_app', 'value': '9.001429'}, {'action_type': 'start_trial_total', 'value': '9.001429'}]",1.536829,"[{'action_type': 'outbound_click', 'value': '1.536829'}]",1.536829,3.500556,0.18642,31.505,0.047447,0.047447,4.500714,31.505,0.049497,1.57525,15.146635,15.955938,0.961538,2025-12-11,2025-12-11,1.053431,male,4160,0.985577,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '0.985577'}]",3949,63.01,107,4,101,1108,565,320
,,,,,,,,,,,,,,,10,,10,,,,10,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.061,0.061,,,0.061,,15.641026,16.486486,0,2025-12-11,2025-12-11,1.054054,unknown,39,,,,,37,0.61,,3,,9,5,3
,,,,,,,,,,,,,,,1,,1,,,,1,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.01,,11,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.01,,4,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,15,15,0,2025-12-11,2025-12-11,1,male,4,,,,,4,0.06,1,23,1,3,3,2
,190,,1,52,14,14,190,,,15,1,1,1,,1078,2,1078,20,16,,1006,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,61,"[{'action_type': 'subscribe_mobile_app', 'value': '17.91'}, {'action_type': 'subscribe_total', 'value': '17.91'}, {'action_type': 'start_trial_mobile_app', 'value': '17.91'}, {'action_type': 'start_trial_total', 'value': '17.91'}]",1.377692,"[{'action_type': 'outbound_click', 'value': '1.377692'}]",1.377692,5.117143,0.377053,,0.066456,0.066456,3.582,,0.071213,1.174426,18.136709,19.114194,1.544304,2025-12-11,2025-12-11,1.053895,female,3950,1.316456,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '1.316456'}]",3748,71.64,133,3,128,896,407,256
,,,,3,,,,,,6,,,,,115,,115,6,6,,106,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,2.076667,"[{'action_type': 'outbound_click', 'value': '2.076667'}]",2.076667,,,,0.054174,0.054174,1.038333,,0.058774,2.076667,16.792453,17.45098,0.808625,2025-12-11,2025-12-11,1.039216,male,371,0.808625,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.808625'}]",357,6.23,17,4,16,101,63,41
,,,,1,,,,,,,,,,,12,,12,,,,11,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.82,"[{'action_type': 'outbound_click', 'value': '0.82'}]",0.82,,,,0.068333,0.068333,,,0.074545,0.82,24.117647,25.625,2.941176,2025-12-11,2025-12-11,1.0625,unknown,34,2.941176,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",32,0.82,1,3,1,9,4,1
,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0,,0,,,,
,,,,,,,,,,,,,,,8,,8,,,,8,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0225,0.0225,,,0.0225,,12.857143,12.857143,0,2025-12-11,2025-12-11,1,female,14,,,,,14,0.18,2,6,2,8,4,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-11,2025-12-11,1,male,2,,,,,2,0,,6,,2,,
,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,female,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-11,2025-12-11,1,female,6,,,,,6,0.14,,2,,,,
,,,,,,,,,,,,,,,5,,5,,,,5,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.102,0.102,,,0.102,,20.4,21.25,0,2025-12-11,2025-12-11,1.041667,male,25,,,,,24,0.51,2,3,2,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.01,,2,,,,
,138,1,,26,6,6,138,,,3,1,1,1,,516,,516,5,4,,485,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '10.57'}, {'action_type': 'subscribe_total', 'value': '10.57'}, {'action_type': 'start_trial_mobile_app', 'value': '7.9275'}, {'action_type': 'start_trial_total', 'value': '7.9275'}]",1.219615,"[{'action_type': 'outbound_click', 'value': '1.219615'}]",1.219615,5.285,0.229783,,0.061453,0.061453,6.342,,0.065381,1.2684,17.461454,18.533022,1.376652,2025-12-11,2025-12-11,1.061368,female,1816,1.431718,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.431718'}]",1711,31.71,48,3,44,428,216,127
,,1,,1,,,,,,,,,,,33,,33,,,,32,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.64,"[{'action_type': 'outbound_click', 'value': '1.64'}]",1.64,,,,0.049697,0.049697,,,0.05125,1.64,15.92233,16.237624,0.970874,2025-12-11,2025-12-11,1.019802,male,103,0.970874,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.970874'}]",101,1.64,1,3,1,27,11,9
,,,,,,,,,,,,,,,2,,2,,,,2,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.12,0.12,,,0.12,,17.142857,17.142857,0,2025-12-11,2025-12-11,1,unknown,14,,,,,14,0.24,,2,,2,1,
,58,,,24,4,4,58,,,5,2,2,,,565,1,565,8,5,,533,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,29,"[{'action_type': 'start_trial_mobile_app', 'value': '41.2'}, {'action_type': 'start_trial_total', 'value': '41.2'}]",1.716667,"[{'action_type': 'outbound_click', 'value': '1.716667'}]",1.716667,10.3,0.710345,,0.07292,0.07292,5.15,,0.077298,1.42069,20.436508,21.29199,1.438492,2025-12-11,2025-12-11,1.04186,female,2016,1.190476,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.190476'}]",1935,41.2,74,3,72,472,270,170
,10,,,3,1,1,10,,,1,,,,,85,,85,1,1,,81,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '2.48'}, {'action_type': 'subscribe_total', 'value': '2.48'}, {'action_type': 'start_trial_mobile_app', 'value': '4.96'}, {'action_type': 'start_trial_total', 'value': '4.96'}]",1.653333,"[{'action_type': 'outbound_click', 'value': '1.653333'}]",1.653333,4.96,0.496,,0.058353,0.058353,4.96,,0.061235,1.653333,19.003831,19.299611,1.149425,2025-12-11,2025-12-11,1.015564,male,261,1.149425,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.149425'}]",257,4.96,9,4,9,78,40,23
,,,,,,,,,,1,,,,,3,,3,1,1,,2,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.053333,0.053333,0.16,,0.08,,11.428571,11.428571,0,2025-12-11,2025-12-11,1,unknown,14,,,,,14,0.16,,2,,2,2,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-11,2025-12-11,1,female,2,,,,,2,0.02,1,11,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,3.333333,3.333333,0,2025-12-11,2025-12-11,1,female,3,,,,,3,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,2,2,0,2025-12-11,2025-12-11,1,male,5,,,,,5,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.04,0.04,,,0.04,,8,8,0,2025-12-11,2025-12-11,1,female,5,,,,,5,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.01,,7,,1,,
,105,1,,28,4,4,105,,,5,,,,,1013,,1013,5,5,,980,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '16.546667'}, {'action_type': 'subscribe_total', 'value': '16.546667'}, {'action_type': 'start_trial_mobile_app', 'value': '12.41'}, {'action_type': 'start_trial_total', 'value': '12.41'}]",1.772857,"[{'action_type': 'outbound_click', 'value': '1.772857'}]",1.772857,12.41,0.472762,,0.049003,0.049003,9.928,,0.050653,1.772857,22.677021,23.349012,1.279123,2025-12-11,2025-12-11,1.029633,female,2189,1.279123,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.279123'}]",2126,49.64,109,5,101,890,552,393
,14,,,3,1,1,14,,,,,,,,258,,258,,,,255,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '10.22'}, {'action_type': 'subscribe_total', 'value': '10.22'}, {'action_type': 'start_trial_mobile_app', 'value': '10.22'}, {'action_type': 'start_trial_total', 'value': '10.22'}]",3.406667,"[{'action_type': 'outbound_click', 'value': '3.406667'}]",3.406667,10.22,0.73,,0.039612,0.039612,,,0.040078,2.555,16.864686,16.864686,0.660066,2025-12-11,2025-12-11,1,male,606,0.49505,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.49505'}]",606,10.22,27,5,24,225,138,90
,,,,,,,,,,,,,,,4,,4,,,,4,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.0575,0.0575,,,0.0575,,23,23,0,2025-12-11,2025-12-11,1,unknown,10,,,,,10,0.23,2,8,2,4,3,3
,1,,,,,,1,,,,,,,,4,,4,,,,4,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0.18,,0.045,0.045,,,0.045,,18,18,0,2025-12-11,2025-12-11,1,female,10,,,,,10,0.18,,3,,3,1,1
