action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,62,,,17,6,6,62,,,6,1,1,,,712,,712,7,6,,688,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,19,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '23.035'}, {'action_type': 'subscribe_total', 'value': '23.035'}, {'action_type': 'start_trial_mobile_app', 'value': '23.035'}, {'action_type': 'start_trial_total', 'value': '23.035'}]",2.71,"[{'action_type': 'outbound_click', 'value': '2.71'}]",2.71,7.678333,0.743065,,0.064705,0.064705,6.581429,,0.066962,2.424737,18.376546,18.857962,0.757878,2025-12-10,2025-12-10,BELOW_AVERAGE_35,1.026197,2507,0.678101,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '0.678101'}]",AVERAGE,2443,46.07,66,3,61,598,292,168
,7,,,1,,,7,,,,,,,,40,,40,,,,39,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,UNKNOWN,,3.02,"[{'action_type': 'outbound_click', 'value': '3.02'}]",3.02,,0.431429,,0.0755,0.0755,,,0.077436,1.51,22.537313,22.537313,1.492537,2025-12-10,2025-12-10,UNKNOWN,1,134,0.746269,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.746269'}]",UNKNOWN,134,3.02,6,5,6,38,26,13
,2,,,1,,,2,,,,,,,,7,,7,,,,6,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,UNKNOWN,,0.79,"[{'action_type': 'outbound_click', 'value': '0.79'}]",0.79,,0.395,,0.112857,0.112857,,,0.131667,0.79,32.916667,34.347826,4.166667,2025-12-10,2025-12-10,UNKNOWN,1.043478,24,4.166667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",UNKNOWN,23,0.79,1,2,1,5,3,2
,12,,,5,2,2,12,,,,,,,,173,1,173,1,,,167,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,6,UNKNOWN,,2.072,"[{'action_type': 'outbound_click', 'value': '2.072'}]",2.072,5.18,0.863333,,0.059884,0.059884,10.36,,0.062036,1.726667,20.887097,20.887097,1.209677,2025-12-10,2025-12-10,UNKNOWN,1,496,1.008065,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.008065'}]",UNKNOWN,496,10.36,11,3,9,146,73,38
,,,,,,,,,,,,,,,2,,2,,,,2,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.06,0.06,,,0.06,,13.333333,13.333333,0,2025-12-10,2025-12-10,UNKNOWN,1,9,,,,,UNKNOWN,9,0.12,,2,,2,,
,2,,,1,,,2,,,,,,,,37,,37,,,,36,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,UNKNOWN,,1.62,"[{'action_type': 'outbound_click', 'value': '1.62'}]",1.62,,0.81,,0.043784,0.043784,,,0.045,1.62,16.2,16.2,1,2025-12-10,2025-12-10,UNKNOWN,1,100,1,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1'}]",UNKNOWN,100,1.62,1,3,1,31,14,5
,,,,,,,,,,,,,,,5,,5,,,,5,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.026,0.026,,,0.026,,8.125,8.125,0,2025-12-10,2025-12-10,UNKNOWN,1,16,,,,,UNKNOWN,16,0.13,,2,,5,2,
,,,,,,,,,,,,,,,4,,4,,,,4,,6925373844984,08 Morgan_hht2_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.2825,0.2825,,,0.2825,,37.666667,37.666667,0,2025-12-10,2025-12-10,UNKNOWN,1,30,,,,,UNKNOWN,30,1.13,1,3,1,5,2,1
,,,,,,,,,,,,,,,15,,15,,,,15,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.065333,0.065333,,,0.065333,,23.333333,23.333333,0,2025-12-10,2025-12-10,UNKNOWN,1,42,,,,,UNKNOWN,42,0.98,,3,,15,10,7
,,,,,,,,,,,,,,,2,,2,,,,2,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.075,0.075,,,0.075,,37.5,37.5,0,2025-12-10,2025-12-10,UNKNOWN,1,4,,,,,UNKNOWN,4,0.15,,4,,1,1,1
,,,,,,,,,,,,,,,25,,25,,,,25,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.12,0.12,,,0.12,,52.631579,53.571429,0,2025-12-10,2025-12-10,UNKNOWN,1.017857,57,,,,,UNKNOWN,56,3,6,7,6,22,16,11
,38,,,8,5,5,38,,,2,,,,,201,1,201,3,2,,190,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,9,ABOVE_AVERAGE,,1.8825,"[{'action_type': 'outbound_click', 'value': '1.8825'}]",1.8825,3.012,0.396316,,0.074925,0.074925,5.02,,0.079263,1.673333,22.344214,22.783661,1.335312,2025-12-10,2025-12-10,AVERAGE,1.019667,674,1.186944,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.186944'}]",BELOW_AVERAGE_35,661,15.06,23,3,23,168,92,60
,7,,,2,,,7,,,,,,,,10,,10,,,,8,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,UNKNOWN,,0.43,"[{'action_type': 'outbound_click', 'value': '0.43'}]",0.43,,0.122857,,0.086,0.086,,,0.1075,0.43,35.833333,35.833333,8.333333,2025-12-10,2025-12-10,UNKNOWN,1,24,8.333333,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",UNKNOWN,24,0.86,2,6,2,7,4,4
,13,,,5,,,13,,,,,,,,55,,55,,,,50,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,UNKNOWN,,0.97,"[{'action_type': 'outbound_click', 'value': '0.97'}]",0.97,,0.373077,,0.088182,0.088182,,,0.097,1.2125,24.871795,25.661376,2.051282,2025-12-10,2025-12-10,UNKNOWN,1.031746,195,2.564103,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.564103'}]",UNKNOWN,189,4.85,2,3,2,45,23,14
,32,,,3,3,3,32,,,,,,,,55,,55,,,,52,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '1.855'}, {'action_type': 'subscribe_total', 'value': '1.855'}, {'action_type': 'start_trial_mobile_app', 'value': '1.855'}, {'action_type': 'start_trial_total', 'value': '1.855'}]",1.236667,"[{'action_type': 'outbound_click', 'value': '1.236667'}]",1.236667,1.236667,0.115938,,0.067455,0.067455,,,0.071346,1.236667,19.222798,19.734043,1.554404,2025-12-10,2025-12-10,UNKNOWN,1.026596,193,1.554404,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.554404'}]",UNKNOWN,188,3.71,3,3,2,48,21,9
,,,,,,,,,,,,,,,4,,4,,,,4,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-10,2025-12-10,UNKNOWN,1,8,,,,,UNKNOWN,8,0.08,,5,,3,2,1
