action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,6,,6,,,,6,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.108333,0.108333,,,0.108333,,30.952381,32.5,0,2025-12-06,2025-12-06,UNKNOWN,1.05,21,,,,,UNKNOWN,20,0.65,1,3,1,5,2,1
,1,,,2,,,1,,,,,,,22,,22,,,,20,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,UNKNOWN,,1.375,"[{'action_type': 'outbound_click', 'value': '1.375'}]",1.375,,2.75,,0.125,0.125,,,0.1375,1.375,30.21978,30.898876,2.197802,2025-12-06,2025-12-06,UNKNOWN,1.022472,91,2.197802,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.197802'}]",UNKNOWN,89,2.75,1,4,1,15,9,1
,,,,2,,,,,,,,,,18,,18,,,,16,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,UNKNOWN,,0.615,"[{'action_type': 'outbound_click', 'value': '0.615'}]",0.615,,,,0.068333,0.068333,,,0.076875,0.615,16.849315,17.323944,2.739726,2025-12-06,2025-12-06,UNKNOWN,1.028169,73,2.739726,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.739726'}]",UNKNOWN,71,1.23,,2,,10,4,1
,,,,,,,,,,,,,,6,,6,,,,6,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.14,0.14,,,0.14,,26.25,28,0,2025-12-06,2025-12-06,UNKNOWN,1.066667,32,,,,,UNKNOWN,30,0.84,1,3,1,6,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.1925,0.1925,,,0.1925,,28.518519,29.615385,0,2025-12-06,2025-12-06,UNKNOWN,1.038462,27,,,,,UNKNOWN,26,0.77,,1,,3,1,
,,,,,,,,,,,,,,7,,7,,,,7,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.075714,0.075714,,,0.075714,,27.894737,27.894737,0,2025-12-06,2025-12-06,UNKNOWN,1,19,,,,,UNKNOWN,19,0.53,,3,,6,2,1
,1,,,2,,,1,,,,,,,21,,21,,,,19,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,UNKNOWN,,1.135,"[{'action_type': 'outbound_click', 'value': '1.135'}]",1.135,,2.27,,0.108095,0.108095,,,0.119474,1.135,37.833333,38.474576,3.333333,2025-12-06,2025-12-06,UNKNOWN,1.016949,60,3.333333,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",UNKNOWN,59,2.27,2,3,2,16,5,3
,3,,,1,,,3,,,,,,,68,,68,1,1,,66,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,6.36,"[{'action_type': 'outbound_click', 'value': '6.36'}]",6.36,,2.12,,0.093529,0.093529,6.36,,0.096364,6.36,30.14218,31.485149,0.473934,2025-12-06,2025-12-06,UNKNOWN,1.044554,211,0.473934,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.473934'}]",UNKNOWN,202,6.36,3,3,3,54,15,7
,44,,,9,8,8,44,,,,,,,169,1,169,1,,,159,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,9,UNKNOWN,,2.183333,"[{'action_type': 'outbound_click', 'value': '2.183333'}]",2.183333,2.45625,0.446591,,0.116272,0.116272,19.65,,0.123585,2.183333,40.020367,45.804196,1.832994,2025-12-06,2025-12-06,UNKNOWN,1.144522,491,1.832994,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.832994'}]",UNKNOWN,429,19.65,18,4,20,137,65,40
,6,,,3,1,1,6,,,,,,,17,,17,1,1,,13,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,3,UNKNOWN,,0.853333,"[{'action_type': 'outbound_click', 'value': '0.853333'}]",0.853333,2.56,0.426667,,0.150588,0.150588,2.56,,0.196923,0.853333,51.2,53.333333,6,2025-12-06,2025-12-06,UNKNOWN,1.041667,50,6,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '6'}]",UNKNOWN,48,2.56,2,3,2,10,5,2
,,,,2,,,,,,,,,,17,,17,1,1,,14,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,UNKNOWN,,0.415,"[{'action_type': 'outbound_click', 'value': '0.415'}]",0.415,,,,0.048824,0.048824,0.83,,0.059286,0.415,20.243902,20.75,4.878049,2025-12-06,2025-12-06,UNKNOWN,1.025,41,4.878049,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.878049'}]",UNKNOWN,40,0.83,2,4,2,12,7,3
,,,,,,,,,,,,,,1,,1,,,,1,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.59,0.59,,,0.59,,28.095238,29.5,0,2025-12-06,2025-12-06,UNKNOWN,1.05,21,,,,,UNKNOWN,20,0.59,,1,,,,
,,,,,,,,,,,,,,11,,11,,,,11,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,,,,,,,0.041818,0.041818,,,0.041818,0.46,25.555556,25.555556,5.555556,2025-12-06,2025-12-06,UNKNOWN,1,18,,,,,UNKNOWN,18,0.46,1,6,1,10,5,4
,,,,,,,,,,,,,,4,,4,,,,4,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.16,0.16,,,0.16,,22.068966,22.068966,0,2025-12-06,2025-12-06,UNKNOWN,1,29,,,,,UNKNOWN,29,0.64,,2,,2,1,1
,2,,,8,1,1,2,,,,,,,46,,46,,,,38,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,7,UNKNOWN,,1.2775,"[{'action_type': 'outbound_click', 'value': '1.2775'}]",1.2775,10.22,5.11,,0.222174,0.222174,,,0.268947,1.46,66.363636,76.842105,4.545455,2025-12-06,2025-12-06,UNKNOWN,1.157895,154,5.194805,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '5.194805'}]",UNKNOWN,133,10.22,3,3,3,35,13,9
,81,1,,27,9,9,81,,,,,,,480,1,480,9,8,,444,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,28,ABOVE_AVERAGE,,1.52037,"[{'action_type': 'outbound_click', 'value': '1.52037'}]",1.52037,4.561111,0.50679,,0.085521,0.085521,4.561111,,0.092455,1.466071,26.364804,28.949224,1.79833,2025-12-06,2025-12-06,AVERAGE,1.098025,1557,1.734104,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.734104'}]",AVERAGE,1418,41.05,59,3,58,389,166,104
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,UNKNOWN,1,3,,,,,UNKNOWN,3,0.03,,1,,,,
,1,,,1,,,1,,,,,,,99,,99,1,1,,97,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,5.83,"[{'action_type': 'outbound_click', 'value': '5.83'}]",5.83,,5.83,,0.058889,0.058889,5.83,,0.060103,5.83,26.261261,27.761905,0.45045,2025-12-06,2025-12-06,UNKNOWN,1.057143,222,0.45045,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.45045'}]",UNKNOWN,210,5.83,8,4,8,85,38,29
,,,,,,,,,,,,,,4,,4,,,,4,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.0625,0.0625,,,0.0625,,16.666667,17.857143,0,2025-12-06,2025-12-06,UNKNOWN,1.071429,15,,,,,UNKNOWN,14,0.25,1,3,,3,3,1
,63,,,26,6,6,63,,,2,2,,,643,,643,12,10,,605,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,25,ABOVE_AVERAGE,,1.24,"[{'action_type': 'outbound_click', 'value': '1.24'}]",1.24,5.373333,0.511746,,0.05014,0.05014,2.686667,,0.053289,1.2896,21.154856,23.16092,1.64042,2025-12-06,2025-12-06,AVERAGE,1.094828,1524,1.706037,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.706037'}]",AVERAGE,1392,32.24,77,5,74,545,296,175
,7,,,1,2,2,7,,,,,,,27,,27,,,,26,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,2.58,"[{'action_type': 'outbound_click', 'value': '2.58'}]",2.58,1.29,0.368571,,0.095556,0.095556,,,0.099231,2.58,35.342466,35.342466,1.369863,2025-12-06,2025-12-06,UNKNOWN,1,73,1.369863,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.369863'}]",UNKNOWN,73,2.58,2,3,2,22,8,2
,2,1,,2,,,2,,,,,,,52,1,52,1,,,49,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,UNKNOWN,,2.16,"[{'action_type': 'outbound_click', 'value': '2.16'}]",2.16,,2.16,,0.083077,0.083077,4.32,,0.088163,2.16,22.268041,23.225806,1.030928,2025-12-06,2025-12-06,UNKNOWN,1.043011,194,1.030928,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.030928'}]",UNKNOWN,186,4.32,3,3,3,43,22,14
,,,,2,,,,,,,,,,30,,30,,,,28,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,UNKNOWN,,1.15,"[{'action_type': 'outbound_click', 'value': '1.15'}]",1.15,,,,0.076667,0.076667,,,0.082143,1.15,26.436782,27.380952,2.298851,2025-12-06,2025-12-06,UNKNOWN,1.035714,87,2.298851,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.298851'}]",UNKNOWN,84,2.3,6,4,6,25,19,11
,,,,1,,,,,,,,,,13,,13,,,,12,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,1.2,"[{'action_type': 'outbound_click', 'value': '1.2'}]",1.2,,,,0.092308,0.092308,,,0.1,1.2,20,21.428571,1.666667,2025-12-06,2025-12-06,UNKNOWN,1.071429,60,1.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",UNKNOWN,56,1.2,2,2,2,12,6,4
,,,,,1,1,,,,,,,,25,1,25,1,,,24,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,1.2,,,0.048,0.048,1.2,,0.05,,22.641509,23.076923,0,2025-12-06,2025-12-06,UNKNOWN,1.019231,53,,,,,UNKNOWN,52,1.2,1,4,1,21,11,5
,,,,1,,,,,,,,,,27,,27,,,,26,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,UNKNOWN,,2.5,"[{'action_type': 'outbound_click', 'value': '2.5'}]",2.5,,,,0.092593,0.092593,,,0.096154,2.5,35.211268,36.764706,1.408451,2025-12-06,2025-12-06,UNKNOWN,1.044118,71,1.408451,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.408451'}]",UNKNOWN,68,2.5,4,6,4,25,13,9
,,,,,,,,,,,,,,,,,,,,,,6922657152984,03_IdrisA_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,22.5,22.5,0,2025-12-06,2025-12-06,UNKNOWN,1,4,,,,,UNKNOWN,4,0.09,,0,,,,
,,,,2,,,,,,,,,,95,,95,,,,93,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,UNKNOWN,,4.01,"[{'action_type': 'outbound_click', 'value': '4.01'}]",4.01,,,,0.084421,0.084421,,,0.086237,2.673333,27.750865,29.163636,1.038062,2025-12-06,2025-12-06,UNKNOWN,1.050909,289,0.692042,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.692042'}]",UNKNOWN,275,8.02,11,7,11,54,31,25
,,,,,,,,,,,,,,7,,7,,,,7,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.131429,0.131429,,,0.131429,,61.333333,65.714286,0,2025-12-06,2025-12-06,UNKNOWN,1.071429,15,,,,,UNKNOWN,14,0.92,,4,,3,3,2
,,,,,,,,,,,,,,5,,5,,,,5,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.22,0.22,,,0.22,,34.375,34.375,0,2025-12-06,2025-12-06,UNKNOWN,1,32,,,,,UNKNOWN,32,1.1,,2,,2,1,1
,161,,,41,23,23,161,,,,,1,,604,1,604,3,2,,560,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,45,UNKNOWN,,1.722439,"[{'action_type': 'outbound_click', 'value': '1.722439'}]",1.722439,3.070435,0.438634,,0.116921,0.116921,23.54,,0.126107,1.569333,25.257511,29.037829,1.609442,2025-12-06,2025-12-06,UNKNOWN,1.149671,2796,1.466381,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '1.466381'}]",UNKNOWN,2432,70.62,59,3,55,284,138,88
