action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,7,,,,,,,,,,132,1,132,3,2,,122,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,,0.361429,"[{'action_type': 'outbound_click', 'value': '0.361429'}]",0.361429,,,,0.019167,0.019167,0.843333,,0.020738,0.361429,10.411523,10.497925,2.880658,2025-12-04,2025-12-04,1.008299,male,243,2.880658,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.880658'}]",241,2.53,10,5,8,109,53,40
,,,,,,,,,,,,,,13,,13,,,,13,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.025385,0.025385,,,0.025385,,14.347826,14.347826,0,2025-12-04,2025-12-04,1,unknown,23,,,,,23,0.33,1,4,1,10,4,4
,,,,,,,,,,,,,,1,,1,,,,1,,6920230659184,03_blackbodysuit_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-04,2025-12-04,1,female,2,,,,,2,0.01,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920230659184,03_blackbodysuit_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.02,1,6,1,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920230659184,03_blackbodysuit_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0,,5,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920231203584,04_fbg_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.05,,3,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920231203584,04_fbg_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.1,0.1,,,0.1,,22.222222,28.571429,0,2025-12-04,2025-12-04,1.285714,male,9,,,,,7,0.2,,1,,1,,
,,,,1,,,,,,,,,,2,,2,,,,1,,6920231786584,05_greendress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,,,0.03,0.03,,,0.06,0.06,30,30,50,2025-12-04,2025-12-04,1,female,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.06,1,10,1,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920231786584,05_greendress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.11,0.11,,,0.11,,55,55,0,2025-12-04,2025-12-04,1,male,2,,,,,2,0.11,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920232153584,06_green hair_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-04,2025-12-04,1,male,2,,,,,2,0.01,1,12,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6920232426184,07_nose ring_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920233658384,08_Red dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0,,5,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920233824384,09_red lipstick_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-12-04,2025-12-04,1,female,4,,,,,4,0.08,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920233824384,09_red lipstick_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.07,0.07,,,0.07,,11.666667,17.5,0,2025-12-04,2025-12-04,1.5,male,6,,,,,4,0.07,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920233824384,09_red lipstick_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920234269584,10_Red pants_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,7,,1,,
,,,,,,,,,,,,,,7,,7,,,,7,,6920234806984,11_yellow dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.027143,0.027143,,,0.027143,,7.6,7.916667,0,2025-12-04,2025-12-04,1.041667,female,25,,,,,24,0.19,,2,,6,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6920234806984,11_yellow dress_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.06,0.06,,,0.06,,12,12,0,2025-12-04,2025-12-04,1,male,5,,,,,5,0.06,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920249722184,02_jesus_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,7.5,7.5,0,2025-12-04,2025-12-04,1,male,4,,,,,4,0.03,,5,,1,1,1
,18,,,11,3,3,18,,,,,,,155,1,155,9,8,,135,,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,11,,0.27,"[{'action_type': 'outbound_click', 'value': '0.27'}]",0.27,0.99,0.165,,0.019161,0.019161,0.33,,0.022,0.27,10.879121,11.335878,4.029304,2025-12-04,2025-12-04,1.041985,female,273,4.029304,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '4.029304'}]",262,2.97,19,5,17,117,70,44
1,624,7,1,278,64,64,624,1,1,,,1,1,4223,21,4223,71,49,1,3874,1,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,278,"[{'action_type': 'subscribe_mobile_app', 'value': '77.94'}, {'action_type': 'subscribe_total', 'value': '77.94'}]",0.28036,"[{'action_type': 'outbound_click', 'value': '0.28036'}]",0.28036,1.217813,0.124904,77.94,0.018456,0.018456,1.097746,77.94,0.020119,0.28036,9.376805,10.240441,3.344562,2025-12-04,2025-12-04,1.092104,male,8312,3.344562,278,"[{'action_type': 'outbound_click', 'value': '278'}]","[{'action_type': 'outbound_click', 'value': '3.344562'}]",7611,77.94,446,5,412,3439,1924,1114
,5,1,,4,,,5,,,,,,,21,,21,,,,17,,6920251011584,04_MorganF_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,,0.0975,"[{'action_type': 'outbound_click', 'value': '0.0975'}]",0.0975,,0.078,,0.018571,0.018571,,,0.022941,0.0975,8.478261,9.285714,8.695652,2025-12-04,2025-12-04,1.095238,unknown,46,8.695652,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '8.695652'}]",42,0.39,3,4,3,15,8,6
,,,,,,,,,,,,,,,,,,,,,,6920251233984,05_Snoop_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,3.333333,3.333333,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920251657184,06_WillS_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,7,,1,,
,,,,,,,,,,,,,,23,,23,,,,23,,6920251657184,06_WillS_Nuthin But A G Thang,6920236297184,Test_F_GThang,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.028696,0.028696,,,0.028696,,8.684211,9.041096,0,2025-12-04,2025-12-04,1.041096,male,76,,,,,73,0.66,4,4,4,21,8,6
,49,4,,73,5,5,49,,,,,,,1067,3,1067,16,13,,978,,6920980158184,01_Eddie_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,72,,0.299041,"[{'action_type': 'outbound_click', 'value': '0.299041'}]",0.299041,4.366,0.44551,,0.020459,0.020459,1.364375,,0.022321,0.303194,10.774926,11.831978,3.553801,2025-12-04,2025-12-04,1.098103,female,2026,3.603159,73,"[{'action_type': 'outbound_click', 'value': '73'}]","[{'action_type': 'outbound_click', 'value': '3.603159'}]",1845,21.83,169,6,162,897,517,356
,239,7,,153,25,25,239,,,3,3,,,2077,7,2077,26,16,,1898,,6920980158184,01_Eddie_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,147,,0.282353,"[{'action_type': 'outbound_click', 'value': '0.282353'}]",0.282353,1.728,0.180753,,0.020799,0.020799,1.661538,,0.022761,0.293878,9.734114,11.071246,3.312303,2025-12-04,2025-12-04,1.137365,male,4438,3.447499,153,"[{'action_type': 'outbound_click', 'value': '153'}]","[{'action_type': 'outbound_click', 'value': '3.447499'}]",3902,43.2,256,5,241,1695,911,628
,,,,1,,,,,,,,,,25,1,25,2,1,,22,,6920980158184,01_Eddie_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,1,,0.46,"[{'action_type': 'outbound_click', 'value': '0.46'}]",0.46,,,,0.0184,0.0184,0.23,,0.020909,0.46,12.432432,14.83871,2.702703,2025-12-04,2025-12-04,1.193548,unknown,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",31,0.46,4,7,4,20,10,7
,,,,,,,,,,,,,,1,,1,,,,1,,6920984249384,02_Jesus_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.04,,2,,1,,
,,,,2,,,,,,,,,,51,1,51,1,,,48,,6920985136984,03_lebron_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,2,,0.565,"[{'action_type': 'outbound_click', 'value': '0.565'}]",0.565,,,,0.022157,0.022157,1.13,,0.023542,0.565,10.089286,11.3,1.785714,2025-12-04,2025-12-04,1.12,female,112,1.785714,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.785714'}]",100,1.13,5,5,4,44,29,21
,108,1,,26,12,12,108,,,,,1,,518,2,518,7,5,,485,,6920985136984,03_lebron_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,26,,0.465,"[{'action_type': 'outbound_click', 'value': '0.465'}]",0.465,1.0075,0.111944,,0.02334,0.02334,1.727143,,0.024928,0.465,9.580032,10.324509,2.060222,2025-12-04,2025-12-04,1.077711,male,1262,2.060222,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '2.060222'}]",1171,12.09,46,5,44,431,251,176
,,,,,,,,,,,,,,,,,,,,,,6920985136984,03_lebron_tsong,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-04,2025-12-04,1,unknown,3,,,,,3,0.05,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920988287784,04_MorganF_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,10,,1,1,
,,,,1,,,,,,,,,,4,,4,,,,3,,6920988287784,04_MorganF_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,1,,0.04,"[{'action_type': 'outbound_click', 'value': '0.04'}]",0.04,,,,0.01,0.01,,,0.013333,0.04,8,8,20,2025-12-04,2025-12-04,1,male,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.04,,4,,3,1,
,,,,,,,,,,,,,,,,,,,,,,6920988497984,05_SamJ_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920988497984,05_SamJ_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,unknown,2,,,,,2,0,,2,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920988705984,06_Snoop_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.015,0.015,,,0.015,,10,10,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.03,,4,,2,,
,,,,,,,,,,,,,,4,,4,1,1,,3,,6920988705984,06_Snoop_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.0225,0.0225,0.09,,0.03,,8.181818,9,0,2025-12-04,2025-12-04,1.1,male,11,,,,,10,0.09,,2,,3,1,
,,,,1,,,,,,,,,,15,,15,1,1,,13,,6920988839184,07_Rock_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,1,,0.27,"[{'action_type': 'outbound_click', 'value': '0.27'}]",0.27,,,,0.018,0.018,0.27,,0.020769,0.27,11.73913,11.73913,4.347826,2025-12-04,2025-12-04,1,female,23,4.347826,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",23,0.27,1,7,1,10,7,7
,23,,,6,2,2,23,,,,,,,87,2,87,3,1,,78,,6920988839184,07_Rock_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,6,,0.35,"[{'action_type': 'outbound_click', 'value': '0.35'}]",0.35,1.05,0.091304,,0.024138,0.024138,0.7,,0.026923,0.35,10.294118,11.170213,2.941176,2025-12-04,2025-12-04,1.085106,male,204,2.941176,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",188,2.1,13,4,12,69,40,27
,,,,,,,,,,,,,,,,,,,,,,6920989126984,08_TomC_Thong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,11,,11,,,,11,,6920989556584,09_WillS_hong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.026364,0.026364,,,0.026364,,7.631579,7.631579,0,2025-12-04,2025-12-04,1,female,38,,,,,38,0.29,,3,,11,5,4
,22,,,8,1,1,22,,,,,,,97,,97,1,1,,88,,6920989556584,09_WillS_hong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,8,,0.345,"[{'action_type': 'outbound_click', 'value': '0.345'}]",0.345,2.76,0.125455,,0.028454,0.028454,2.76,,0.031364,0.345,10.415094,11.219512,3.018868,2025-12-04,2025-12-04,1.077236,male,265,3.018868,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '3.018868'}]",246,2.76,17,4,17,74,47,34
,,,,,,,,,,,,,,,,,,,,,,6920989556584,09_WillS_hong Song,6920922044384,Gospel_Singing_251203,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920992821584,04 will_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.035,0.035,,,0.035,,8.75,8.75,0,2025-12-04,2025-12-04,1,male,8,,,,,8,0.07,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920992821984,02 snoop_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0,,0,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992821984,02 snoop_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.31,0.31,,,0.31,,31,34.444444,0,2025-12-04,2025-12-04,1.111111,male,10,,,,,9,0.31,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992822184,03 will_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.06,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992822384,04 Will_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0,,3,,,,
,,,,4,,,,,,,,,,94,,94,4,4,,86,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.335,"[{'action_type': 'outbound_click', 'value': '1.335'}]",1.335,,,,0.056809,0.056809,1.335,,0.062093,1.335,24.495413,25.308057,1.834862,2025-12-04,2025-12-04,1.033175,female,218,1.834862,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.834862'}]",211,5.34,10,6,10,78,45,26
2,289,2,,139,28,28,289,2,2,6,6,2,2,2635,5,2635,48,37,2,2448,2,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,150,"[{'action_type': 'subscribe_mobile_app', 'value': '63.79'}, {'action_type': 'subscribe_total', 'value': '63.79'}]",0.917842,"[{'action_type': 'outbound_click', 'value': '0.917842'}]",0.917842,4.556429,0.441453,63.79,0.048417,0.048417,2.657917,63.79,0.052116,0.850533,21.786202,23.070524,2.561475,2025-12-04,2025-12-04,1.058951,male,5856,2.373634,139,"[{'action_type': 'outbound_click', 'value': '139'}]","[{'action_type': 'outbound_click', 'value': '2.373634'}]",5530,127.58,292,4,281,2193,1187,735
,,,,,,,,,,,,,,17,,17,,,,17,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,,,,,,,0.054706,0.054706,,,0.054706,0.93,18.6,19.375,2,2025-12-04,2025-12-04,1.041667,unknown,50,,,,,48,0.93,3,4,3,17,12,8
,,,,,,,,,,,,,,5,,5,,,,5,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.054,0.054,,,0.054,,12.857143,13.5,0,2025-12-04,2025-12-04,1.05,male,21,,,,,20,0.27,1,2,1,5,2,1
,,,,,,,,,,,,,,,,,,,,,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920992822984,02 Mike_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.035,0.035,,,0.035,,11.666667,11.666667,0,2025-12-04,2025-12-04,1,male,6,,,,,6,0.07,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,20,0,2025-12-04,2025-12-04,2,female,2,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992823184,03 Snoop_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0.06,,8,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992823384,02 Timothy_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.21,0.21,,,0.21,,35,35,0,2025-12-04,2025-12-04,1,male,6,,,,,6,0.21,,2,,1,,
,3,,,1,,,3,,,,,,,10,,10,,,,9,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.5,"[{'action_type': 'outbound_click', 'value': '0.5'}]",0.5,,0.166667,,0.05,0.05,,,0.055556,0.5,18.518519,18.518519,3.703704,2025-12-04,2025-12-04,1,female,27,3.703704,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.703704'}]",27,0.5,1,4,1,7,4,3
,45,,,9,2,2,45,,,,,,,241,,241,1,1,,231,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,10,,1.117778,"[{'action_type': 'outbound_click', 'value': '1.117778'}]",1.117778,5.03,0.223556,,0.041743,0.041743,10.06,,0.04355,1.006,19.420849,20.200803,1.930502,2025-12-04,2025-12-04,1.040161,male,518,1.737452,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.737452'}]",498,10.06,17,4,17,214,117,57
,,,,,,,,,,,,,,3,,3,,,,3,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,15,17.142857,0,2025-12-04,2025-12-04,1.142857,unknown,8,,,,,7,0.12,,3,,3,1,
,,,,,,,,,,,,,,2,,2,1,1,,1,,6920992823784,02 Mike_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,0.04,,0.04,,40,40,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.04,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992823784,02 Mike_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.06,1,11,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.03,,1,,,,
,4,,,1,1,1,4,,,,,,,12,,12,,,,11,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.8,"[{'action_type': 'outbound_click', 'value': '0.8'}]",0.8,0.8,0.2,,0.066667,0.066667,,,0.072727,0.8,20,22.857143,2.5,2025-12-04,2025-12-04,1.142857,male,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",35,0.8,3,6,3,11,7,4
,,,,,,,,,,,,,,,,,,,,,,6920992824584,01 Jesus_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,60,0,2025-12-04,2025-12-04,2,female,2,,,,,1,0.06,,1,,,,
