action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,2,,,2,,,2,,,,,,,,10,,10,,,,8,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,0.14,,0.028,0.028,,,0.035,0.28,11.666667,11.666667,4.166667,2025-12-10,2025-12-10,1,24,8.333333,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",24,0.28,1,4,1,7,6,4
,,,,,,,,,,,,,,,40,1,40,1,,,39,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0355,0.0355,1.42,,0.03641,,12.45614,12.678571,0,2025-12-10,2025-12-10,1.017857,114,,,,,112,1.42,3,4,2,37,25,15
,22,,,1,1,1,22,,,,,,,,24,,24,,,,23,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,"[{'action_type': 'subscribe_mobile_app', 'value': '1.2'}, {'action_type': 'subscribe_total', 'value': '1.2'}, {'action_type': 'start_trial_mobile_app', 'value': '1.2'}, {'action_type': 'start_trial_total', 'value': '1.2'}]",1.2,"[{'action_type': 'outbound_click', 'value': '1.2'}]",1.2,1.2,0.054545,,0.05,0.05,,,0.052174,1.2,17.910448,18.461538,1.492537,2025-12-10,2025-12-10,1.030769,67,1.492537,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.492537'}]",65,1.2,3,4,3,21,10,7
,,,,,,,,,,,,,,,4,,4,,,,4,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,21.538462,21.538462,0,2025-12-10,2025-12-10,1,13,,,,,13,0.28,,2,,3,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-10,2025-12-10,1,3,,,,,3,0.02,,2,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,15.714286,15.714286,0,2025-12-10,2025-12-10,1,7,,,,,7,0.11,1,4,1,2,2,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.015,0.015,,,0.015,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,,7,,2,1,
,2,,,,,,2,,,,,,,,,,,,,,,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,1,0.03,,12,,1,1,
,,,,,,,,,,,,,,,2,,2,,,,2,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,2,,,,,2,0.02,,8,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-12-10,2025-12-10,1,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-12-10,2025-12-10,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,1,0.02,,3,,,,
,25,,,3,2,2,25,,,3,,,,,154,,154,3,3,,148,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,2.1,"[{'action_type': 'outbound_click', 'value': '2.1'}]",2.1,3.15,0.252,,0.040909,0.040909,2.1,,0.042568,1.26,11.666667,12.6,0.925926,2025-12-10,2025-12-10,1.08,540,0.555556,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.555556'}]",500,6.3,14,3,14,128,69,50
,100,,,23,7,7,100,,,5,,,,,1047,,1047,5,5,,1019,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,28,"[{'action_type': 'subscribe_mobile_app', 'value': '17.795'}, {'action_type': 'subscribe_total', 'value': '17.795'}, {'action_type': 'start_trial_mobile_app', 'value': '17.795'}, {'action_type': 'start_trial_total', 'value': '17.795'}]",1.547391,"[{'action_type': 'outbound_click', 'value': '1.547391'}]",1.547391,5.084286,0.3559,,0.033992,0.033992,7.118,,0.034926,1.271071,12.200891,12.927715,0.95989,2025-12-10,2025-12-10,1.059571,2917,0.788481,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '0.788481'}]",2753,35.59,106,4,105,894,452,284
,200,1,,49,16,16,200,,,13,,,,,1622,1,1622,14,13,,1559,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,54,"[{'action_type': 'subscribe_mobile_app', 'value': '13.3775'}, {'action_type': 'subscribe_total', 'value': '13.3775'}, {'action_type': 'start_trial_mobile_app', 'value': '13.3775'}, {'action_type': 'start_trial_total', 'value': '13.3775'}]",1.092041,"[{'action_type': 'outbound_click', 'value': '1.092041'}]",1.092041,3.344375,0.26755,,0.03299,0.03299,3.822143,,0.034323,0.990926,13.370815,14.148599,1.349325,2025-12-10,2025-12-10,1.05817,4002,1.224388,49,"[{'action_type': 'outbound_click', 'value': '49'}]","[{'action_type': 'outbound_click', 'value': '1.224388'}]",3782,53.51,138,5,137,1382,678,413
,208,,,20,8,8,208,,,9,,,,,807,,807,9,9,,778,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,20,"[{'action_type': 'subscribe_mobile_app', 'value': '7.1975'}, {'action_type': 'subscribe_total', 'value': '7.1975'}, {'action_type': 'start_trial_mobile_app', 'value': '9.596667'}, {'action_type': 'start_trial_total', 'value': '9.596667'}]",1.4395,"[{'action_type': 'outbound_click', 'value': '1.4395'}]",1.4395,3.59875,0.138413,,0.035675,0.035675,3.198889,,0.037005,1.4395,17.147111,17.39577,1.191185,2025-12-10,2025-12-10,1.014502,1679,1.191185,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.191185'}]",1655,28.79,68,5,66,705,376,215
,,,,5,,,,,,1,,,,,101,,101,1,1,,95,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,0.946,"[{'action_type': 'outbound_click', 'value': '0.946'}]",0.946,,,,0.046832,0.046832,4.73,,0.049789,1.1825,25.026455,25.846995,2.116402,2025-12-10,2025-12-10,1.032787,189,2.645503,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.645503'}]",183,4.73,8,5,8,87,44,26
,,,,,,,,,,,,,,,27,,27,,,,27,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.031852,0.031852,,,0.031852,,12.835821,13.230769,0,2025-12-10,2025-12-10,1.030769,67,,,,,65,0.86,2,4,2,24,12,8
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,,2,,1,,
,2,,,,,,2,,,,,,,,3,,3,,,,3,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.13,,0.086667,0.086667,,,0.086667,,37.142857,37.142857,0,2025-12-10,2025-12-10,1,7,,,,,7,0.26,,3,,3,1,
,,,,,,,,,,,,,,,,,,,,,,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,7,,7,,,,7,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,15.3125,15.3125,0,2025-12-10,2025-12-10,1,32,,,,,32,0.49,,2,,4,,
,10,,,2,,,10,,,,,,,,25,,25,,,,23,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.575,"[{'action_type': 'outbound_click', 'value': '0.575'}]",0.575,,0.115,,0.046,0.046,,,0.05,0.575,22.54902,25.555556,3.921569,2025-12-10,2025-12-10,1.133333,51,3.921569,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.921569'}]",45,1.15,3,4,3,23,8,4
,,,,,,,,,,,,,,,6,,6,,,,6,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.063333,0.063333,,,0.063333,,18.095238,18.095238,0,2025-12-10,2025-12-10,1,21,,,,,21,0.38,1,3,1,6,2,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-10,2025-12-10,1,4,,,,,4,0.06,,3,,2,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480184,04 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-10,2025-12-10,1,1,,,,,1,0.04,,6,,1,,
,5,,,1,1,1,5,,,,,,,,2,,2,,,,1,,6917505480384,05 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.03,"[{'action_type': 'outbound_click', 'value': '0.03'}]",0.03,0.03,0.006,,0.015,0.015,,,0.03,0.03,30,30,100,2025-12-10,2025-12-10,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.03,,8,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6917505480384,05 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-10,2025-12-10,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.14,0.14,,,0.14,,35,35,0,2025-12-10,2025-12-10,1,4,,,,,4,0.14,,5,,1,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.15,0.15,,,0.15,,15.517241,16.071429,0,2025-12-10,2025-12-10,1.035714,29,,,,,28,0.45,,2,,3,2,
,,,,,,,,,,,,,,,8,,8,,,,8,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07625,0.07625,,,0.07625,,22.592593,24.4,0,2025-12-10,2025-12-10,1.08,27,,,,,25,0.61,1,3,1,6,3,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.15,0.15,,,0.15,,30,30,0,2025-12-10,2025-12-10,1,5,,,,,5,0.15,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-10,2025-12-10,1,1,,,,,1,0.03,,10,,1,1,
,,,,1,,,,,,1,,,,,20,,20,1,1,,18,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.88,"[{'action_type': 'outbound_click', 'value': '1.88'}]",1.88,,,,0.094,0.094,1.88,,0.104444,1.88,18.613861,19.583333,0.990099,2025-12-10,2025-12-10,1.052083,101,0.990099,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.990099'}]",96,1.88,,2,,15,6,2
,126,1,,17,12,12,126,,,10,,,,,471,,471,10,10,,444,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,18,"[{'action_type': 'subscribe_mobile_app', 'value': '6.69'}, {'action_type': 'subscribe_total', 'value': '6.69'}, {'action_type': 'start_trial_mobile_app', 'value': '4.46'}, {'action_type': 'start_trial_total', 'value': '4.46'}]",1.574118,"[{'action_type': 'outbound_click', 'value': '1.574118'}]",1.574118,2.23,0.212381,,0.056815,0.056815,2.676,,0.06027,1.486667,15.806261,17.197943,1.063201,2025-12-10,2025-12-10,1.088046,1693,1.004135,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.004135'}]",1556,26.76,41,3,38,392,184,116
,414,3,,65,23,23,414,,,19,1,1,,,1480,1,1480,21,19,,1394,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,67,"[{'action_type': 'subscribe_mobile_app', 'value': '7.628'}, {'action_type': 'subscribe_total', 'value': '7.628'}, {'action_type': 'start_trial_mobile_app', 'value': '6.356667'}, {'action_type': 'start_trial_total', 'value': '6.356667'}]",1.173538,"[{'action_type': 'outbound_click', 'value': '1.173538'}]",1.173538,3.316522,0.184251,,0.051541,0.051541,3.632381,,0.05472,1.138507,16.429033,18.161905,1.443033,2025-12-10,2025-12-10,1.105476,4643,1.399957,65,"[{'action_type': 'outbound_click', 'value': '65'}]","[{'action_type': 'outbound_click', 'value': '1.399957'}]",4200,76.28,131,3,121,1212,572,315
,302,1,,43,24,24,302,,,10,,,,,760,1,760,11,10,,706,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,47,"[{'action_type': 'subscribe_mobile_app', 'value': '4.5025'}, {'action_type': 'subscribe_total', 'value': '4.5025'}, {'action_type': 'start_trial_mobile_app', 'value': '4.002222'}, {'action_type': 'start_trial_total', 'value': '4.002222'}]",0.837674,"[{'action_type': 'outbound_click', 'value': '0.837674'}]",0.837674,1.500833,0.119272,,0.047395,0.047395,3.274545,,0.05102,0.766383,19.118896,20.820809,2.494692,2025-12-10,2025-12-10,1.089017,1884,2.282378,43,"[{'action_type': 'outbound_click', 'value': '43'}]","[{'action_type': 'outbound_click', 'value': '2.282378'}]",1730,36.02,88,4,85,598,332,200
,,,,4,,,,,,1,,,,,70,,70,1,1,,65,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,0.8275,"[{'action_type': 'outbound_click', 'value': '0.8275'}]",0.8275,,,,0.047286,0.047286,3.31,,0.050923,1.103333,24.701493,26.269841,2.238806,2025-12-10,2025-12-10,1.063492,134,2.985075,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.985075'}]",126,3.31,7,5,6,60,35,23
,,,,,,,,,,,,,,,9,,9,,,,9,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,17.142857,17.142857,0,2025-12-10,2025-12-10,1,21,,,,,21,0.36,,4,,9,3,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-10,2025-12-10,1,2,,,,,2,0.02,,3,,1,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055,0.055,,,0.055,,12.941176,12.941176,0,2025-12-10,2025-12-10,1,17,,,,,17,0.22,1,4,1,4,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6917505481984,12 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,,,,0.053333,0.053333,,,0.053333,0.16,26.666667,32,16.666667,2025-12-10,2025-12-10,1.2,6,,,,,5,0.16,1,12,1,3,2,1
,,,,,,,,,,,,,,,19,,19,,,,19,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.053684,0.053684,,,0.053684,,26.842105,27.567568,0,2025-12-10,2025-12-10,1.027027,38,,,,,37,1.02,1,4,1,14,6,5
,,,,4,,,,,,,,,,,72,,72,,,,68,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,4,,0.865,"[{'action_type': 'outbound_click', 'value': '0.865'}]",0.865,,,,0.048056,0.048056,,,0.050882,0.865,16.093023,16.320755,1.860465,2025-12-10,2025-12-10,1.014151,215,1.860465,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.860465'}]",212,3.46,8,4,8,61,34,19
,37,,,24,6,6,37,,,9,1,1,,,622,,622,10,9,,588,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,27,"[{'action_type': 'subscribe_mobile_app', 'value': '32.46'}, {'action_type': 'subscribe_total', 'value': '32.46'}, {'action_type': 'start_trial_mobile_app', 'value': '32.46'}, {'action_type': 'start_trial_total', 'value': '32.46'}]",1.3525,"[{'action_type': 'outbound_click', 'value': '1.3525'}]",1.3525,5.41,0.877297,,0.052187,0.052187,3.246,,0.055204,1.202222,19.530686,20.351097,1.624549,2025-12-10,2025-12-10,1.042006,1662,1.444043,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.444043'}]",1595,32.46,60,4,60,515,264,158
,275,,,71,17,17,275,,,10,1,1,,,1864,2,1864,13,10,,1780,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,76,"[{'action_type': 'subscribe_mobile_app', 'value': '32.136667'}, {'action_type': 'subscribe_total', 'value': '32.136667'}, {'action_type': 'start_trial_mobile_app', 'value': '24.1025'}, {'action_type': 'start_trial_total', 'value': '24.1025'}]",1.357887,"[{'action_type': 'outbound_click', 'value': '1.357887'}]",1.357887,5.671176,0.350582,,0.051722,0.051722,7.416154,,0.054163,1.268553,23.46313,23.46313,1.849598,2025-12-10,2025-12-10,1,4109,1.727914,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.727914'}]",4109,96.41,209,5,204,1604,851,507
,156,,,28,15,15,156,,,8,1,1,,,690,2,690,11,8,,651,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,26,"[{'action_type': 'subscribe_mobile_app', 'value': '15.98'}, {'action_type': 'subscribe_total', 'value': '15.98'}, {'action_type': 'start_trial_mobile_app', 'value': '15.98'}, {'action_type': 'start_trial_total', 'value': '15.98'}]",1.141429,"[{'action_type': 'outbound_click', 'value': '1.141429'}]",1.141429,2.130667,0.204872,,0.046319,0.046319,2.905455,,0.049094,1.229231,26.239737,27.246377,2.134647,2025-12-10,2025-12-10,1.038363,1218,2.298851,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '2.298851'}]",1173,31.96,91,5,88,587,347,223
,52,,,5,3,3,52,,,1,,,,,105,,105,1,1,,99,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,5,"[{'action_type': 'subscribe_mobile_app', 'value': '5.59'}, {'action_type': 'subscribe_total', 'value': '5.59'}, {'action_type': 'start_trial_mobile_app', 'value': '5.59'}, {'action_type': 'start_trial_total', 'value': '5.59'}]",1.118,"[{'action_type': 'outbound_click', 'value': '1.118'}]",1.118,1.863333,0.1075,,0.053238,0.053238,5.59,,0.056465,1.118,31.942857,32.690058,2.857143,2025-12-10,2025-12-10,1.023392,175,2.857143,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",171,5.59,20,6,19,94,57,36
,,,,,,,,,,,,,,,4,,4,,,,4,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-10,2025-12-10,1,12,,,,,12,0.16,,4,,4,3,1
