action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,548,2,,72,35,35,548,,,,27,,,3,,1725,1,1725,31,30,,1622,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,70,"[{'action_type': 'subscribe_mobile_app', 'value': '13.108571'}, {'action_type': 'subscribe_total', 'value': '13.108571'}, {'action_type': 'start_trial_mobile_app', 'value': '10.195556'}, {'action_type': 'start_trial_total', 'value': '10.195556'}]",1.274444,"[{'action_type': 'outbound_click', 'value': '1.274444'}]",1.274444,2.621714,0.167445,,0.053194,0.053194,2.96,,0.056572,1.310857,29.306931,29.457464,2.235707,2025-12-12,2025-12-12,1.005136,female,3131,2.299585,72,"[{'action_type': 'outbound_click', 'value': '72'}]","[{'action_type': 'outbound_click', 'value': '2.299585'}]",3115,91.76,285,6,261,1523,956,713
,34,,,4,,,34,,,,1,,,,,87,,87,1,1,,82,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,5,"[{'action_type': 'subscribe_mobile_app', 'value': '5.83'}, {'action_type': 'subscribe_total', 'value': '5.83'}]",1.4575,"[{'action_type': 'outbound_click', 'value': '1.4575'}]",1.4575,,0.171471,,0.067011,0.067011,5.83,,0.071098,1.166,28.300971,31.176471,2.427184,2025-12-12,2025-12-12,1.101604,male,206,1.941748,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.941748'}]",187,5.83,17,5,17,72,50,34
,,,,,,,,,,,,,,,,6,,6,,,,6,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.046667,0.046667,,,0.046667,,20,21.538462,0,2025-12-12,2025-12-12,1.076923,unknown,14,,,,,13,0.28,,3,,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-12,2025-12-12,1,unknown,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.05,,5,,1,,
,14,,,4,1,1,14,,,,4,,,,,110,,110,4,4,,102,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.8375,"[{'action_type': 'outbound_click', 'value': '1.8375'}]",1.8375,7.35,0.525,,0.066818,0.066818,1.8375,,0.072059,2.45,31.410256,31.681034,1.282051,2025-12-12,2025-12-12,1.008621,female,234,1.709402,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.709402'}]",232,7.35,4,4,4,92,37,17
,401,1,,53,26,26,401,,,,25,2,2,,,1835,4,1835,31,25,,1751,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,63,"[{'action_type': 'subscribe_mobile_app', 'value': '14.966667'}, {'action_type': 'subscribe_total', 'value': '14.966667'}, {'action_type': 'start_trial_mobile_app', 'value': '14.966667'}, {'action_type': 'start_trial_total', 'value': '14.966667'}]",1.69434,"[{'action_type': 'outbound_click', 'value': '1.69434'}]",1.69434,3.453846,0.22394,,0.048937,0.048937,2.896774,,0.051285,1.425397,23.78178,24.67033,1.668432,2025-12-12,2025-12-12,1.037363,male,3776,1.403602,53,"[{'action_type': 'outbound_click', 'value': '53'}]","[{'action_type': 'outbound_click', 'value': '1.403602'}]",3640,89.8,143,4,137,1527,749,416
,,,,1,,,,,,,1,,,,,16,,16,1,1,,14,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.8,"[{'action_type': 'outbound_click', 'value': '0.8'}]",0.8,,,,0.05,0.05,0.8,,0.057143,0.8,26.666667,27.586207,3.333333,2025-12-12,2025-12-12,1.034483,unknown,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",29,0.8,,5,,13,8,5
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.02,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-12,2025-12-12,1,male,3,,,,,3,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-12,2025-12-12,1,female,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506784,10_Red pants_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.04,,1,,,,
,235,2,,60,18,18,235,,,,19,,,,,1825,1,1825,20,19,,1745,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,58,"[{'action_type': 'subscribe_mobile_app', 'value': '22.74'}, {'action_type': 'subscribe_total', 'value': '22.74'}, {'action_type': 'start_trial_mobile_app', 'value': '15.16'}, {'action_type': 'start_trial_total', 'value': '15.16'}]",1.516,"[{'action_type': 'outbound_click', 'value': '1.516'}]",1.516,5.053333,0.387064,,0.049841,0.049841,4.548,,0.052126,1.568276,23.70602,25.009623,1.511598,2025-12-12,2025-12-12,1.05499,female,3837,1.563722,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '1.563722'}]",3637,90.96,222,5,200,1563,957,668
,35,,,1,,,35,,,,,,,,,51,,51,,,,50,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.49,"[{'action_type': 'outbound_click', 'value': '2.49'}]",2.49,,0.071143,,0.048824,0.048824,,,0.0498,2.49,21.652174,22.432432,0.869565,2025-12-12,2025-12-12,1.036036,male,115,0.869565,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.869565'}]",111,2.49,7,4,7,44,23,16
,,,,,,,,,,,,,,,,10,,10,,,,10,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.056,0.056,,,0.056,,25.454545,26.666667,0,2025-12-12,2025-12-12,1.047619,unknown,22,,,,,21,0.56,3,6,3,9,7,4
,,,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,35,35,0,2025-12-12,2025-12-12,1,female,2,,,,,2,0.07,,1,,,,
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.66,"[{'action_type': 'outbound_click', 'value': '0.66'}]",0.66,,,,0.33,0.33,,,0.66,0.66,660,660,100,2025-12-12,2025-12-12,1,male,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.66,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,60,60,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.12,,1,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.055,0.055,,,0.055,,27.5,27.5,0,2025-12-12,2025-12-12,1,female,4,,,,,4,0.11,1,5,1,2,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.04,1,14,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.02,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.02,,1,,,,
,202,1,1,35,13,13,202,,,,7,,,,,1027,,1027,8,7,,984,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,37,"[{'action_type': 'subscribe_mobile_app', 'value': '32.785'}, {'action_type': 'subscribe_total', 'value': '32.785'}, {'action_type': 'start_trial_mobile_app', 'value': '21.856667'}, {'action_type': 'start_trial_total', 'value': '21.856667'}]",1.873429,"[{'action_type': 'outbound_click', 'value': '1.873429'}]",1.873429,5.043846,0.324604,,0.063846,0.063846,8.19625,,0.066636,1.772162,29.443197,30.511866,1.661428,2025-12-12,2025-12-12,1.036296,female,2227,1.571621,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.571621'}]",2149,65.57,87,5,87,878,499,320
,1,,,2,,,1,,,,1,,,,,119,,119,1,1,,116,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,3.785,"[{'action_type': 'outbound_click', 'value': '3.785'}]",3.785,,7.57,,0.063613,0.063613,7.57,,0.065259,3.785,21.815562,23.079268,0.576369,2025-12-12,2025-12-12,1.057927,male,347,0.576369,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.576369'}]",328,7.57,15,4,13,100,64,44
,,,,,,,,,,,,,,,,7,,7,,,,7,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.065714,0.065714,,,0.065714,,27.058824,27.058824,0,2025-12-12,2025-12-12,1,unknown,17,,,,,17,0.46,2,5,2,5,3,2
,,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.24,0.24,,,0.24,,240,240,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.24,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-12,2025-12-12,1,female,2,,,,,2,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0.04,,0,,,,
,117,,,12,3,3,117,,,,3,,,1,,324,,324,4,4,,308,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,11,"[{'action_type': 'subscribe_mobile_app', 'value': '6.12'}, {'action_type': 'subscribe_total', 'value': '6.12'}, {'action_type': 'start_trial_mobile_app', 'value': '6.12'}, {'action_type': 'start_trial_total', 'value': '6.12'}]",1.53,"[{'action_type': 'outbound_click', 'value': '1.53'}]",1.53,6.12,0.156923,,0.056667,0.056667,4.59,,0.05961,1.669091,27.987805,28.553655,1.676829,2025-12-12,2025-12-12,1.020218,female,656,1.829268,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.829268'}]",643,18.36,45,5,42,280,159,129
,30,,,2,1,1,30,,,,1,,,,,52,,52,1,1,,49,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,"[{'action_type': 'subscribe_mobile_app', 'value': '2.7'}, {'action_type': 'subscribe_total', 'value': '2.7'}, {'action_type': 'start_trial_mobile_app', 'value': '2.7'}, {'action_type': 'start_trial_total', 'value': '2.7'}]",1.35,"[{'action_type': 'outbound_click', 'value': '1.35'}]",1.35,2.7,0.09,,0.051923,0.051923,2.7,,0.055102,0.9,25.233645,26.732673,2.803738,2025-12-12,2025-12-12,1.059406,male,107,1.869159,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.869159'}]",101,2.7,2,4,2,44,21,17
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.055,0.055,,,0.055,,18.333333,18.333333,0,2025-12-12,2025-12-12,1,unknown,6,,,,,6,0.11,,5,,2,1,1
,1,,,,,,1,,,,,,,,,,,,,,,,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,female,0,,,,,0,0,,,,,,
,28,,,,,,28,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,,,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,male,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.02,,1,,,,
,263,1,,47,27,27,263,,,,24,2,2,1,,1828,2,1828,29,25,,1752,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,68,"[{'action_type': 'subscribe_mobile_app', 'value': '21.2475'}, {'action_type': 'subscribe_total', 'value': '21.2475'}, {'action_type': 'start_trial_mobile_app', 'value': '16.998'}, {'action_type': 'start_trial_total', 'value': '16.998'}]",1.808298,"[{'action_type': 'outbound_click', 'value': '1.808298'}]",1.808298,3.147778,0.323156,,0.046493,0.046493,2.93069,,0.04851,1.249853,16.483708,16.664706,1.318852,2025-12-12,2025-12-12,1.01098,female,5156,0.911559,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '0.911559'}]",5100,84.99,131,4,126,1575,759,455
,5,,,4,,,5,,,,3,,,,,188,,188,3,3,,181,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,9,,1.985,"[{'action_type': 'outbound_click', 'value': '1.985'}]",1.985,,1.588,,0.042234,0.042234,2.646667,,0.043867,0.882222,16.751055,16.893617,1.898734,2025-12-12,2025-12-12,1.008511,male,474,0.843882,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.843882'}]",470,7.94,14,6,14,163,80,46
,,,,1,,,,,,,1,,,,,14,,14,1,1,,12,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.68,"[{'action_type': 'outbound_click', 'value': '0.68'}]",0.68,,,,0.048571,0.048571,0.68,,0.056667,0.68,18.378378,18.378378,2.702703,2025-12-12,2025-12-12,1,unknown,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",37,0.68,1,3,1,11,6,3
,8,,,1,,,8,,,,,,,,,25,,25,,,,24,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.25,"[{'action_type': 'outbound_click', 'value': '1.25'}]",1.25,,0.15625,,0.05,0.05,,,0.052083,0.625,15.625,16.025641,2.5,2025-12-12,2025-12-12,1.025641,female,80,1.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.25'}]",78,1.25,5,5,5,20,10,8
,38,,,5,4,4,38,,,,,,,,,83,,83,,,,78,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,"[{'action_type': 'subscribe_mobile_app', 'value': '2.465'}, {'action_type': 'subscribe_total', 'value': '2.465'}, {'action_type': 'start_trial_mobile_app', 'value': '2.465'}, {'action_type': 'start_trial_total', 'value': '2.465'}]",0.986,"[{'action_type': 'outbound_click', 'value': '0.986'}]",0.986,1.2325,0.129737,,0.059398,0.059398,,,0.063205,0.986,17.1777,17.733813,1.74216,2025-12-12,2025-12-12,1.032374,male,287,1.74216,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.74216'}]",278,4.93,7,3,7,64,28,15
,,,,,,,,,,,,,,,,,,,,,,,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,unknown,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.065,0.065,,,0.065,,13,14.444444,0,2025-12-12,2025-12-12,1.111111,male,10,,,,,9,0.13,,2,,1,1,1
,2,,,3,1,1,2,,,,,,,,,65,,65,,,,62,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.313333,"[{'action_type': 'outbound_click', 'value': '1.313333'}]",1.313333,3.94,1.97,,0.060615,0.060615,,,0.063548,1.313333,19.219512,20.205128,1.463415,2025-12-12,2025-12-12,1.051282,female,205,1.463415,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.463415'}]",195,3.94,7,3,6,56,30,18
,32,,,13,2,2,32,,,,3,1,1,,,538,,538,4,3,,521,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '30.74'}, {'action_type': 'subscribe_total', 'value': '30.74'}, {'action_type': 'start_trial_mobile_app', 'value': '30.74'}, {'action_type': 'start_trial_total', 'value': '30.74'}]",2.364615,"[{'action_type': 'outbound_click', 'value': '2.364615'}]",2.364615,15.37,0.960625,,0.057138,0.057138,7.685,,0.059002,1.92125,18.418215,19.357683,0.958658,2025-12-12,2025-12-12,1.051008,male,1669,0.77891,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '0.77891'}]",1588,30.74,55,3,55,464,208,112
,,,,,,,,,,,,,,,,8,,8,,,,8,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.035,0.035,,,0.035,,15.555556,15.555556,0,2025-12-12,2025-12-12,1,unknown,18,,,,,18,0.28,,3,,8,1,
,,,,1,,,,,,,,,,,,8,,8,,,,7,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.28,"[{'action_type': 'outbound_click', 'value': '0.28'}]",0.28,,,,0.035,0.035,,,0.04,0.28,12.727273,14,4.545455,2025-12-12,2025-12-12,1.1,female,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",20,0.28,1,5,1,7,4,3
