action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_conversation_started_7d,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_onsite_conversion.messaging_conversation_started_7d,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,male,2,,,,,2,0.06,,1,,,,
,2,,,3,1,1,2,,,,,,,,,74,,74,,,,71,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,2.236667,"[{'action_type': 'outbound_click', 'value': '2.236667'}]",2.236667,6.71,3.355,,,0.090676,0.090676,,,0.094507,3.355,33.888889,34.410256,1.010101,2025-12-13,2025-12-13,1.015385,female,198,1.515152,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.515152'}]",195,6.71,8,4,8,64,39,26
,,,,,,,,,,,,,,,,5,,5,,,,5,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.164,0.164,,,0.164,,34.166667,34.166667,0,2025-12-13,2025-12-13,1,male,24,,,,,24,0.82,,3,,5,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-13,2025-12-13,1,unknown,2,,,,,2,0.05,,2,,1,,
,2,,,2,,,2,,,,1,,,,,31,,31,1,1,,28,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.005,"[{'action_type': 'outbound_click', 'value': '1.005'}]",1.005,,1.005,,,0.064839,0.064839,2.01,,0.071786,1.005,25.769231,27.162162,2.564103,2025-12-13,2025-12-13,1.054054,female,78,2.564103,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.564103'}]",74,2.01,3,4,3,23,17,12
,4,,,2,,,4,,,,,,,,,35,,35,,,,33,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,1.965,"[{'action_type': 'outbound_click', 'value': '1.965'}]",1.965,,0.9825,,,0.112286,0.112286,,,0.119091,1.31,36.728972,41.808511,2.803738,2025-12-13,2025-12-13,1.138298,male,107,1.869159,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.869159'}]",94,3.93,2,3,2,26,8,4
,,,,,,,,,,,,,,,,,,,,,,,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,unknown,2,,,,,2,0.06,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,male,1,,,,,1,0.01,,1,,,,
,1,,,1,,,1,,,,,,,,,3,,3,,,,2,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.07,"[{'action_type': 'outbound_click', 'value': '0.07'}]",0.07,,0.07,,,0.023333,0.023333,,,0.035,0.07,17.5,17.5,25,2025-12-13,2025-12-13,1,female,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.07,,5,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,25,25,0,2025-12-13,2025-12-13,1,male,2,,,,,2,0.05,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.02,0.02,,,0.02,,10,20,0,2025-12-13,2025-12-13,2,female,2,,,,,1,0.02,1,10,1,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.14,0.14,,,0.14,,23.333333,23.333333,0,2025-12-13,2025-12-13,1,male,6,,,,,6,0.14,,1,,1,,
,,,,1,,,,,,,,,,,,5,,5,,,,4,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,0.16,"[{'action_type': 'outbound_click', 'value': '0.16'}]",0.16,,,,,0.032,0.032,,,0.04,,32,40,0,2025-12-13,2025-12-13,1.25,female,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",4,0.16,3,12,3,4,3,3
,,,,,,,,,,,,,,,,4,,4,,,,4,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.095,0.095,,,0.095,,20,22.352941,0,2025-12-13,2025-12-13,1.117647,female,19,,,,,17,0.38,,2,,4,1,1
,2,,,1,1,1,2,,,,,,,,,13,,13,,,,12,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.85,"[{'action_type': 'outbound_click', 'value': '1.85'}]",1.85,1.85,0.925,,,0.142308,0.142308,,,0.154167,1.85,48.684211,51.388889,2.631579,2025-12-13,2025-12-13,1.055556,male,38,2.631579,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",36,1.85,2,4,1,11,5,4
,,,,,,,,,,,,,,,,,,,,,,,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,5,5,0,2025-12-13,2025-12-13,1,unknown,2,,,,,2,0.01,,1,,,,
,268,,,44,19,19,268,,,,3,,,,,815,,815,3,3,,768,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,45,"[{'action_type': 'subscribe_mobile_app', 'value': '8.484286'}, {'action_type': 'subscribe_total', 'value': '8.484286'}, {'action_type': 'start_trial_mobile_app', 'value': '7.42375'}, {'action_type': 'start_trial_total', 'value': '7.42375'}]",1.349773,"[{'action_type': 'outbound_click', 'value': '1.349773'}]",1.349773,3.125789,0.221604,,,0.072871,0.072871,19.796667,,0.077331,1.319778,18.717302,20.772998,1.418216,2025-12-13,2025-12-13,1.109829,female,3173,1.3867,44,"[{'action_type': 'outbound_click', 'value': '44'}]","[{'action_type': 'outbound_click', 'value': '1.3867'}]",2859,59.39,83,3,81,676,313,182
,15,,,4,1,1,15,,,,2,,,,,57,1,57,3,2,,50,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,"[{'action_type': 'start_trial_mobile_app', 'value': '2.31'}, {'action_type': 'start_trial_total', 'value': '2.31'}]",1.155,"[{'action_type': 'outbound_click', 'value': '1.155'}]",1.155,4.62,0.308,,,0.081053,0.081053,1.54,,0.0924,0.924,18.629032,19.828326,2.016129,2025-12-13,2025-12-13,1.064378,male,248,1.612903,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",233,4.62,9,3,9,48,25,14
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.34,0.34,,,0.34,,21.25,22.666667,0,2025-12-13,2025-12-13,1.066667,unknown,16,,,,,15,0.34,,1,,1,1,1
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.095,0.095,,,0.095,,17.272727,17.272727,0,2025-12-13,2025-12-13,1,female,11,,,,,11,0.19,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-13,2025-12-13,1,male,3,,,,,3,0.06,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,0,0,0,2025-12-13,2025-12-13,1,male,2,,,,,2,0,,1,,,,
,41,,,7,1,1,41,,,,,,,,,7,,7,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,6,"[{'action_type': 'subscribe_mobile_app', 'value': '7.44'}, {'action_type': 'subscribe_total', 'value': '7.44'}, {'action_type': 'start_trial_mobile_app', 'value': '7.44'}, {'action_type': 'start_trial_total', 'value': '7.44'}]",1.062857,"[{'action_type': 'outbound_click', 'value': '1.062857'}]",1.062857,7.44,0.181463,,,1.062857,1.062857,,,,1.24,12.871972,12.984293,1.038062,2025-12-13,2025-12-13,1.008726,female,578,1.211073,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.211073'}]",573,7.44,,,,,,
,30,,,1,2,2,30,,,,,,,,,1,,1,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,"[{'action_type': 'subscribe_mobile_app', 'value': '0.95'}, {'action_type': 'subscribe_total', 'value': '0.95'}, {'action_type': 'start_trial_mobile_app', 'value': '0.95'}, {'action_type': 'start_trial_total', 'value': '0.95'}]",1.9,"[{'action_type': 'outbound_click', 'value': '1.9'}]",1.9,0.95,0.063333,,,1.9,1.9,,,,0.633333,11.728395,12.025316,1.851852,2025-12-13,2025-12-13,1.025316,male,162,0.617284,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.617284'}]",158,1.9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,24,24,0,2025-12-13,2025-12-13,1,unknown,5,,,,,5,0.12,,,,,,
,,,,,,,,,,,,,,,,21,,21,,,,21,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.044762,0.044762,,,0.044762,,17.407407,17.407407,0,2025-12-13,2025-12-13,1,female,54,,,,,54,0.94,2,4,2,19,8,3
,,,,,,,,,,,,,,,,20,,20,,,,20,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.0365,0.0365,,,0.0365,,14.038462,14.038462,0,2025-12-13,2025-12-13,1,male,52,,,,,52,0.73,2,3,2,20,9,5
,,,,,,,,,,,,,,,,,,,,,,,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,5,5,0,2025-12-13,2025-12-13,1,unknown,2,,,,,2,0.01,,1,,,,
,10,,,8,2,2,10,,,,3,,,,,149,,149,3,3,,138,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,8,,0.79875,"[{'action_type': 'outbound_click', 'value': '0.79875'}]",0.79875,3.195,0.639,,,0.042886,0.042886,2.13,,0.046304,0.79875,19.661538,19.661538,2.461538,2025-12-13,2025-12-13,1,female,325,2.461538,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.461538'}]",325,6.39,18,4,18,116,52,38
,,,,,,,,,,,3,,,,,135,,135,3,3,,132,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.045556,0.045556,2.05,,0.046591,,18.636364,18.636364,0,2025-12-13,2025-12-13,1,male,330,,,,,330,6.15,11,4,11,121,59,26
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.02,0.02,,,0.02,,5,5,0,2025-12-13,2025-12-13,1,unknown,4,,,,,4,0.02,,2,,1,,
,,,,2,,,,,,,,,,,,96,,96,,,,94,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,1.91,"[{'action_type': 'outbound_click', 'value': '1.91'}]",1.91,,,,,0.039792,0.039792,,,0.040638,1.91,16.118143,16.186441,0.843882,2025-12-13,2025-12-13,1.004237,female,237,0.843882,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.843882'}]",236,3.82,4,3,4,81,26,15
,1,,,7,2,2,1,,,,3,,,,,194,,194,3,3,,184,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,7,,1.007143,"[{'action_type': 'outbound_click', 'value': '1.007143'}]",1.007143,3.525,7.05,,,0.03634,0.03634,2.35,,0.038315,1.007143,15.128755,15.16129,1.502146,2025-12-13,2025-12-13,1.002151,male,466,1.502146,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.502146'}]",465,7.05,17,4,17,161,74,41
,,,,,,,,,,,,,,,,6,1,6,1,,,5,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.011667,0.011667,0.07,,0.014,,7.777778,7.777778,0,2025-12-13,2025-12-13,1,unknown,9,,,,,9,0.07,,3,,4,1,1
,12,,,4,,,12,,,,1,,,,,107,,107,1,1,,102,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,4,,1.2775,"[{'action_type': 'outbound_click', 'value': '1.2775'}]",1.2775,,0.425833,,,0.047757,0.047757,5.11,,0.050098,1.2775,18.925926,18.996283,1.481481,2025-12-13,2025-12-13,1.003717,female,270,1.481481,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.481481'}]",269,5.11,9,4,8,91,35,20
,8,,,1,1,1,8,,,,2,,,,,164,,164,2,2,,161,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,6.36,"[{'action_type': 'outbound_click', 'value': '6.36'}]",6.36,6.36,0.795,,,0.03878,0.03878,3.18,,0.039503,3.18,16.914894,16.914894,0.531915,2025-12-13,2025-12-13,1,male,376,0.265957,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.265957'}]",376,6.36,10,4,9,145,72,45
,,,,,,,,,,,,,,,,,,,,,,,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,2.5,2.5,0,2025-12-13,2025-12-13,1,unknown,4,,,,,4,0.01,,1,,,,
,12,,,6,3,3,12,,,,8,,,,,216,,216,8,8,,202,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,6,,1.766667,"[{'action_type': 'outbound_click', 'value': '1.766667'}]",1.766667,3.533333,0.883333,,,0.049074,0.049074,1.325,,0.052475,1.766667,20.384615,20.384615,1.153846,2025-12-13,2025-12-13,1,female,520,1.153846,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.153846'}]",520,10.6,15,3,13,182,83,42
,14,,,5,1,1,14,,,,6,,,,,341,,341,6,6,,330,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,5,,2.75,"[{'action_type': 'outbound_click', 'value': '2.75'}]",2.75,13.75,0.982143,,,0.040323,0.040323,2.291667,,0.041667,2.75,14.428122,14.721627,0.524659,2025-12-13,2025-12-13,1.020343,male,953,0.524659,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.524659'}]",934,13.75,31,4,31,296,150,80
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.076667,0.076667,,,0.076667,,17.692308,17.692308,0,2025-12-13,2025-12-13,1,unknown,13,,,,,13,0.23,,3,,3,1,
,,,,,,,,,,,,,,,,18,,18,,,,18,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.030556,0.030556,,,0.030556,,11.702128,11.702128,0,2025-12-13,2025-12-13,1,female,47,,,,,47,0.55,1,3,1,16,6,2
,,,,,,,,,,,2,,,,,56,,56,2,2,,54,,6927328151184,02 Eddie_Snoop - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.044286,0.044286,1.24,,0.045926,,15.403727,15.403727,0,2025-12-13,2025-12-13,1,male,161,,,,,161,2.48,7,3,7,43,19,12
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.058333,0.058333,,,0.058333,,35,35,0,2025-12-13,2025-12-13,1,female,10,,,,,10,0.35,,4,,4,1,
,2,,,1,,,2,,,,,,,,,12,,12,,,,11,,6927328151384,04_MorganF_Nuthin But A G Thang - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.36,"[{'action_type': 'outbound_click', 'value': '0.36'}]",0.36,,0.18,,,0.03,0.03,,,0.032727,0.36,12,12,3.333333,2025-12-13,2025-12-13,1,male,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",30,0.36,,4,,9,7,4
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328151584,01 Morgan_Snoop_Ginndjuice_01 - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-13,2025-12-13,1,female,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927328151584,01 Morgan_Snoop_Ginndjuice_01 - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,8.333333,8.333333,0,2025-12-13,2025-12-13,1,male,6,,,,,6,0.05,,2,,,,
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927328151784,04 Morgan_humble - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.063333,0.063333,,,0.063333,,21.111111,21.111111,0,2025-12-13,2025-12-13,1,female,18,,,,,18,0.38,1,3,1,5,2,1
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927328151784,04 Morgan_humble - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-13,2025-12-13,1,male,16,,,,,16,0.2,,2,,4,1,
,,,,,,,,,,,2,,,,,20,,20,2,2,,18,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.032,0.032,0.32,,0.035556,,16.842105,16.842105,0,2025-12-13,2025-12-13,1,female,38,,,,,38,0.64,2,4,2,17,9,5
,,,,,,,,,,,,,,,,,,,,,,,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,23.333333,23.333333,0,2025-12-13,2025-12-13,1,male,3,,,,,3,0.07,,1,,,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.1,0.1,,,0.1,,18.75,18.75,0,2025-12-13,2025-12-13,1,female,16,,,,,16,0.3,1,3,1,3,2,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-13,2025-12-13,1,male,1,,,,,1,0.02,,4,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152384,jesus_rap_1_4x5 - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0,0,,,0,,0,0,0,2025-12-13,2025-12-13,1,female,1,,,,,1,0,,11,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927328152384,jesus_rap_1_4x5 - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,male,1,,,,,1,0.01,,3,,,,
,6,1,,4,,,6,,,,3,,,,,109,,109,3,3,,102,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,4,,1.3625,"[{'action_type': 'outbound_click', 'value': '1.3625'}]",1.3625,,0.908333,,,0.05,0.05,1.816667,,0.053431,1.3625,17.694805,18.923611,1.298701,2025-12-13,2025-12-13,1.069444,female,308,1.298701,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",288,5.45,10,4,10,95,48,28
,,,,,,,,,,,,,,,,13,,13,,,,13,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.036154,0.036154,,,0.036154,,13.823529,14.242424,0,2025-12-13,2025-12-13,1.030303,male,34,,,,,33,0.47,2,43,2,9,4,4
,2,,,1,,,2,,,,,,,,,2,,2,,,,1,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,0.065,,,0.065,0.065,,,0.13,0.13,65,65,50,2025-12-13,2025-12-13,1,unknown,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.13,1,9,1,1,1,1
,1,1,,1,,,1,,,,,,,,,17,,17,,,,16,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.57,"[{'action_type': 'outbound_click', 'value': '0.57'}]",0.57,,0.57,,,0.033529,0.033529,,,0.035625,0.57,13.571429,13.571429,2.380952,2025-12-13,2025-12-13,1,female,42,2.380952,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.380952'}]",42,0.57,1,3,1,13,5,3
