action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_conversation_started_7d,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_onsite_conversion.messaging_conversation_started_7d,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
1,124,,,8,9,9,124,1,1,,6,,,,1,293,1,293,7,6,1,278,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,12,"[{'action_type': 'subscribe_mobile_app', 'value': '7.365'}, {'action_type': 'subscribe_total', 'value': '7.365'}, {'action_type': 'start_trial_mobile_app', 'value': '14.73'}, {'action_type': 'start_trial_total', 'value': '14.73'}]",1.84125,"[{'action_type': 'outbound_click', 'value': '1.84125'}]",1.84125,1.636667,0.11879,14.73,,0.050273,0.050273,2.104286,14.73,0.052986,1.2275,24.966102,25.093697,2.033898,2025-12-13,2025-12-13,1.005111,590,1.355932,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.355932'}]",587,14.73,32,5,28,248,131,80
,5,,,,,,5,,,,,,,,,26,,26,,,,26,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.302,,,0.058077,0.058077,,,0.058077,,24.354839,24.754098,0,2025-12-13,2025-12-13,1.016393,62,,,,,61,1.51,3,4,3,20,8,6
,,,,,,,,,,,,,,,,,,,,,,,,6920996506184,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,0,0,0,2025-12-13,2025-12-13,1,1,,,,,1,0,,2,,,,
,,,,1,,,,,,,,,,,,12,,12,,,,11,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.71,"[{'action_type': 'outbound_click', 'value': '0.71'}]",0.71,,,,,0.059167,0.059167,,,0.064545,0.71,28.4,28.4,4,2025-12-13,2025-12-13,1,25,4,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4'}]",25,0.71,2,6,2,10,7,5
,15,,,8,2,2,15,,,,1,,,,,158,,158,1,1,,149,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,9,,1.05375,"[{'action_type': 'outbound_click', 'value': '1.05375'}]",1.05375,4.215,0.562,,,0.053354,0.053354,8.43,,0.056577,0.936667,19.246575,19.976303,2.054795,2025-12-13,2025-12-13,1.037915,438,1.826484,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.826484'}]",422,8.43,17,4,15,136,78,57
1,271,,,41,21,21,271,1,1,,14,,,,1,991,1,991,15,14,1,935,1,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,40,"[{'action_type': 'subscribe_mobile_app', 'value': '15.263333'}, {'action_type': 'subscribe_total', 'value': '15.263333'}, {'action_type': 'start_trial_mobile_app', 'value': '11.4475'}, {'action_type': 'start_trial_total', 'value': '11.4475'}]",1.116829,"[{'action_type': 'outbound_click', 'value': '1.116829'}]",1.116829,2.180476,0.168967,45.79,,0.046206,0.046206,3.052667,45.79,0.048973,1.14475,22.490177,23.25546,1.964637,2025-12-13,2025-12-13,1.034027,2036,2.013752,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '2.013752'}]",1969,45.79,116,5,109,856,496,343
,139,,,27,13,13,139,,,,9,,,,,765,1,765,10,9,,728,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,28,"[{'action_type': 'subscribe_mobile_app', 'value': '9.32'}, {'action_type': 'subscribe_total', 'value': '9.32'}, {'action_type': 'start_trial_mobile_app', 'value': '6.213333'}, {'action_type': 'start_trial_total', 'value': '6.213333'}]",1.380741,"[{'action_type': 'outbound_click', 'value': '1.380741'}]",1.380741,2.867692,0.268201,,,0.048732,0.048732,3.728,,0.051209,1.331429,24.853333,26.552707,1.866667,2025-12-13,2025-12-13,1.068376,1500,1.8,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.8'}]",1404,37.28,81,5,75,654,389,259
,2,,,,,,2,,,,1,,,,,125,,125,1,1,,124,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,2.815,,,0.04504,0.04504,5.63,,0.045403,,24.372294,25.133929,0,2025-12-13,2025-12-13,1.03125,231,,,,,224,5.63,17,5,15,111,76,47
,,,,1,,,,,,,1,,,,,23,,23,1,1,,21,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.44,"[{'action_type': 'outbound_click', 'value': '1.44'}]",1.44,,,,,0.062609,0.062609,1.44,,0.068571,1.44,28.235294,28.8,1.960784,2025-12-13,2025-12-13,1.02,51,1.960784,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.960784'}]",50,1.44,3,4,3,16,11,6
,,,,,,,,,,,1,,,,,2,,2,1,1,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0,0,0,,0,,0,0,0,2025-12-13,2025-12-13,1,1,,,,,1,0,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,17.5,23.333333,0,2025-12-13,2025-12-13,1.333333,4,,,,,3,0.07,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.13,0.13,,,0.13,,65,65,0,2025-12-13,2025-12-13,1,2,,,,,2,0.13,,5,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,55,55,0,2025-12-13,2025-12-13,1,2,,,,,2,0.11,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,1,,,,,,,,,0.04,0.04,,,0.04,0.08,16,16,20,2025-12-13,2025-12-13,1,5,,,,,5,0.08,,3,,2,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.09,0.09,,,0.09,,22.5,30,0,2025-12-13,2025-12-13,1.333333,4,,,,,3,0.09,1,4,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,15,15,0,2025-12-13,2025-12-13,1,2,,,,,2,0.03,,0,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.18,0.18,,,0.18,,90,90,0,2025-12-13,2025-12-13,1,2,,,,,2,0.18,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-13,2025-12-13,1,3,,,,,3,0.07,,5,,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.05,0.05,,,0.05,,12.5,16.666667,0,2025-12-13,2025-12-13,1.333333,4,,,,,3,0.05,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-13,2025-12-13,1,4,,,,,4,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,100,100,0,2025-12-13,2025-12-13,1,1,,,,,1,0.1,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,60,60,0,2025-12-13,2025-12-13,1,1,,,,,1,0.06,,1,,,,
,2,,,,,,2,,,,,,,,,9,,9,,,,9,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.185,,,0.041111,0.041111,,,0.041111,,14.8,16.818182,0,2025-12-13,2025-12-13,1.136364,25,,,,,22,0.37,,3,,7,4,3
,10,,,7,1,1,10,,,,2,2,2,,,136,,136,4,2,,125,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,7,,0.998571,"[{'action_type': 'outbound_click', 'value': '0.998571'}]",0.998571,6.99,0.699,,,0.051397,0.051397,1.7475,,0.05592,0.998571,20.680473,21.246201,2.071006,2025-12-13,2025-12-13,1.027356,338,2.071006,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.071006'}]",329,6.99,14,4,14,108,67,46
,93,,,20,6,6,93,,,,2,,,,,478,1,478,3,2,,455,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,20,"[{'action_type': 'subscribe_mobile_app', 'value': '12.675'}, {'action_type': 'subscribe_total', 'value': '12.675'}, {'action_type': 'start_trial_mobile_app', 'value': '6.3375'}, {'action_type': 'start_trial_total', 'value': '6.3375'}]",1.2675,"[{'action_type': 'outbound_click', 'value': '1.2675'}]",1.2675,4.225,0.272581,,,0.053033,0.053033,8.45,,0.055714,1.2675,24.469112,25.477387,1.930502,2025-12-13,2025-12-13,1.041206,1036,1.930502,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.930502'}]",995,25.35,40,5,38,398,244,155
1,125,,,18,9,9,125,1,1,,4,,,1,1,371,,371,5,5,1,348,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,18,"[{'action_type': 'subscribe_mobile_app', 'value': '10.375'}, {'action_type': 'subscribe_total', 'value': '10.375'}, {'action_type': 'start_trial_mobile_app', 'value': '20.75'}, {'action_type': 'start_trial_total', 'value': '20.75'}]",1.152778,"[{'action_type': 'outbound_click', 'value': '1.152778'}]",1.152778,2.305556,0.166,20.75,,0.05593,0.05593,4.15,20.75,0.059626,1.152778,28.502747,29.266573,2.472527,2025-12-13,2025-12-13,1.026798,728,2.472527,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '2.472527'}]",709,20.75,45,5,43,312,196,121
,53,,,8,3,3,53,,,,1,,,,,81,,81,1,1,,72,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,7,"[{'action_type': 'subscribe_mobile_app', 'value': '5.04'}, {'action_type': 'subscribe_total', 'value': '5.04'}, {'action_type': 'start_trial_mobile_app', 'value': '1.68'}, {'action_type': 'start_trial_total', 'value': '1.68'}]",0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,1.68,0.095094,,,0.062222,0.062222,5.04,,0.07,0.72,30.545455,31.111111,4.242424,2025-12-13,2025-12-13,1.018519,165,4.848485,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '4.848485'}]",162,5.04,11,5,11,66,44,24
,,,,,,,,,,,,,,,,19,,19,,,,19,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.069474,0.069474,,,0.069474,,30,32.195122,0,2025-12-13,2025-12-13,1.073171,44,,,,,41,1.32,2,4,2,17,6,4
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,10,20,0,2025-12-13,2025-12-13,2,2,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-13,2025-12-13,1,2,,,,,2,0.04,,6,,1,1,
,,,,,,,,,,,1,,,,,5,,5,1,1,,4,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,0.03,0.03,0.15,,0.0375,,12.5,12.5,0,2025-12-13,2025-12-13,1,12,,,,,12,0.15,,3,,4,1,1
,1,,,2,,,1,,,,1,,,,,69,,69,1,1,,66,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.885,"[{'action_type': 'outbound_click', 'value': '1.885'}]",1.885,,3.77,,,0.054638,0.054638,3.77,,0.057121,3.77,22.57485,23.128834,0.598802,2025-12-13,2025-12-13,1.02454,167,1.197605,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.197605'}]",163,3.77,4,4,3,64,39,28
,26,,,5,4,4,26,,,,2,1,1,,,223,,223,3,2,,215,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,5,"[{'action_type': 'subscribe_mobile_app', 'value': '13.39'}, {'action_type': 'subscribe_total', 'value': '13.39'}, {'action_type': 'start_trial_mobile_app', 'value': '13.39'}, {'action_type': 'start_trial_total', 'value': '13.39'}]",2.678,"[{'action_type': 'outbound_click', 'value': '2.678'}]",2.678,3.3475,0.515,,,0.060045,0.060045,4.463333,,0.062279,2.678,24.169675,24.345455,0.902527,2025-12-13,2025-12-13,1.007273,554,0.902527,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.902527'}]",550,13.39,21,4,19,192,112,79
,56,1,,7,3,3,56,,,,5,,,,,258,,258,5,5,,246,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,7,,2.181429,"[{'action_type': 'outbound_click', 'value': '2.181429'}]",2.181429,5.09,0.272679,,,0.059186,0.059186,3.054,,0.062073,2.181429,29.252874,30.418327,1.340996,2025-12-13,2025-12-13,1.039841,522,1.340996,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.340996'}]",502,15.27,39,5,34,225,126,97
,1,,,1,,,1,,,,1,,,,,54,,54,1,1,,52,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,1,,4.13,"[{'action_type': 'outbound_click', 'value': '4.13'}]",4.13,,4.13,,,0.076481,0.076481,4.13,,0.079423,4.13,35.299145,36.548673,0.854701,2025-12-13,2025-12-13,1.035398,117,0.854701,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.854701'}]",113,4.13,7,5,6,47,35,25
,,,,1,,,,,,,,,,,,12,,12,,,,11,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.07,"[{'action_type': 'outbound_click', 'value': '1.07'}]",1.07,,,,,0.089167,0.089167,,,0.097273,1.07,42.8,42.8,4,2025-12-13,2025-12-13,1,25,4,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4'}]",25,1.07,4,5,4,10,7,5
,1,,,,,,1,,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,,2025-12-13,2025-12-13,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,,2025-12-13,2025-12-13,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,,2025-12-13,2025-12-13,0,0,,,,,0,0,,,,,,
,1,,,3,1,1,1,,,,3,,,,,114,,114,3,3,,108,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,1.69,"[{'action_type': 'outbound_click', 'value': '1.69'}]",1.69,5.07,5.07,,,0.044474,0.044474,1.69,,0.046944,1.014,14.738372,14.738372,1.453488,2025-12-13,2025-12-13,1,344,0.872093,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.872093'}]",344,5.07,8,3,8,99,47,20
,102,,1,16,9,9,102,,,,16,,,,,573,1,573,18,16,,539,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,24,"[{'action_type': 'subscribe_mobile_app', 'value': '11.755'}, {'action_type': 'subscribe_total', 'value': '11.755'}, {'action_type': 'start_trial_mobile_app', 'value': '11.755'}, {'action_type': 'start_trial_total', 'value': '11.755'}]",1.469375,"[{'action_type': 'outbound_click', 'value': '1.469375'}]",1.469375,2.612222,0.23049,,,0.04103,0.04103,1.306111,,0.043618,0.979583,13.652729,14.002382,1.393728,2025-12-13,2025-12-13,1.02561,1722,0.929152,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '0.929152'}]",1679,23.51,59,5,59,486,257,150
,99,,1,32,10,10,99,,,,8,,,2,,959,,959,11,10,,916,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,39,"[{'action_type': 'subscribe_mobile_app', 'value': '10.0975'}, {'action_type': 'subscribe_total', 'value': '10.0975'}, {'action_type': 'start_trial_mobile_app', 'value': '10.0975'}, {'action_type': 'start_trial_total', 'value': '10.0975'}]",1.262188,"[{'action_type': 'outbound_click', 'value': '1.262188'}]",1.262188,4.039,0.40798,,,0.042117,0.042117,3.671818,,0.044094,1.035641,15.23576,15.833007,1.471143,2025-12-13,2025-12-13,1.0392,2651,1.207092,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '1.207092'}]",2551,40.39,72,4,68,835,410,247
,160,2,,26,11,11,160,,,,6,,,,,538,,538,6,6,,506,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,27,"[{'action_type': 'subscribe_mobile_app', 'value': '6.38'}, {'action_type': 'subscribe_total', 'value': '6.38'}, {'action_type': 'start_trial_mobile_app', 'value': '5.104'}, {'action_type': 'start_trial_total', 'value': '5.104'}]",0.981538,"[{'action_type': 'outbound_click', 'value': '0.981538'}]",0.981538,2.32,0.1595,,,0.047435,0.047435,4.253333,,0.050435,0.945185,19.953088,19.953088,2.111024,2025-12-13,2025-12-13,1,1279,2.032838,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '2.032838'}]",1279,25.52,34,4,33,450,227,147
,,,,6,,,,,,,2,,,,,84,,84,2,2,,76,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,,0.513333,"[{'action_type': 'outbound_click', 'value': '0.513333'}]",0.513333,,,,,0.036667,0.036667,1.54,,0.040526,0.513333,22.158273,22.814815,4.316547,2025-12-13,2025-12-13,1.02963,139,4.316547,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '4.316547'}]",135,3.08,5,5,5,68,39,21
,,,,1,,,,,,,,,,,,15,,15,,,,14,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.72,"[{'action_type': 'outbound_click', 'value': '0.72'}]",0.72,,,,,0.048,0.048,,,0.051429,0.72,18,18.461538,2.5,2025-12-13,2025-12-13,1.025641,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",39,0.72,3,8,3,11,6,5
,1,,,,,,1,,,,,,,,,5,,5,,,,5,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,0.27,,,0.054,0.054,,,0.054,,19.285714,19.285714,0,2025-12-13,2025-12-13,1,14,,,,,14,0.27,,2,,4,1,1
,3,,,1,,,3,,,,,,,,,27,,27,,,,26,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.4,"[{'action_type': 'outbound_click', 'value': '1.4'}]",1.4,,0.466667,,,0.051852,0.051852,,,0.053846,1.4,12.389381,13.084112,0.884956,2025-12-13,2025-12-13,1.056075,113,0.884956,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.884956'}]",107,1.4,4,3,4,21,11,8
