action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,109,,,17,8,8,109,,,,12,1,1,1,,278,1,278,15,13,,246,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,22,"[{'action_type': 'subscribe_mobile_app', 'value': '24.65'}, {'action_type': 'subscribe_total', 'value': '24.65'}, {'action_type': 'start_trial_mobile_app', 'value': '12.325'}, {'action_type': 'start_trial_total', 'value': '12.325'}]",1.45,"[{'action_type': 'outbound_click', 'value': '1.45'}]",1.45,3.08125,0.226147,,0.088669,0.088669,1.643333,,0.100203,1.120455,25.623701,27.207506,2.286902,2025-12-15,2025-12-15,1.06181,962,1.767152,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.767152'}]",instagram,906,24.65,22,3,22,220,104,73
,4,,,6,1,1,4,,,,1,,,,,171,,171,1,1,,164,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,6,,0.96,"[{'action_type': 'outbound_click', 'value': '0.96'}]",0.96,5.76,1.44,,0.033684,0.033684,5.76,,0.035122,0.96,17.943925,17.943925,1.869159,2025-12-15,2025-12-15,1,321,1.869159,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.869159'}]",threads,321,5.76,35,7,35,146,78,58
,,,,,,,,,,,,,,,,,,,,,,,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,unknown,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,facebook,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.14,0.14,,,0.14,,46.666667,46.666667,0,2025-12-15,2025-12-15,1,3,,,,,instagram,3,0.14,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-15,2025-12-15,1,1,,,,,threads,1,0.03,1,18,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,instagram,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,facebook,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-15,2025-12-15,1,2,,,,,instagram,2,0.03,,6,,1,1,1
,236,,1,36,19,19,236,,,,8,,,1,,879,1,879,11,9,,832,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,36,"[{'action_type': 'subscribe_mobile_app', 'value': '11.608192'}, {'action_type': 'subscribe_total', 'value': '11.608192'}, {'action_type': 'start_trial_mobile_app', 'value': '23.216384'}, {'action_type': 'start_trial_total', 'value': '23.216384'}]",1.289799,"[{'action_type': 'outbound_click', 'value': '1.289799'}]",1.289799,2.44383,0.196749,,0.052825,0.052825,4.221161,,0.055809,1.289799,16.853999,17.254838,1.306715,2025-12-15,2025-12-15,1.023783,2755,1.306715,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '1.306715'}]",facebook,2691,46.432769,105,4,101,746,379,259
,11,,,11,1,1,11,,,,1,,,,,146,,146,1,1,,134,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,11,,1.231513,"[{'action_type': 'outbound_click', 'value': '1.231513'}]",1.231513,13.546643,1.231513,,0.092785,0.092785,13.546643,,0.101094,1.231513,24.541019,24.541019,1.992754,2025-12-15,2025-12-15,1,552,1.992754,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.992754'}]",instagram,552,13.546643,12,5,12,119,54,31
,,,,,,,,,,,,,,,,37,,37,,,,37,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.032448,0.032448,,,0.032448,,16.224172,16.446421,0,2025-12-15,2025-12-15,1.013699,74,,,,,threads,73,1.200589,5,6,5,32,21,13
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,audience_network,1,0.01,,6,,1,,
,12,,,7,2,2,12,,,,,,,,,109,,109,,,,102,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,"[{'action_type': 'subscribe_mobile_app', 'value': '8.24'}, {'action_type': 'subscribe_total', 'value': '8.24'}]",1.177143,"[{'action_type': 'outbound_click', 'value': '1.177143'}]",1.177143,4.12,0.686667,,0.075596,0.075596,,,0.080784,1.177143,21.798942,22.513661,1.851852,2025-12-15,2025-12-15,1.032787,378,1.851852,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",facebook,366,8.24,12,3,10,88,50,27
,67,,,8,3,3,67,,,,2,,,,,107,,107,2,2,,97,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,11,"[{'action_type': 'subscribe_mobile_app', 'value': '10.95'}, {'action_type': 'subscribe_total', 'value': '10.95'}]",1.36875,"[{'action_type': 'outbound_click', 'value': '1.36875'}]",1.36875,3.65,0.163433,,0.102336,0.102336,5.475,,0.112887,0.995455,25.764706,26.449275,2.588235,2025-12-15,2025-12-15,1.02657,425,1.882353,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.882353'}]",instagram,414,10.95,10,3,10,85,42,24
,2,,,1,,,2,,,,,,,,,85,,85,,,,84,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.22,"[{'action_type': 'outbound_click', 'value': '3.22'}]",3.22,,1.61,,0.037882,0.037882,,,0.038333,3.22,17.692308,17.790055,0.549451,2025-12-15,2025-12-15,1.005525,182,0.549451,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.549451'}]",threads,181,3.22,16,5,16,76,44,24
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,12.857143,12.857143,0,2025-12-15,2025-12-15,1,7,,,,,facebook,7,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-12-15,2025-12-15,1,3,,,,,instagram,3,0.07,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-15,2025-12-15,1,2,,,,,audience_network,2,0.04,1,8,1,1,1,1
,103,1,,26,13,13,103,,,,9,,,,,919,,919,9,9,,884,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,26,"[{'action_type': 'subscribe_mobile_app', 'value': '46.57'}, {'action_type': 'subscribe_total', 'value': '46.57'}]",1.791154,"[{'action_type': 'outbound_click', 'value': '1.791154'}]",1.791154,3.582308,0.452136,,0.050675,0.050675,5.174444,,0.052681,1.791154,16.187,16.739756,0.903719,2025-12-15,2025-12-15,1.034148,2877,0.903719,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '0.903719'}]",facebook,2782,46.57,85,3,76,760,401,230
,1,,,4,2,2,1,,,,,,,,,125,,125,,,,121,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,6,,2.46,"[{'action_type': 'outbound_click', 'value': '2.46'}]",2.46,4.92,9.84,,0.07872,0.07872,,,0.081322,1.64,25.963061,26.522911,1.583113,2025-12-15,2025-12-15,1.021563,379,1.055409,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.055409'}]",instagram,371,9.84,8,4,8,106,57,28
,,,,,,,,,,,,,,,,,,,,,,,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,,,,82,,82,,,,82,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.032195,0.032195,,,0.032195,,16,16,0,2025-12-15,2025-12-15,1,165,,,,,threads,165,2.64,9,7,9,73,42,25
,53,,,6,4,4,53,,,,,,,,,37,,37,,,,31,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,6,"[{'action_type': 'subscribe_mobile_app', 'value': '2.93'}, {'action_type': 'subscribe_total', 'value': '2.93'}]",0.488333,"[{'action_type': 'outbound_click', 'value': '0.488333'}]",0.488333,0.7325,0.055283,,0.079189,0.079189,,,0.094516,0.488333,25.478261,27.383178,5.217391,2025-12-15,2025-12-15,1.074766,115,5.217391,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '5.217391'}]",facebook,107,2.93,3,3,3,23,15,9
,17,,,,1,1,17,,,,,,,,,8,,8,,,,8,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,"[{'action_type': 'subscribe_mobile_app', 'value': '1.36'}, {'action_type': 'subscribe_total', 'value': '1.36'}, {'action_type': 'start_trial_mobile_app', 'value': '1.36'}, {'action_type': 'start_trial_total', 'value': '1.36'}]",,,,1.36,0.08,,0.17,0.17,,,0.17,1.36,35.789474,38.857143,2.631579,2025-12-15,2025-12-15,1.085714,38,,,,,instagram,35,1.36,,2,,4,1,1
,,,,,,,,,,,1,,,,,6,,6,1,1,,5,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,0.18,,0.036,,30,30,0,2025-12-15,2025-12-15,1,6,,,,,threads,6,0.18,,5,,4,1,
,172,1,1,27,8,8,172,,,,1,1,1,,,247,,247,3,1,,217,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '3.66'}, {'action_type': 'subscribe_total', 'value': '3.66'}, {'action_type': 'start_trial_mobile_app', 'value': '4.575'}, {'action_type': 'start_trial_total', 'value': '4.575'}]",0.677778,"[{'action_type': 'outbound_click', 'value': '0.677778'}]",0.677778,2.2875,0.106395,,0.074089,0.074089,6.1,,0.084332,0.732,26.031294,29.707792,3.556188,2025-12-15,2025-12-15,1.141234,703,3.840683,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '3.840683'}]",facebook,616,18.3,17,4,16,193,96,60
,3,,,4,1,1,3,,,1,,,,,,42,,42,,,,38,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.2325,"[{'action_type': 'outbound_click', 'value': '1.2325'}]",1.2325,4.93,1.643333,,0.117381,0.117381,,,0.129737,0.986,33.087248,37.923077,3.355705,2025-12-15,2025-12-15,1.146154,149,2.684564,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.684564'}]",instagram,130,4.93,3,3,3,34,14,6
,,,,,,,,,,,,,,,,7,,7,,,,7,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.042857,0.042857,,,0.042857,,17.647059,17.647059,0,2025-12-15,2025-12-15,1,17,,,,,threads,17,0.3,2,6,2,7,6,3
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-15,2025-12-15,2,2,,,,,audience_network,1,0,,12,,2,2,2
,156,2,,32,18,18,156,,,,5,1,1,,,515,,515,6,5,,477,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,31,"[{'action_type': 'subscribe_mobile_app', 'value': '6.828333'}, {'action_type': 'subscribe_total', 'value': '6.828333'}, {'action_type': 'start_trial_mobile_app', 'value': '20.485'}, {'action_type': 'start_trial_total', 'value': '20.485'}]",1.280313,"[{'action_type': 'outbound_click', 'value': '1.280313'}]",1.280313,2.276111,0.262628,,0.079553,0.079553,6.828333,,0.085891,1.321613,18.463272,19.307257,1.397026,2025-12-15,2025-12-15,1.045712,2219,1.442091,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '1.442091'}]",facebook,2122,40.97,42,2,39,428,195,110
,75,,,11,3,3,75,,,,7,,,,,401,,401,7,7,,383,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '30.7'}, {'action_type': 'subscribe_total', 'value': '30.7'}]",2.790909,"[{'action_type': 'outbound_click', 'value': '2.790909'}]",2.790909,10.233333,0.409333,,0.076559,0.076559,4.385714,,0.080157,1.91875,20.144357,20.277411,1.049869,2025-12-15,2025-12-15,1.006605,1524,0.721785,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.721785'}]",instagram,1514,30.7,21,3,21,333,151,85
,,,,,,,,,,,,,,,,59,,59,,,,59,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.030508,0.030508,,,0.030508,,15.384615,15.384615,0,2025-12-15,2025-12-15,1,117,,,,,threads,117,1.8,10,6,10,54,29,16
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.09,0.09,,,0.09,,22.5,22.5,0,2025-12-15,2025-12-15,1,4,,,,,instagram,4,0.09,1,5,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,instagram,1,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,12.727273,28,0,2025-12-15,2025-12-15,2.2,11,,,,,facebook,5,0.14,,,,,,
,,,,3,,,,,,,,,,,,3,,3,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.143333,"[{'action_type': 'outbound_click', 'value': '0.143333'}]",0.143333,,,,0.143333,0.143333,,,,0.215,28.666667,28.666667,13.333333,2025-12-15,2025-12-15,1,15,20,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '20'}]",instagram,15,0.43,,,,,,
,,,,1,,,,,,,,,,,,6,,6,,,,5,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.16,"[{'action_type': 'outbound_click', 'value': '0.16'}]",0.16,,,,0.026667,0.026667,,,0.032,0.16,12.307692,13.333333,7.692308,2025-12-15,2025-12-15,1.083333,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",facebook,12,0.16,1,4,1,5,3,2
,1,,,,,,1,,,,,,,,,13,,13,,,,13,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,,,,,0.28,,0.021538,0.021538,,,0.021538,0.28,11.2,12.173913,4,2025-12-15,2025-12-15,1.086957,25,,,,,instagram,23,0.28,1,5,1,12,7,3
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.023333,0.023333,,,0.023333,,8.75,8.75,0,2025-12-15,2025-12-15,1,8,,,,,threads,8,0.07,1,4,1,3,2,1
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.0275,0.0275,,,0.0275,,12.222222,12.222222,0,2025-12-15,2025-12-15,1,9,,,,,facebook,9,0.11,,2,,3,1,
,6,,,1,1,1,6,,,,1,,,,,28,1,28,2,1,,25,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.9,"[{'action_type': 'outbound_click', 'value': '0.9'}]",0.9,0.9,0.15,,0.032143,0.032143,0.45,,0.036,0.45,13.432836,13.432836,2.985075,2025-12-15,2025-12-15,1,67,1.492537,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.492537'}]",instagram,67,0.9,,3,,23,11,5
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.035,0.035,,,0.035,,9.545455,9.545455,0,2025-12-15,2025-12-15,1,22,,,,,threads,22,0.21,1,3,1,5,2,2
,4,,,1,1,1,4,,,,,,,,,34,,34,,,,33,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,"[{'action_type': 'subscribe_mobile_app', 'value': '1.73'}, {'action_type': 'subscribe_total', 'value': '1.73'}]",1.73,"[{'action_type': 'outbound_click', 'value': '1.73'}]",1.73,1.73,0.4325,,0.050882,0.050882,,,0.052424,1.73,18.602151,19.885057,1.075269,2025-12-15,2025-12-15,1.068966,93,1.075269,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.075269'}]",facebook,87,1.73,2,3,2,24,9,6
,21,,,4,,,21,,,,,,,,,86,1,86,1,,,81,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,5,,0.87,"[{'action_type': 'outbound_click', 'value': '0.87'}]",0.87,,0.165714,,0.040465,0.040465,3.48,,0.042963,0.696,15.535714,15.605381,2.232143,2025-12-15,2025-12-15,1.004484,224,1.785714,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.785714'}]",instagram,223,3.48,6,3,6,73,30,17
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.026667,0.026667,,,0.026667,,10,10,0,2025-12-15,2025-12-15,1,8,,,,,threads,8,0.08,1,8,1,3,2,2
,2,,,3,,,2,,,,,,,,,31,,31,,,,28,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,0.316667,"[{'action_type': 'outbound_click', 'value': '0.316667'}]",0.316667,,0.475,,0.030645,0.030645,,,0.033929,0.316667,11.585366,11.875,3.658537,2025-12-15,2025-12-15,1.025,82,3.658537,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.658537'}]",facebook,80,0.95,4,3,2,25,12,8
,2,,,1,1,1,2,,,,,,,,,15,,15,,,,14,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.88,"[{'action_type': 'outbound_click', 'value': '0.88'}]",0.88,0.88,0.44,,0.058667,0.058667,,,0.062857,0.88,11.733333,12.054795,1.333333,2025-12-15,2025-12-15,1.027397,75,1.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.333333'}]",instagram,73,0.88,2,2,2,13,5,3
,,,,,,,,,,,,,,,,,,,,,,,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,4,4,0,2025-12-15,2025-12-15,1,5,,,,,messenger,5,0.02,,,,,,
,,,,1,,,,,,,,,,,,96,,96,,,,95,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.57,"[{'action_type': 'outbound_click', 'value': '1.57'}]",1.57,,,,0.016354,0.016354,,,0.016526,1.57,9.289941,9.289941,0.591716,2025-12-15,2025-12-15,1,169,0.591716,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.591716'}]",threads,169,1.57,14,7,14,86,50,26
,3,,,1,,,3,,,,,,,,,6,,6,,,,5,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.23,"[{'action_type': 'outbound_click', 'value': '0.23'}]",0.23,,0.076667,,0.038333,0.038333,,,0.046,0.23,12.777778,12.777778,5.555556,2025-12-15,2025-12-15,1,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",facebook,18,0.23,1,3,,4,3,3
,3,,,,,,3,,,,1,,,,,25,,25,1,1,,24,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,,,,,0.38,,0.0456,0.0456,1.14,,0.0475,0.57,11.632653,11.632653,2.040816,2025-12-15,2025-12-15,1,98,,,,,instagram,98,1.14,2,3,2,21,14,8
