action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,1,,,,,,,,,,,,8,,8,,,,7,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,,,0.0175,0.0175,,,0.02,0.14,8.75,9.333333,6.25,2025-12-15,2025-12-15,1.066667,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",15,0.14,2,6,2,7,5,4
,1,,,,,,1,,,,,,,,,9,,9,,,,9,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,,,,,0.25,,0.027778,0.027778,,,0.027778,0.25,12.5,13.888889,5,2025-12-15,2025-12-15,1.111111,20,,,,,18,0.25,,4,,8,6,1
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.015,0.015,,,0.015,,10,10,0,2025-12-15,2025-12-15,1,3,,,,,3,0.03,1,8,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,15,15,0,2025-12-15,2025-12-15,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.035714,0.035714,,,0.035714,,12.5,12.5,0,2025-12-15,2025-12-15,1,20,,,,,20,0.25,,3,,6,2,2
,1,,,,,,1,,,,,,,,,12,,12,,,,12,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,,,,,0.37,,0.030833,0.030833,,,0.030833,0.37,9.02439,9.02439,2.439024,2025-12-15,2025-12-15,1,41,,,,,41,0.37,1,3,1,11,4,2
,5,,,1,1,1,5,,,,1,,,,,14,1,14,2,1,,11,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.5,"[{'action_type': 'outbound_click', 'value': '0.5'}]",0.5,0.5,0.1,,0.035714,0.035714,0.25,,0.045455,0.5,18.518519,18.518519,3.703704,2025-12-15,2025-12-15,1,27,3.703704,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.703704'}]",27,0.5,,4,,10,6,2
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.015,0.015,,,0.015,,8.571429,8.571429,0,2025-12-15,2025-12-15,1,7,,,,,7,0.06,,4,,3,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-15,2025-12-15,1,3,,,,,3,0.04,,3,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-15,2025-12-15,1,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.13,0.13,,,0.13,,16.774194,17.333333,0,2025-12-15,2025-12-15,1.033333,31,,,,,30,0.52,1,2,1,3,2,1
,13,,,4,,,13,,,,,,,,,50,1,50,1,,,45,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,5,,0.465,"[{'action_type': 'outbound_click', 'value': '0.465'}]",0.465,,0.143077,,0.0372,0.0372,1.86,,0.041333,0.372,13.880597,14.090909,3.731343,2025-12-15,2025-12-15,1.015152,134,2.985075,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.985075'}]",132,1.86,3,3,3,39,16,8
,12,,,1,1,1,12,,,,,,,,,59,,59,,,,58,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,1,"[{'action_type': 'subscribe_mobile_app', 'value': '2.38'}, {'action_type': 'subscribe_total', 'value': '2.38'}]",2.38,"[{'action_type': 'outbound_click', 'value': '2.38'}]",2.38,2.38,0.198333,,0.040339,0.040339,,,0.041034,2.38,17.62963,18.167939,0.740741,2025-12-15,2025-12-15,1.030534,135,0.740741,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.740741'}]",131,2.38,4,4,4,50,19,13
,,,,,,,,,,,,,,,,9,,9,,,,9,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.047778,0.047778,,,0.047778,,25.294118,25.294118,0,2025-12-15,2025-12-15,1,17,,,,,17,0.43,1,5,1,7,4,3
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.08,0.08,,,0.08,,16,16,0,2025-12-15,2025-12-15,1,5,,,,,5,0.08,,2,,1,,
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.035,0.035,,,0.035,,9.333333,9.333333,0,2025-12-15,2025-12-15,1,15,,,,,15,0.14,,2,,4,,
,,,,2,,,,,,,,,,,,42,,42,,,,40,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.405,"[{'action_type': 'outbound_click', 'value': '0.405'}]",0.405,,,,0.019286,0.019286,,,0.02025,0.405,8.1,8.181818,2,2025-12-15,2025-12-15,1.010101,100,2,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2'}]",99,0.81,7,6,7,36,20,12
,,,,1,,,,,,,,,,,,46,,46,,,,45,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.38,"[{'action_type': 'outbound_click', 'value': '1.38'}]",1.38,,,,0.03,0.03,,,0.030667,1.38,9.857143,10,0.714286,2025-12-15,2025-12-15,1.014493,140,0.714286,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.714286'}]",138,1.38,4,3,4,40,22,10
,2,,,1,,,2,,,,,,,,,34,,34,,,,33,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.75,"[{'action_type': 'outbound_click', 'value': '0.75'}]",0.75,,0.375,,0.022059,0.022059,,,0.022727,0.75,13.888889,13.888889,1.851852,2025-12-15,2025-12-15,1,54,1.851852,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",54,0.75,6,7,4,31,18,11
,2,,,1,1,1,2,,,,,,,,,13,,13,,,,12,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.26,"[{'action_type': 'outbound_click', 'value': '0.26'}]",0.26,0.26,0.13,,0.02,0.02,,,0.021667,0.26,14.444444,15.294118,5.555556,2025-12-15,2025-12-15,1.058824,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",17,0.26,3,6,3,10,7,4
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.026667,0.026667,,,0.026667,,20,20,0,2025-12-15,2025-12-15,1,4,,,,,4,0.08,,4,,3,,
,3,,,,,,3,,,,,,,,,11,,11,,,,11,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,,,,,0.093333,,0.025455,0.025455,,,0.025455,0.28,10.769231,10.769231,3.846154,2025-12-15,2025-12-15,1,26,,,,,26,0.28,3,5,3,10,6,6
,,,,,,,,,,,1,,,,,39,,39,1,1,,38,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.025897,0.025897,1.01,,0.026579,,10.20202,10.20202,0,2025-12-15,2025-12-15,1,99,,,,,99,1.01,5,4,5,35,22,13
,5,,,1,1,1,5,,,,,,,,,38,,38,,,,37,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,1.13,"[{'action_type': 'outbound_click', 'value': '1.13'}]",1.13,1.13,0.226,,0.029737,0.029737,,,0.030541,0.565,11.414141,11.414141,2.020202,2025-12-15,2025-12-15,1,99,1.010101,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.010101'}]",99,1.13,4,4,3,34,19,9
,,,,,,,,,,,,,,,,8,,8,,,,8,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.04125,0.04125,,,0.04125,,13.75,13.75,0,2025-12-15,2025-12-15,1,24,,,,,24,0.33,2,4,2,5,4,4
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.06,0.06,,,0.06,,12,12,0,2025-12-15,2025-12-15,1,5,,,,,5,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,0,,,,
,2,,,1,1,1,2,,,,,,,,,21,,21,,,,20,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.09,"[{'action_type': 'outbound_click', 'value': '1.09'}]",1.09,1.09,0.545,,0.051905,0.051905,,,0.0545,1.09,17.868852,18.166667,1.639344,2025-12-15,2025-12-15,1.016667,61,1.639344,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",60,1.09,1,4,1,19,10,4
,4,,,4,1,1,4,,,,3,,,,,208,,208,3,3,,201,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,4,"[{'action_type': 'subscribe_mobile_app', 'value': '7.72'}, {'action_type': 'subscribe_total', 'value': '7.72'}]",1.93,"[{'action_type': 'outbound_click', 'value': '1.93'}]",1.93,7.72,1.93,,0.037115,0.037115,2.573333,,0.038408,1.93,12.100313,12.697368,0.626959,2025-12-15,2025-12-15,1.049342,638,0.626959,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.626959'}]",608,7.72,20,4,18,180,93,58
,81,1,,23,7,7,81,,,,11,1,1,,,505,,505,12,11,,470,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,22,"[{'action_type': 'subscribe_mobile_app', 'value': '9.25'}, {'action_type': 'subscribe_total', 'value': '9.25'}]",0.804348,"[{'action_type': 'outbound_click', 'value': '0.804348'}]",0.804348,2.642857,0.228395,,0.036634,0.036634,1.541667,,0.039362,0.840909,14.764565,15.327258,1.755786,2025-12-15,2025-12-15,1.038111,1253,1.835595,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.835595'}]",1207,18.5,49,4,47,431,218,151
,49,1,,17,5,5,49,,,,7,,,,,410,2,410,9,7,,384,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,17,,0.954118,"[{'action_type': 'outbound_click', 'value': '0.954118'}]",0.954118,3.244,0.33102,,0.039561,0.039561,1.802222,,0.04224,0.954118,20.402516,20.505689,2.138365,2025-12-15,2025-12-15,1.005057,795,2.138365,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '2.138365'}]",791,16.22,50,5,41,351,208,131
,65,,,10,5,5,65,,,,3,,,,,137,1,137,4,3,,123,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,10,"[{'action_type': 'subscribe_mobile_app', 'value': '4.9'}, {'action_type': 'subscribe_total', 'value': '4.9'}]",0.49,"[{'action_type': 'outbound_click', 'value': '0.49'}]",0.49,0.98,0.075385,,0.035766,0.035766,1.225,,0.039837,0.49,24.019608,25,4.901961,2025-12-15,2025-12-15,1.040816,204,4.901961,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '4.901961'}]",196,4.9,16,6,17,119,71,50
,,,,,,,,,,,,,,,,12,,12,,,,12,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.030833,0.030833,,,0.030833,,16.818182,18.5,0,2025-12-15,2025-12-15,1.1,22,,,,,20,0.37,3,7,3,12,11,8
,,,,,,,,,,,,,,,,,,,,,,,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,30,30,0,2025-12-15,2025-12-15,1,1,,,,,1,0.03,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-15,2025-12-15,1,3,,,,,3,0.03,,2,,1,,
,,,,,,,,,,,,,,,,4,,4,,,,4,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.0625,0.0625,,,0.0625,,16.666667,16.666667,0,2025-12-15,2025-12-15,1,15,,,,,15,0.25,1,3,,3,2,2
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.055,0.055,,,0.055,,18.333333,18.333333,0,2025-12-15,2025-12-15,1,6,,,,,6,0.11,,4,,2,1,1
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-12-15,2025-12-15,1,6,,,,,6,0.16,,4,,2,1,1
,117,,,15,8,8,117,,,,9,,,1,,549,,549,10,10,,524,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,46,"[{'action_type': 'subscribe_mobile_app', 'value': '11.795'}, {'action_type': 'subscribe_total', 'value': '11.795'}]",1.572667,"[{'action_type': 'outbound_click', 'value': '1.572667'}]",1.572667,2.94875,0.201624,,0.042969,0.042969,2.359,,0.045019,0.512826,10.956804,11.297893,2.136554,2025-12-15,2025-12-15,1.03113,2153,0.696702,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '0.696702'}]",2088,23.59,37,3,37,460,220,109
,564,,2,80,40,40,564,,,,50,4,4,1,,3259,2,3259,59,51,,3120,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,166,"[{'action_type': 'subscribe_mobile_app', 'value': '7.44125'}, {'action_type': 'subscribe_total', 'value': '7.44125'}, {'action_type': 'start_trial_mobile_app', 'value': '29.765'}, {'action_type': 'start_trial_total', 'value': '29.765'}]",1.48825,"[{'action_type': 'outbound_click', 'value': '1.48825'}]",1.48825,2.9765,0.211099,,0.036533,0.036533,2.017966,,0.03816,0.717229,11.211979,11.724274,1.563236,2025-12-15,2025-12-15,1.045692,10619,0.753367,80,"[{'action_type': 'outbound_click', 'value': '80'}]","[{'action_type': 'outbound_click', 'value': '0.753367'}]",10155,119.06,319,3,306,2728,1335,776
,502,2,3,108,43,43,502,,,,38,3,3,,,4322,2,4322,46,38,,4168,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,156,"[{'action_type': 'subscribe_mobile_app', 'value': '10.712143'}, {'action_type': 'subscribe_total', 'value': '10.712143'}, {'action_type': 'start_trial_mobile_app', 'value': '14.997'}, {'action_type': 'start_trial_total', 'value': '14.997'}]",1.388611,"[{'action_type': 'outbound_click', 'value': '1.388611'}]",1.388611,3.487674,0.298745,,0.034699,0.034699,3.260217,,0.035981,0.961346,12.442545,12.442545,1.294284,2025-12-15,2025-12-15,1,12053,0.896042,108,"[{'action_type': 'outbound_click', 'value': '108'}]","[{'action_type': 'outbound_click', 'value': '0.896042'}]",12053,149.97,368,4,349,3570,1688,969
,315,2,,61,31,31,315,,,,18,1,1,2,,1643,3,1643,24,20,,1558,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,71,"[{'action_type': 'subscribe_mobile_app', 'value': '12.024'}, {'action_type': 'subscribe_total', 'value': '12.024'}, {'action_type': 'start_trial_mobile_app', 'value': '15.03'}, {'action_type': 'start_trial_total', 'value': '15.03'}]",0.985574,"[{'action_type': 'outbound_click', 'value': '0.985574'}]",0.985574,1.939355,0.190857,,0.036592,0.036592,2.505,,0.038588,0.846761,15.721757,16.16129,1.856695,2025-12-15,2025-12-15,1.027957,3824,1.595188,61,"[{'action_type': 'outbound_click', 'value': '61'}]","[{'action_type': 'outbound_click', 'value': '1.595188'}]",3720,60.12,168,5,154,1361,655,392
,31,,,6,4,4,31,,,,4,1,1,,,160,1,160,6,4,,148,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,7,"[{'action_type': 'subscribe_mobile_app', 'value': '5.88'}, {'action_type': 'subscribe_total', 'value': '5.88'}, {'action_type': 'start_trial_mobile_app', 'value': '5.88'}, {'action_type': 'start_trial_total', 'value': '5.88'}]",0.98,"[{'action_type': 'outbound_click', 'value': '0.98'}]",0.98,1.47,0.189677,,0.03675,0.03675,0.98,,0.03973,0.84,16.848138,17.552239,2.005731,2025-12-15,2025-12-15,1.041791,349,1.719198,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.719198'}]",335,5.88,16,4,15,130,75,43
,1,,,2,,,1,,,,1,,,,,62,,62,1,1,,59,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,1.09,"[{'action_type': 'outbound_click', 'value': '1.09'}]",1.09,,2.18,,0.035161,0.035161,2.18,,0.036949,0.726667,13.45679,13.974359,1.851852,2025-12-15,2025-12-15,1.038462,162,1.234568,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.234568'}]",156,2.18,6,4,5,50,25,16
,2,,,,,,2,,,,2,,,,,24,,24,2,2,,22,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,,,,,0.51,,0.0425,0.0425,0.51,,0.046364,1.02,11.460674,11.860465,1.123596,2025-12-15,2025-12-15,1.034884,89,,,,,86,1.02,1,5,1,19,11,6
,65,,,10,6,6,65,,,,2,,,,,345,1,345,3,2,,332,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,10,"[{'action_type': 'subscribe_mobile_app', 'value': '5.57'}, {'action_type': 'subscribe_total', 'value': '5.57'}, {'action_type': 'start_trial_mobile_app', 'value': '5.57'}, {'action_type': 'start_trial_total', 'value': '5.57'}]",1.114,"[{'action_type': 'outbound_click', 'value': '1.114'}]",1.114,1.856667,0.171385,,0.03229,0.03229,3.713333,,0.033554,1.114,12.848904,13.261905,1.153403,2025-12-15,2025-12-15,1.032143,867,1.153403,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.153403'}]",840,11.14,31,5,31,305,141,82
,154,,,18,11,11,154,,,,21,2,2,,,1072,1,1072,24,21,,1030,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,25,"[{'action_type': 'subscribe_mobile_app', 'value': '9.71'}, {'action_type': 'subscribe_total', 'value': '9.71'}]",2.157778,"[{'action_type': 'outbound_click', 'value': '2.157778'}]",2.157778,3.530909,0.252208,,0.036231,0.036231,1.618333,,0.037709,1.5536,15.50499,15.686591,0.998004,2025-12-15,2025-12-15,1.011712,2505,0.718563,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '0.718563'}]",2476,38.84,66,5,66,948,425,248
,100,,,22,12,12,100,,,,11,2,2,,,598,,598,13,11,,563,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,26,,1.136364,"[{'action_type': 'outbound_click', 'value': '1.136364'}]",1.136364,2.083333,0.25,,0.041806,0.041806,1.923077,,0.044405,0.961538,21.51463,21.645022,2.237522,2025-12-15,2025-12-15,1.006061,1162,1.893287,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.893287'}]",1155,25,41,5,41,509,272,162
,,,,5,2,2,,,,,,,,,,69,,69,,,,64,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,5,,0.524,"[{'action_type': 'outbound_click', 'value': '0.524'}]",0.524,1.31,,,0.037971,0.037971,,,0.040938,0.524,23.818182,24.259259,4.545455,2025-12-15,2025-12-15,1.018519,110,4.545455,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",108,2.62,8,6,8,57,34,20
,,,,1,1,1,,,,,,,,,,29,,29,,,,28,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,1.07,"[{'action_type': 'outbound_click', 'value': '1.07'}]",1.07,1.07,,,0.036897,0.036897,,,0.038214,0.356667,18.135593,18.448276,5.084746,2025-12-15,2025-12-15,1.017241,59,1.694915,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",58,1.07,4,6,4,24,11,7
,,,,1,,,,,,,,,,,,1,,1,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,18-24,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.03,"[{'action_type': 'outbound_click', 'value': '0.03'}]",0.03,,,,0.03,0.03,,,,0.03,10,10,33.333333,2025-12-15,2025-12-15,1,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",3,0.03,,,,,,
