action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-15,2025-12-15,1,1,,,,,1,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-15,2025-12-15,1,1,,,,,1,0.08,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-15,2025-12-15,1,3,,,,,3,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,50,50,0,2025-12-15,2025-12-15,1,1,,,,,1,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,2,,,,
,,,,2,,,,,,,0,,,1,,21,,21,1,1,,18,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.465,"[{'action_type': 'outbound_click', 'value': '0.465'}]",0.465,,,,0.044286,0.044286,0.93,,0.051667,0.465,20.217391,21.136364,4.347826,2025-12-15,2025-12-15,1.045455,46,4.347826,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",44,0.93,3,4,3,16,11,6
,2,,,2,,,2,,,,2,,,,,131,,131,2,2,,127,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,2,,4.155,"[{'action_type': 'outbound_click', 'value': '4.155'}]",4.155,,4.155,,0.063435,0.063435,4.155,,0.065433,4.155,25.335366,27.156863,0.609756,2025-12-15,2025-12-15,1.071895,328,0.609756,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.609756'}]",306,8.31,11,4,11,115,81,52
,74,1,,17,12,12,74,,,,4,,,,,457,,457,4,4,,436,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,18,"[{'action_type': 'subscribe_mobile_app', 'value': '22.83'}, {'action_type': 'subscribe_total', 'value': '22.83'}]",1.342941,"[{'action_type': 'outbound_click', 'value': '1.342941'}]",1.342941,1.9025,0.308514,,0.049956,0.049956,5.7075,,0.052362,1.268333,23.367451,24.082278,1.842375,2025-12-15,2025-12-15,1.030591,977,1.74002,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.74002'}]",948,22.83,68,5,66,394,262,181
,34,3,,7,6,6,34,,,,6,,,,,323,,323,6,6,,310,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,8,,2.22,"[{'action_type': 'outbound_click', 'value': '2.22'}]",2.22,2.59,0.457059,,0.048111,0.048111,2.59,,0.050129,1.9425,25.145631,25.601318,1.294498,2025-12-15,2025-12-15,1.018122,618,1.132686,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.132686'}]",607,15.54,50,5,48,283,178,116
,7,,,4,2,2,7,,,,,,,,,101,,101,,,,97,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.625,"[{'action_type': 'outbound_click', 'value': '1.625'}]",1.625,3.25,0.928571,,0.064356,0.064356,,,0.06701,1.625,34.391534,36.111111,2.116402,2025-12-15,2025-12-15,1.05,189,2.116402,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.116402'}]",180,6.5,24,17,22,80,53,37
,5,,,2,1,1,5,,,,,,,,,16,,16,,,,14,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,"[{'action_type': 'subscribe_mobile_app', 'value': '1.23'}, {'action_type': 'subscribe_total', 'value': '1.23'}]",0.615,"[{'action_type': 'outbound_click', 'value': '0.615'}]",0.615,1.23,0.246,,0.076875,0.076875,,,0.087857,0.615,39.677419,42.413793,6.451613,2025-12-15,2025-12-15,1.068966,31,6.451613,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.451613'}]",29,1.23,7,5,7,14,11,8
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-15,2025-12-15,1,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,55,55,0,2025-12-15,2025-12-15,1,2,,,,,2,0.11,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,14,14,0,2025-12-15,2025-12-15,1,5,,,,,5,0.07,1,12,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,14,17.5,0,2025-12-15,2025-12-15,1.25,5,,,,,4,0.07,,2,,,,
,3,,,3,,,3,,,,,,,,,14,,14,,,,11,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,4,,0.386667,"[{'action_type': 'outbound_click', 'value': '0.386667'}]",0.386667,,0.386667,,0.082857,0.082857,,,0.105455,0.29,28.292683,28.292683,9.756098,2025-12-15,2025-12-15,1,41,7.317073,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '7.317073'}]",41,1.16,3,4,3,11,5,4
,4,,,6,2,2,4,,,,3,,,,,123,,123,3,3,,114,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,6,,0.986667,"[{'action_type': 'outbound_click', 'value': '0.986667'}]",0.986667,2.96,1.48,,0.04813,0.04813,1.973333,,0.05193,0.986667,19.158576,19.346405,1.941748,2025-12-15,2025-12-15,1.009804,309,1.941748,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.941748'}]",306,5.92,15,4,14,106,62,47
,17,1,,9,3,3,17,,,,2,,,,,305,,305,2,2,,294,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,9,,1.722222,"[{'action_type': 'outbound_click', 'value': '1.722222'}]",1.722222,5.166667,0.911765,,0.05082,0.05082,7.75,,0.052721,1.722222,22.366522,22.366522,1.298701,2025-12-15,2025-12-15,1,693,1.298701,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",693,15.5,38,4,36,271,152,121
,35,2,,6,2,2,35,,,,1,,,,,280,,280,1,1,,273,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,6,,2.595,"[{'action_type': 'outbound_click', 'value': '2.595'}]",2.595,7.785,0.444857,,0.055607,0.055607,15.57,,0.057033,2.595,26.168067,27.411972,1.008403,2025-12-15,2025-12-15,1.047535,595,1.008403,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.008403'}]",568,15.57,37,4,35,248,132,99
,7,,,5,1,1,7,,,,1,,,,,123,,123,1,1,,117,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.156,"[{'action_type': 'outbound_click', 'value': '1.156'}]",1.156,5.78,0.825714,,0.046992,0.046992,5.78,,0.049402,1.156,27.922705,29.641026,2.415459,2025-12-15,2025-12-15,1.061538,207,2.415459,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.415459'}]",195,5.78,19,5,18,104,56,40
,,,,2,,,,,,,,,,,,18,,18,,,,16,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,,,,0.07,0.07,,,0.07875,0.63,33.157895,34.054054,5.263158,2025-12-15,2025-12-15,1.027027,38,5.263158,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",37,1.26,4,5,4,14,8,8
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,21.666667,21.666667,0,2025-12-15,2025-12-15,1,6,,,,,6,0.13,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,22.5,30,0,2025-12-15,2025-12-15,1.333333,4,,,,,3,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,440,440,0,2025-12-15,2025-12-15,1,1,,,,,1,0.44,,1,,,,
,,,,,,,,,,,,,,,,31,,31,,,,31,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,,,,0.047097,0.047097,,,0.047097,1.46,15.051546,15.208333,1.030928,2025-12-15,2025-12-15,1.010417,97,,,,,96,1.46,3,3,3,29,13,6
,13,,,7,4,4,13,,,,4,1,1,,,387,,387,5,4,,375,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,15,,1.817143,"[{'action_type': 'outbound_click', 'value': '1.817143'}]",1.817143,3.18,0.978462,,0.032868,0.032868,2.544,,0.03392,0.848,12.160612,12.361516,1.434034,2025-12-15,2025-12-15,1.016521,1046,0.669216,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.669216'}]",1029,12.72,39,5,39,345,176,116
,186,,,33,12,12,186,,,,14,5,5,1,,1258,,1258,20,15,,1205,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,40,"[{'action_type': 'subscribe_mobile_app', 'value': '9.122'}, {'action_type': 'subscribe_total', 'value': '9.122'}, {'action_type': 'start_trial_mobile_app', 'value': '22.805'}, {'action_type': 'start_trial_total', 'value': '22.805'}]",1.382121,"[{'action_type': 'outbound_click', 'value': '1.382121'}]",1.382121,3.800833,0.245215,,0.036256,0.036256,2.2805,,0.037851,1.14025,14.693943,14.924738,1.28866,2025-12-15,2025-12-15,1.015707,3104,1.063144,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.063144'}]",3056,45.61,100,4,99,1089,490,298
,191,,,36,18,18,191,,,,6,2,2,,,916,3,916,11,6,,869,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,41,"[{'action_type': 'subscribe_mobile_app', 'value': '7.502'}, {'action_type': 'subscribe_total', 'value': '7.502'}, {'action_type': 'start_trial_mobile_app', 'value': '18.755'}, {'action_type': 'start_trial_total', 'value': '18.755'}]",1.041944,"[{'action_type': 'outbound_click', 'value': '1.041944'}]",1.041944,2.083889,0.196387,,0.04095,0.04095,3.41,,0.043165,0.914878,21.168172,21.569868,2.31377,2025-12-15,2025-12-15,1.018976,1772,2.031603,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '2.031603'}]",1739,37.51,69,5,69,791,386,243
1,38,,,2,1,1,38,1,1,,,,,,1,86,,86,,,1,84,1,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,"[{'action_type': 'subscribe_mobile_app', 'value': '1.905'}, {'action_type': 'subscribe_total', 'value': '1.905'}, {'action_type': 'start_trial_mobile_app', 'value': '3.81'}, {'action_type': 'start_trial_total', 'value': '3.81'}]",1.905,"[{'action_type': 'outbound_click', 'value': '1.905'}]",1.905,3.81,0.100263,3.81,0.044302,0.044302,,3.81,0.045357,1.27,23.8125,23.8125,1.875,2025-12-15,2025-12-15,1,160,1.25,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.25'}]",160,3.81,2,4,2,72,34,18
,,,,3,,,,,,,,,,,,19,,19,,,,16,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.306667,"[{'action_type': 'outbound_click', 'value': '0.306667'}]",0.306667,,,,0.048421,0.048421,,,0.0575,0.46,18.4,19.166667,4,2025-12-15,2025-12-15,1.041667,50,6,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '6'}]",48,0.92,4,5,4,15,12,9
,3,,,3,,,3,,,,,,,,,27,,27,,,,24,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,0.82,"[{'action_type': 'outbound_click', 'value': '0.82'}]",0.82,,0.82,,0.091111,0.091111,,,0.1025,0.82,18.636364,19.52381,2.272727,2025-12-15,2025-12-15,1.047619,132,2.272727,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",126,2.46,2,2,1,19,10,5
,28,,,3,5,5,28,,,,2,,,,,116,,116,2,2,,111,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '7.98'}, {'action_type': 'subscribe_total', 'value': '7.98'}, {'action_type': 'start_trial_mobile_app', 'value': '7.98'}, {'action_type': 'start_trial_total', 'value': '7.98'}]",2.66,"[{'action_type': 'outbound_click', 'value': '2.66'}]",2.66,1.596,0.285,,0.068793,0.068793,3.99,,0.071892,2.66,14,14.224599,0.526316,2025-12-15,2025-12-15,1.016043,570,0.526316,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.526316'}]",561,7.98,14,2,14,94,42,26
,8,,,5,1,1,8,,,,1,,,,,130,,130,1,1,,124,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,,1.614,"[{'action_type': 'outbound_click', 'value': '1.614'}]",1.614,8.07,1.00875,,0.062077,0.062077,8.07,,0.065081,1.614,15.639535,16.30303,0.968992,2025-12-15,2025-12-15,1.042424,516,0.968992,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.968992'}]",495,8.07,14,3,13,106,45,22
,,,,1,,,,,,,1,,,,,63,,63,1,1,,61,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.88,"[{'action_type': 'outbound_click', 'value': '3.88'}]",3.88,,,,0.061587,0.061587,3.88,,0.063607,3.88,18.47619,18.926829,0.47619,2025-12-15,2025-12-15,1.02439,210,0.47619,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.47619'}]",205,3.88,5,3,5,52,24,12
,,,,,,,,,,,,,,,,18,,18,,,,18,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.043889,0.043889,,,0.043889,,18.372093,19.268293,0,2025-12-15,2025-12-15,1.04878,43,,,,,41,0.79,4,5,4,14,7,5
,,,,,,,,,,,,,,,,4,,4,,,,4,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.025,0.025,,,0.025,,9.090909,9.090909,0,2025-12-15,2025-12-15,1,11,,,,,11,0.1,,3,,2,2,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.055,0.055,,,0.055,,13.75,15.714286,0,2025-12-15,2025-12-15,1.142857,8,,,,,7,0.11,,2,,2,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.095,0.095,,,0.095,,14.615385,14.615385,0,2025-12-15,2025-12-15,1,13,,,,,13,0.19,,2,,2,1,
,,,,1,,,,,,,,,,,,4,,4,,,,3,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.11,"[{'action_type': 'outbound_click', 'value': '0.11'}]",0.11,,,,0.0275,0.0275,,,0.036667,0.11,13.75,13.75,12.5,2025-12-15,2025-12-15,1,8,12.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '12.5'}]",8,0.11,1,3,1,2,1,1
,,,,,,,,,,,,,,,,6,,6,,,,6,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.066667,0.066667,,,0.066667,,18.181818,18.181818,0,2025-12-15,2025-12-15,1,22,,,,,22,0.4,,2,,5,3,2
,,,,,,,,,,,,,,,,44,,44,,,,44,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,,,,,,,0.055682,0.055682,,,0.055682,2.45,13.841808,14.244186,0.564972,2025-12-15,2025-12-15,1.02907,177,,,,,172,2.45,5,3,5,41,21,13
,,,,1,,,,,,,1,,,,,47,,47,1,1,,45,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,4.06,"[{'action_type': 'outbound_click', 'value': '4.06'}]",4.06,,,,0.086383,0.086383,4.06,,0.090222,4.06,20.505051,21.71123,0.505051,2025-12-15,2025-12-15,1.058824,198,0.505051,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.505051'}]",187,4.06,6,4,6,39,19,13
,,,,,,,,,,,,,,,,23,,23,,,,23,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.046087,0.046087,,,0.046087,,15.820896,16.060606,0,2025-12-15,2025-12-15,1.015152,67,,,,,66,1.06,3,3,2,19,8,5
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,16,16,0,2025-12-15,2025-12-15,1,5,,,,,5,0.08,,3,,2,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.056667,0.056667,,,0.056667,,34,34,0,2025-12-15,2025-12-15,1,5,,,,,5,0.17,1,6,1,3,2,2
,7,,,2,,,7,,,,2,,,,,57,,57,2,2,,53,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.75,"[{'action_type': 'outbound_click', 'value': '1.75'}]",1.75,,0.5,,0.061404,0.061404,1.75,,0.066038,1.166667,16.431925,16.908213,1.408451,2025-12-15,2025-12-15,1.028986,213,0.938967,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.938967'}]",207,3.5,6,3,6,44,24,15
