action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,6920992822384,04 Will_sicko - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.02,,1,,,,
1,319,,,30,11,11,319,1,1,6,,,,1,624,3,624,9,6,1,585,1,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,30,"[{'action_type': 'subscribe_mobile_app', 'value': '7.82'}, {'action_type': 'subscribe_total', 'value': '7.82'}, {'action_type': 'start_trial_mobile_app', 'value': '7.82'}, {'action_type': 'start_trial_total', 'value': '7.82'}]",0.782,"[{'action_type': 'outbound_click', 'value': '0.782'}]",0.782,2.132727,0.073542,23.46,0.037596,0.037596,2.606667,23.46,0.040103,0.782,18.858521,19.615385,2.411576,2025-12-11,2025-12-11,1.040134,1244,2.411576,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '2.411576'}]",facebook,1196,23.46,75,5,68,528,294,192
,195,,,50,16,16,195,,,8,,,,,1017,1,1017,9,8,,958,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,55,"[{'action_type': 'subscribe_mobile_app', 'value': '57.79'}, {'action_type': 'subscribe_total', 'value': '57.79'}, {'action_type': 'start_trial_mobile_app', 'value': '57.79'}, {'action_type': 'start_trial_total', 'value': '57.79'}]",1.1558,"[{'action_type': 'outbound_click', 'value': '1.1558'}]",1.1558,3.611875,0.296359,,0.056824,0.056824,6.421111,,0.060324,1.050727,23.723317,24.179916,2.2578,2025-12-11,2025-12-11,1.019247,2436,2.052545,50,"[{'action_type': 'outbound_click', 'value': '50'}]","[{'action_type': 'outbound_click', 'value': '2.052545'}]",instagram,2390,57.79,84,4,84,858,436,252
,,,,,,,,,,,,,,,74,,74,,,,74,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.026892,0.026892,,,0.026892,,15.793651,15.793651,0,2025-12-11,2025-12-11,1,126,,,,,threads,126,1.99,13,7,13,69,43,29
,,,,,,,,,,,,,,,1,,1,,,,1,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.04,1,17,1,1,1,1
,,,,2,,,,,,,,,,,17,,17,,,,15,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,,,0.035294,0.035294,,,0.04,0.3,16.666667,16.666667,5.555556,2025-12-11,2025-12-11,1,36,5.555556,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",facebook,36,0.6,2,4,,15,9,6
,,,,1,,,,,,,,,,,201,,201,,,,200,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,2,,9.69,"[{'action_type': 'outbound_click', 'value': '9.69'}]",9.69,,,,0.048209,0.048209,,,0.04845,4.845,18.67052,18.962818,0.385356,2025-12-11,2025-12-11,1.015656,519,0.192678,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.192678'}]",instagram,511,9.69,8,3,8,178,77,44
,,,,,,,,,,1,,,,,32,,32,1,1,,31,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.029063,0.029063,0.93,,0.03,,20.666667,20.666667,0,2025-12-11,2025-12-11,1,45,,,,,threads,45,0.93,4,8,4,30,23,13
,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.02,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.53,0.53,,,0.53,,176.666667,176.666667,0,2025-12-11,2025-12-11,1,3,,,,,instagram,3,0.53,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.04,1,36,1,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.19,0.19,,,0.19,,95,95,0,2025-12-11,2025-12-11,1,2,,,,,instagram,2,0.19,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.02,,13,,1,1,1
,,,,,,,,,,,,,,,24,,24,,,,24,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.020833,0.020833,,,0.020833,,17.857143,33.333333,0,2025-12-11,2025-12-11,1.866667,28,,,,,audience_network,15,0.5,10,8,11,22,14,11
3,650,5,,72,30,30,650,3,3,24,,,,3,1572,,1572,24,24,3,1476,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,71,"[{'action_type': 'subscribe_mobile_app', 'value': '6.7275'}, {'action_type': 'subscribe_total', 'value': '6.7275'}, {'action_type': 'start_trial_mobile_app', 'value': '8.073'}, {'action_type': 'start_trial_total', 'value': '8.073'}]",1.12125,"[{'action_type': 'outbound_click', 'value': '1.12125'}]",1.12125,2.691,0.1242,26.91,0.051355,0.051355,3.36375,26.91,0.054695,1.137042,25.924855,26.625989,2.280026,2025-12-11,2025-12-11,1.027045,3114,2.312139,72,"[{'action_type': 'outbound_click', 'value': '72'}]","[{'action_type': 'outbound_click', 'value': '2.312139'}]",facebook,3032,80.73,219,5,201,1376,836,578
,5,,,9,,,5,,,2,,,,,137,,137,2,2,,126,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,11,,1.35,"[{'action_type': 'outbound_click', 'value': '1.35'}]",1.35,,2.43,,0.088686,0.088686,6.075,,0.096429,1.104545,40.771812,41.896552,3.691275,2025-12-11,2025-12-11,1.027586,298,3.020134,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '3.020134'}]",instagram,290,12.15,17,5,17,115,65,41
,,,,,,,,,,,,,,,,,,,,,,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,,,23,,23,,,,23,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.060435,0.060435,,,0.060435,,40.882353,40.882353,0,2025-12-11,2025-12-11,1,34,,,,,threads,34,1.39,3,9,3,22,14,9
,,,,,,,,,,,,,,,,,,,,,,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,100,100,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.1,,4,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.045,0.045,,,0.045,,15,18,0,2025-12-11,2025-12-11,1.2,6,,,,,facebook,5,0.09,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0.01,,14,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.03,,2,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.004999,0.004999,,,0.004999,,4.999472,9.998944,0,2025-12-11,2025-12-11,2,2,,,,,audience_network,1,0.009999,,10,,2,2,1
,132,,,38,14,14,132,,,11,,,,,856,1,856,12,11,,806,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,38,"[{'action_type': 'subscribe_mobile_app', 'value': '34.176391'}, {'action_type': 'subscribe_total', 'value': '34.176391'}, {'action_type': 'start_trial_mobile_app', 'value': '17.088195'}, {'action_type': 'start_trial_total', 'value': '17.088195'}]",0.899379,"[{'action_type': 'outbound_click', 'value': '0.899379'}]",0.899379,2.441171,0.258912,,0.039926,0.039926,2.848033,,0.042402,0.899379,18.965811,20.270694,2.108768,2025-12-11,2025-12-11,1.068802,1802,2.108768,38,"[{'action_type': 'outbound_click', 'value': '38'}]","[{'action_type': 'outbound_click', 'value': '2.108768'}]",facebook,1686,34.176391,76,4,71,724,386,209
,279,,,32,17,17,279,,,14,,,2,,1099,2,1099,18,16,,1049,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,40,"[{'action_type': 'subscribe_mobile_app', 'value': '9.832295'}, {'action_type': 'subscribe_total', 'value': '9.832295'}, {'action_type': 'start_trial_mobile_app', 'value': '7.374221'}, {'action_type': 'start_trial_total', 'value': '7.374221'}]",1.843555,"[{'action_type': 'outbound_click', 'value': '1.843555'}]",1.843555,3.470222,0.211447,,0.05368,0.05368,3.277432,,0.056238,1.474844,25.863117,26.466474,1.753617,2025-12-11,2025-12-11,1.023329,2281,1.402893,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '1.402893'}]",instagram,2229,58.99377,70,5,70,922,424,222
,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.029997,0.029997,,,0.029997,,9.998944,9.998944,0,2025-12-11,2025-12-11,1,3,,,,,messenger,3,0.029997,,1,,,,
,,,,,,,,,,1,,,,,31,,31,1,1,,30,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.047737,0.047737,1.479844,,0.049328,,26.906249,26.906249,0,2025-12-11,2025-12-11,1,55,,,,,threads,55,1.479844,6,7,6,28,17,13
,,,,,,,,,,,,,,,3,,3,,,,3,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.016668,0.016668,,,0.016668,,16.668405,16.668405,0,2025-12-11,2025-12-11,1,3,,,,,audience_network,3,0.050005,,4,,1,,
2,353,,,60,26,26,353,2,2,19,1,1,,2,1682,2,1682,22,19,2,1600,2,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,58,"[{'action_type': 'subscribe_mobile_app', 'value': '26.702785'}, {'action_type': 'subscribe_total', 'value': '26.702785'}, {'action_type': 'start_trial_mobile_app', 'value': '20.027089'}, {'action_type': 'start_trial_total', 'value': '20.027089'}]",1.335139,"[{'action_type': 'outbound_click', 'value': '1.335139'}]",1.335139,3.081091,0.226936,40.054177,0.047627,0.047627,3.641289,40.054177,0.050068,1.381179,21.522932,22.098856,1.558302,2025-12-11,2025-12-11,1.026759,3722,1.612037,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '1.612037'}]",facebook,3625,80.108354,174,5,166,1440,852,560
,7,,,5,,,7,,,3,,,,,197,,197,3,3,,189,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,6,,3.104324,"[{'action_type': 'outbound_click', 'value': '3.104324'}]",3.104324,,2.217374,,0.07879,0.07879,5.173873,,0.082125,2.586936,31.741552,32.954604,1.226994,2025-12-11,2025-12-11,1.038217,489,1.022495,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.022495'}]",instagram,471,15.521619,16,4,16,165,89,57
,,,,,,,,,,,,,,,5,,5,,,,5,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.042004,0.042004,,,0.042004,,26.252738,26.252738,0,2025-12-11,2025-12-11,1,8,,,,,threads,8,0.210022,2,9,2,5,3,3
,,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.03,,0,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-11,2025-12-11,1,2,,,,,facebook,2,0.05,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.03,,,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.065,0.065,,,0.065,,26,26,0,2025-12-11,2025-12-11,1,5,,,,,instagram,5,0.13,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.05,,5,,1,,
,2,,,3,2,2,2,,,,,,,,19,,19,,,,16,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.493333,"[{'action_type': 'outbound_click', 'value': '0.493333'}]",0.493333,0.74,0.74,,0.077895,0.077895,,,0.0925,0.493333,26.909091,27.924528,5.454545,2025-12-11,2025-12-11,1.037736,55,5.454545,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '5.454545'}]",facebook,53,1.48,,3,,13,7,5
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,25.714286,30,0,2025-12-11,2025-12-11,1.166667,7,,,,,instagram,6,0.18,,4,,3,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0.01,,5,,1,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.093333,0.093333,,,0.093333,,31.111111,40,0,2025-12-11,2025-12-11,1.285714,9,,,,,facebook,7,0.28,,2,,2,,
,1,,,,,,1,,,,,,,,6,,6,,,,6,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.210028,,0.035005,0.035005,,,0.035005,,35.004599,42.005519,0,2025-12-11,2025-12-11,1.2,6,,,,,audience_network,5,0.210028,2,9,2,6,4,3
,118,,1,31,11,11,118,,,12,,,1,,885,1,885,15,13,,839,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,26,"[{'action_type': 'subscribe_mobile_app', 'value': '11.734042'}, {'action_type': 'subscribe_total', 'value': '11.734042'}, {'action_type': 'start_trial_mobile_app', 'value': '11.734042'}, {'action_type': 'start_trial_total', 'value': '11.734042'}]",1.51407,"[{'action_type': 'outbound_click', 'value': '1.51407'}]",1.51407,4.266924,0.397764,,0.053035,0.053035,3.129078,,0.055943,1.805237,24.729277,25.888675,1.369863,2025-12-11,2025-12-11,1.046884,1898,1.633298,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.633298'}]",facebook,1813,46.936167,94,5,87,755,470,290
,82,,,10,6,6,82,,,5,,,,,342,,342,5,5,,327,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,13,"[{'action_type': 'subscribe_mobile_app', 'value': '27.053555'}, {'action_type': 'subscribe_total', 'value': '27.053555'}, {'action_type': 'start_trial_mobile_app', 'value': '13.526777'}, {'action_type': 'start_trial_total', 'value': '13.526777'}]",2.705355,"[{'action_type': 'outbound_click', 'value': '2.705355'}]",2.705355,4.508926,0.329921,,0.079104,0.079104,5.410711,,0.082733,2.081043,31.203638,32.871877,1.499423,2025-12-11,2025-12-11,1.053463,867,1.153403,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.153403'}]",instagram,823,27.053555,22,4,23,288,171,102
,1,,,1,,,1,,,1,,,,,37,,37,1,1,,35,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.910251,"[{'action_type': 'outbound_click', 'value': '1.910251'}]",1.910251,,1.910251,,0.051628,0.051628,1.910251,,0.054579,1.910251,28.511209,28.943197,1.492537,2025-12-11,2025-12-11,1.015152,67,1.492537,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.492537'}]",threads,66,1.910251,10,10,11,34,24,18
,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0.08,1,26,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,45,45,0,2025-12-11,2025-12-11,1,2,,,,,facebook,2,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,23.333333,70,0,2025-12-11,2025-12-11,3,3,,,,,audience_network,1,0.07,,1,,,,
,96,1,,13,4,4,96,,,2,,,,,231,1,231,3,2,,215,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,13,"[{'action_type': 'subscribe_mobile_app', 'value': '7.31'}, {'action_type': 'subscribe_total', 'value': '7.31'}, {'action_type': 'start_trial_mobile_app', 'value': '14.62'}, {'action_type': 'start_trial_total', 'value': '14.62'}]",1.124615,"[{'action_type': 'outbound_click', 'value': '1.124615'}]",1.124615,3.655,0.152292,,0.06329,0.06329,4.873333,,0.068,1.124615,27.378277,29.35743,2.434457,2025-12-11,2025-12-11,1.072289,534,2.434457,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '2.434457'}]",facebook,498,14.62,26,4,22,194,109,79
,3,,,2,,,3,,,1,,,,,31,,31,1,1,,28,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.42,"[{'action_type': 'outbound_click', 'value': '1.42'}]",1.42,,0.946667,,0.091613,0.091613,2.84,,0.101429,1.42,29.894737,31.208791,2.105263,2025-12-11,2025-12-11,1.043956,95,2.105263,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.105263'}]",instagram,91,2.84,4,4,4,26,18,15
,,,,,,,,,,,,,,,5,,5,,,,5,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.046,0.046,,,0.046,,32.857143,32.857143,0,2025-12-11,2025-12-11,1,7,,,,,threads,7,0.23,1,6,1,4,2,2
,1,,,,,,1,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,facebook,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,facebook,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,15,15,0,2025-12-11,2025-12-11,1,2,,,,,facebook,2,0.03,,2,,,,
