action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,2,,,1,,,,,,,11,,11,,,,9,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.75,"[{'action_type': 'outbound_click', 'value': '0.75'}]",0.75,,1.5,,0.136364,0.136364,,,0.166667,0.75,36.585366,38.461538,4.878049,2025-12-07,2025-12-07,1.051282,female,41,4.878049,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.878049'}]",39,1.5,4,17,3,8,6,6
,,,,,,,,,,,,,,2,,2,,,,2,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.275,0.275,,,0.275,,55,55,0,2025-12-07,2025-12-07,1,male,10,,,,,10,0.55,,3,,2,2,
,2,,,1,,,2,,,,,,,3,,3,,,,2,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.05,"[{'action_type': 'outbound_click', 'value': '0.05'}]",0.05,,0.025,,0.016667,0.016667,,,0.025,0.05,12.5,12.5,25,2025-12-07,2025-12-07,1,female,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.05,,7,,2,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-12-07,2025-12-07,1,male,3,,,,,3,0.09,,2,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.296667,0.296667,,,0.296667,,38.695652,40.454545,0,2025-12-07,2025-12-07,1.045455,female,23,,,,,22,0.89,,1,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,18.571429,21.666667,0,2025-12-07,2025-12-07,1.166667,male,7,,,,,6,0.13,,2,,1,,
,,,,1,,,,,,,,,,2,,2,,,,1,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.07,"[{'action_type': 'outbound_click', 'value': '0.07'}]",0.07,,,,0.035,0.035,,,0.07,0.07,70,70,100,2025-12-07,2025-12-07,1,unknown,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.07,1,223,1,1,1,1
,8,,,3,2,2,8,,,,,,,44,,44,,,,41,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,2.976667,"[{'action_type': 'outbound_click', 'value': '2.976667'}]",2.976667,4.465,1.11625,,0.202955,0.202955,,,0.217805,2.976667,45.329949,52.529412,1.522843,2025-12-07,2025-12-07,1.158824,female,197,1.522843,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.522843'}]",170,8.93,8,3,8,32,14,12
,6,,,3,,,6,,,,,,,24,,24,,,,21,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,2.26,"[{'action_type': 'outbound_click', 'value': '2.26'}]",2.26,,1.13,,0.2825,0.2825,,,0.322857,2.26,50.977444,62.201835,2.255639,2025-12-07,2025-12-07,1.220183,male,133,2.255639,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.255639'}]",109,6.78,3,2,3,15,7,4
,,,,,,,,,,,,,,,,,,,,,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,60,0,2025-12-07,2025-12-07,2,unknown,2,,,,,1,0.06,,0,,,,
,30,,,19,6,6,30,,,1,1,,,485,,485,4,3,,462,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,20,,2.16,"[{'action_type': 'outbound_click', 'value': '2.16'}]",2.16,6.84,1.368,,0.084619,0.084619,10.26,,0.088831,2.052,24.042179,27.178808,1.171646,2025-12-07,2025-12-07,1.130464,female,1707,1.113064,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '1.113064'}]",1510,41.04,72,4,71,415,209,135
,1,,,1,1,1,1,,,,,,,44,,44,1,1,,42,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,3.74,"[{'action_type': 'outbound_click', 'value': '3.74'}]",3.74,3.74,3.74,,0.085,0.085,3.74,,0.089048,3.74,21.494253,22.804878,0.574713,2025-12-07,2025-12-07,1.060976,male,174,0.574713,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.574713'}]",164,3.74,4,2,4,34,9,7
,,,,,,,,,,,,,,4,,4,,,,4,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.175,0.175,,,0.175,,50,50,0,2025-12-07,2025-12-07,1,unknown,14,,,,,14,0.7,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,5,5,0,2025-12-07,2025-12-07,1,female,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,male,1,,,,,1,0.01,,2,,,,
,,,,1,,,,,,,,,,19,,19,,,,18,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.19,"[{'action_type': 'outbound_click', 'value': '1.19'}]",1.19,,,,0.062632,0.062632,,,0.066111,1.19,24.791667,25.869565,2.083333,2025-12-07,2025-12-07,1.043478,female,48,2.083333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",46,1.19,3,6,3,15,8,7
,,,,,,,,,,,,,,1,,1,,,,1,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.18,0.18,,,0.18,,22.5,22.5,0,2025-12-07,2025-12-07,1,male,8,,,,,8,0.18,,2,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,female,1,,,,,1,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,male,1,,,,,1,0,,2,,,,
,,,1,3,1,1,,,,,,,,98,,98,3,2,,92,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,1.223333,"[{'action_type': 'outbound_click', 'value': '1.223333'}]",1.223333,3.67,,,0.037449,0.037449,1.223333,,0.039891,1.223333,18.168317,19.015544,1.485149,2025-12-07,2025-12-07,1.046632,female,202,1.485149,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.485149'}]",193,3.67,10,4,10,81,37,26
,108,,,30,15,15,108,,,,,,,920,1,920,7,6,,883,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,30,,1.575,"[{'action_type': 'outbound_click', 'value': '1.575'}]",1.575,3.15,0.4375,,0.051359,0.051359,6.75,,0.053511,1.575,17.558528,18.998794,1.114827,2025-12-07,2025-12-07,1.082027,male,2691,1.114827,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.114827'}]",2487,47.25,88,8,84,787,405,247
,,,,,,,,,,,,,,7,,7,1,1,,6,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.038571,0.038571,0.27,,0.045,,15,19.285714,0,2025-12-07,2025-12-07,1.285714,unknown,18,,,,,14,0.27,1,4,1,6,4,3
,,,,,,,,,,,,,,,,,,,,,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,7.5,7.5,0,2025-12-07,2025-12-07,1,female,4,,,,,4,0.03,,1,,,,
,,,,1,,,,,,,,,,7,,7,,,,6,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.28,"[{'action_type': 'outbound_click', 'value': '0.28'}]",0.28,,,,0.04,0.04,,,0.046667,0.28,18.666667,18.666667,6.666667,2025-12-07,2025-12-07,1,male,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",15,0.28,1,4,1,5,2,2
,,,,,,,,,,,,,,,,,,,,,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,33.333333,33.333333,0,2025-12-07,2025-12-07,1,female,3,,,,,3,0.1,,2,,,,
,,,,,,,,,,,,,,9,,9,,,,9,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.057778,0.057778,,,0.057778,,15.757576,16.774194,0,2025-12-07,2025-12-07,1.064516,male,33,,,,,31,0.52,2,4,2,8,5,3
,,,,,,,,,,,,,,,,,,,,,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,unknown,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-07,2025-12-07,1,female,1,,,,,1,0.04,,2,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.295,0.295,,,0.295,,24.583333,28.095238,0,2025-12-07,2025-12-07,1.142857,male,24,,,,,21,0.59,,1,,2,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-07,2025-12-07,1,female,2,,,,,2,0.03,,5,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1,0.1,,,0.1,,16.666667,16.666667,0,2025-12-07,2025-12-07,1,male,6,,,,,6,0.1,,2,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.045,0.045,,,0.045,,15,15,0,2025-12-07,2025-12-07,1,male,6,,,,,6,0.09,1,6,1,2,2,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,13.333333,15,0,2025-12-07,2025-12-07,1.125,male,9,,,,,8,0.12,,2,,2,1,
,10,,,2,1,1,10,,,,,,,58,,58,,,,56,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.765,"[{'action_type': 'outbound_click', 'value': '1.765'}]",1.765,3.53,0.353,,0.060862,0.060862,,,0.063036,1.765,22.484076,25.395683,1.273885,2025-12-07,2025-12-07,1.129496,female,157,1.273885,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.273885'}]",139,3.53,5,4,4,32,18,12
,59,,,9,5,5,59,,,,,,,228,,228,3,3,,216,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,10,,2.427778,"[{'action_type': 'outbound_click', 'value': '2.427778'}]",2.427778,4.37,0.370339,,0.095833,0.095833,7.283333,,0.101157,2.185,29.607046,31.348637,1.355014,2025-12-07,2025-12-07,1.058824,male,738,1.219512,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.219512'}]",697,21.85,17,3,16,110,56,38
,,,,,,,,,,,,,,1,,1,,,,1,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.3,0.3,,,0.3,,60,75,0,2025-12-07,2025-12-07,1.25,unknown,5,,,,,4,0.3,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,12.5,12.5,0,2025-12-07,2025-12-07,1,female,4,,,,,4,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-07,2025-12-07,1,male,5,,,,,5,0.2,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-07,2025-12-07,1,female,3,,,,,3,0.05,,1,,,,
,,,,1,,,,,,,,,,6,,6,,,,5,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.95,"[{'action_type': 'outbound_click', 'value': '0.95'}]",0.95,,,,0.158333,0.158333,,,0.19,0.95,50,55.882353,5.263158,2025-12-07,2025-12-07,1.117647,male,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",17,0.95,1,4,1,4,3,3
1,228,2,,33,25,25,228,1,1,1,1,1,1,606,2,606,13,10,1,560,1,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,38,"[{'action_type': 'subscribe_mobile_app', 'value': '73.91'}, {'action_type': 'subscribe_total', 'value': '73.91'}]",2.239697,"[{'action_type': 'outbound_click', 'value': '2.239697'}]",2.239697,2.9564,0.324167,73.91,0.121964,0.121964,5.685385,73.91,0.131982,1.945,28.285496,33.398102,1.454267,2025-12-07,2025-12-07,1.18075,female,2613,1.262916,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.262916'}]",2213,73.91,38,3,38,306,145,102
,228,2,,49,26,26,228,,,,,,,531,,531,5,5,,477,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,51,,1.604082,"[{'action_type': 'outbound_click', 'value': '1.604082'}]",1.604082,3.023077,0.344737,,0.148023,0.148023,15.72,,0.16478,1.541176,32.081633,36.355227,2.081633,2025-12-07,2025-12-07,1.13321,male,2450,2,49,"[{'action_type': 'outbound_click', 'value': '49'}]","[{'action_type': 'outbound_click', 'value': '2'}]",2162,78.6,44,3,39,266,158,96
,,,,,,,,,,,,,,5,,5,1,1,,4,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.272,0.272,1.36,,0.34,,40,42.5,0,2025-12-07,2025-12-07,1.0625,unknown,34,,,,,32,1.36,,1,,1,,
