action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,11,,,4,1,1,11,,,2,,,,,,89,,89,2,2,,83,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.3475,"[{'action_type': 'outbound_click', 'value': '1.3475'}]",1.3475,5.39,0.49,,0.060562,0.060562,2.695,,0.06494,1.078,18.087248,18.780488,1.677852,2025-12-14,2025-12-14,1.038328,male,298,1.342282,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.342282'}]",287,5.39,13,4,13,75,39,30
,,,,,,,,,,,,,,,,6,,6,,,,6,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.098333,0.098333,,,0.098333,,24.583333,26.818182,0,2025-12-14,2025-12-14,1.090909,unknown,24,,,,,22,0.59,1,3,1,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,43.333333,43.333333,0,2025-12-14,2025-12-14,1,male,3,,,,,3,0.13,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926071393584,34_prerna_bent,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,30,30,0,2025-12-14,2025-12-14,1,female,2,,,,,2,0.06,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926071393584,34_prerna_bent,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-14,2025-12-14,1,male,3,,,,,3,0.05,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,20,0,2025-12-14,2025-12-14,1.333333,male,4,,,,,3,0.06,,1,,,,
,12,,,,,,12,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,0.014167,,,,,,,,17,34,0,2025-12-14,2025-12-14,2,female,10,,,,,5,0.17,,,,,,
,7,,,1,1,1,7,,,,,,,,,1,,1,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,0.14,0.02,,0.14,0.14,,,,0.14,20,23.333333,14.285714,2025-12-14,2025-12-14,1.166667,male,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",6,0.14,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,unknown,1,,,,,1,0.02,,,,,,
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.051429,0.051429,,,0.051429,,24,24,0,2025-12-14,2025-12-14,1,female,15,,,,,15,0.36,,3,,7,2,
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.051429,0.051429,,,0.051429,,18.947368,18.947368,0,2025-12-14,2025-12-14,1,male,19,,,,,19,0.36,,3,,7,2,1
,,,,,,,,,,,,,,,,7,,7,,,,7,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.032857,0.032857,,,0.032857,,13.529412,13.529412,0,2025-12-14,2025-12-14,1,female,17,,,,,17,0.23,,3,,5,1,
,,,,,,,,,,,,,,,,21,,21,,,,21,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.058571,0.058571,,,0.058571,,12.3,12.424242,0,2025-12-14,2025-12-14,1.010101,male,100,,,,,99,1.23,,2,,19,8,4
,,,,,,,,,,,,,,,,,,,,,,,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,unknown,1,,,,,1,0.01,,2,,,,
,1,,,2,1,1,1,,,2,,,,,,65,,65,2,2,,61,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,1.28,"[{'action_type': 'outbound_click', 'value': '1.28'}]",1.28,2.56,2.56,,0.039385,0.039385,1.28,,0.041967,1.28,15.421687,15.900621,1.204819,2025-12-14,2025-12-14,1.031056,female,166,1.204819,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",161,2.56,3,3,3,51,21,13
,14,,,8,2,2,14,,,4,1,1,,,,259,,259,5,4,,246,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,8,,1.2225,"[{'action_type': 'outbound_click', 'value': '1.2225'}]",1.2225,4.89,0.698571,,0.037761,0.037761,1.956,,0.039756,1.2225,13.991416,14.510386,1.144492,2025-12-14,2025-12-14,1.037092,male,699,1.144492,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.144492'}]",674,9.78,18,4,18,218,100,51
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.025,0.025,,,0.025,,8.333333,8.333333,0,2025-12-14,2025-12-14,1,unknown,6,,,,,6,0.05,,2,,2,,
,,,,,1,1,,,,,,,,,,29,,29,,,,29,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,0.63,,,0.021724,0.021724,,,0.021724,,9.692308,9.84375,0,2025-12-14,2025-12-14,1.015625,female,65,,,,,64,0.63,1,4,1,26,12,5
,,,,3,,,,,,2,,,,,,146,,146,2,2,,141,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,1.313333,"[{'action_type': 'outbound_click', 'value': '1.313333'}]",1.313333,,,,0.026986,0.026986,1.97,,0.027943,1.313333,10.914127,10.944444,0.831025,2025-12-14,2025-12-14,1.002778,male,361,0.831025,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.831025'}]",360,3.94,13,6,13,126,67,37
,8,,,,2,2,8,,,,,,,,,11,,11,,,,11,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,0.23,0.0575,,0.041818,0.041818,,,0.041818,,13.529412,13.529412,0,2025-12-14,2025-12-14,1,female,34,,,,,34,0.46,4,4,4,8,6,4
,4,,,2,,,4,,,,,,,,,69,,69,,,,67,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,4,,1.315,"[{'action_type': 'outbound_click', 'value': '1.315'}]",1.315,,0.6575,,0.038116,0.038116,,,0.039254,0.6575,12.119816,12.175926,1.843318,2025-12-14,2025-12-14,1.00463,male,217,0.921659,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.921659'}]",216,2.63,8,3,8,61,31,17
,211,,,39,16,16,211,,,11,1,1,1,,,1005,1,1005,14,12,,952,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,37,"[{'action_type': 'subscribe_mobile_app', 'value': '7.592'}, {'action_type': 'subscribe_total', 'value': '7.592'}, {'action_type': 'start_trial_mobile_app', 'value': '5.422857'}, {'action_type': 'start_trial_total', 'value': '5.422857'}]",0.973333,"[{'action_type': 'outbound_click', 'value': '0.973333'}]",0.973333,2.3725,0.179905,,0.037771,0.037771,2.711429,,0.039874,1.025946,15.621399,16.229158,1.522634,2025-12-14,2025-12-14,1.038906,female,2430,1.604938,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.604938'}]",2339,37.96,94,4,84,875,441,295
,5,,,1,,,5,,,,,,,,,22,1,22,1,,,20,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.28,"[{'action_type': 'outbound_click', 'value': '1.28'}]",1.28,,0.256,,0.058182,0.058182,1.28,,0.064,1.28,16.410256,16.842105,1.282051,2025-12-14,2025-12-14,1.026316,male,78,1.282051,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.282051'}]",76,1.28,2,3,2,20,9,6
,8,,,,,,8,,,,,,,,,3,,3,,,,3,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,,,,,0.02,,0.053333,0.053333,,,0.053333,0.16,17.777778,17.777778,11.111111,2025-12-14,2025-12-14,1,unknown,9,,,,,9,0.16,,4,,3,3,1
,1,,,1,,,1,,,,,,,,,11,,11,,,,10,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.12,"[{'action_type': 'outbound_click', 'value': '1.12'}]",1.12,,1.12,,0.101818,0.101818,,,0.112,1.12,22.4,22.857143,2,2025-12-14,2025-12-14,1.020408,female,50,2,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2'}]",49,1.12,,2,,9,3,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-12-14,2025-12-14,1,male,4,,,,,4,0.08,,3,,1,1,
,1659,1,1,315,140,140,1659,,,78,4,4,3,,,8614,7,8614,93,81,,8206,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,345,"[{'action_type': 'subscribe_mobile_app', 'value': '6.970889'}, {'action_type': 'subscribe_total', 'value': '6.970889'}, {'action_type': 'start_trial_mobile_app', 'value': '5.503333'}, {'action_type': 'start_trial_total', 'value': '5.503333'}]",0.995841,"[{'action_type': 'outbound_click', 'value': '0.995841'}]",0.995841,2.240643,0.189084,,0.036416,0.036416,3.373011,,0.038227,0.909246,12.214867,12.984933,1.343406,2025-12-14,2025-12-14,1.063043,female,25681,1.226588,315,"[{'action_type': 'outbound_click', 'value': '315'}]","[{'action_type': 'outbound_click', 'value': '1.226588'}]",24158,313.69,758,3,710,7102,3379,1916
,111,,,25,14,14,111,,,8,1,1,,,,496,2,496,11,8,,460,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,29,"[{'action_type': 'subscribe_mobile_app', 'value': '8.99'}, {'action_type': 'subscribe_total', 'value': '8.99'}, {'action_type': 'start_trial_mobile_app', 'value': '5.993333'}, {'action_type': 'start_trial_total', 'value': '5.993333'}]",0.7192,"[{'action_type': 'outbound_click', 'value': '0.7192'}]",0.7192,1.284286,0.161982,,0.03625,0.03625,1.634545,,0.039087,0.62,11.728637,12.148649,1.891716,2025-12-14,2025-12-14,1.035811,male,1533,1.630789,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.630789'}]",1480,17.98,40,3,37,397,188,106
,11,,,,1,1,11,,,1,,,,,,44,,44,1,1,,43,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,,,,1.77,0.160909,,0.040227,0.040227,1.77,,0.041163,1.77,12.733813,13.72093,0.719424,2025-12-14,2025-12-14,1.077519,unknown,139,,,,,129,1.77,4,4,4,39,21,10
,94,,,23,8,8,94,,,9,2,2,,,,669,,669,11,9,,635,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,42,"[{'action_type': 'subscribe_mobile_app', 'value': '24.05'}, {'action_type': 'subscribe_total', 'value': '24.05'}, {'action_type': 'start_trial_mobile_app', 'value': '12.025'}, {'action_type': 'start_trial_total', 'value': '12.025'}]",1.045652,"[{'action_type': 'outbound_click', 'value': '1.045652'}]",1.045652,3.00625,0.255851,,0.035949,0.035949,2.186364,,0.037874,0.572619,15.125786,15.289256,2.641509,2025-12-14,2025-12-14,1.010807,female,1590,1.446541,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.446541'}]",1573,24.05,45,4,46,590,308,186
,13,,,3,5,5,13,,,4,,,1,,,159,1,159,6,5,,150,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,8,,1.683333,"[{'action_type': 'outbound_click', 'value': '1.683333'}]",1.683333,1.01,0.388462,,0.031761,0.031761,0.841667,,0.033667,0.63125,12.593516,13.324538,1.995012,2025-12-14,2025-12-14,1.058047,male,401,0.74813,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.74813'}]",379,5.05,5,4,5,134,63,31
,,,,,,,,,,,,,,,,9,,9,,,,9,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.028889,0.028889,,,0.028889,,16.25,16.25,0,2025-12-14,2025-12-14,1,unknown,16,,,,,16,0.26,,5,,9,5,1
